snapshot_month,customer_id,country_code,legal_entity,full_name,customer_segment,total_accounts,total_credit_limit,total_balance,total_available,avg_utilization,highest_util_account,currency_code,created_at
2025-01,CUST_000384,IN,IN_BANK,Rahul Joshi,affluent,2,734500.0,642383.87,92116.13,0.8746,ACC_0000470,INR,2025-12-31 23:59:59
2025-01,CUST_000385,IN,IN_BANK,Deepak Shah,premium,1,843300.0,541873.76,301426.24,0.6426,ACC_0000471,INR,2025-12-31 23:59:59
2025-01,CUST_000386,IN,IN_BANK,Ananya Singh,affluent,1,742000.0,529768.58,212231.42,0.714,ACC_0000472,INR,2025-12-31 23:59:59
2025-01,CUST_000387,IN,IN_BANK,Sonal Sharma,mass,1,147300.0,119274.81,28025.19,0.8097,ACC_0000473,INR,2025-12-31 23:59:59
2025-01,CUST_000388,IN,IN_BANK,Vikram Rao,affluent,1,985900.0,453119.22,532780.78,0.4596,ACC_0000474,INR,2025-12-31 23:59:59
2025-01,CUST_000389,IN,IN_BANK,Ritu Reddy,affluent,2,1193100.0,1048479.22,144620.78,0.8788,ACC_0000475,INR,2025-12-31 23:59:59
2025-01,CUST_000390,IN,IN_BANK,Arjun Singh,affluent,1,263200.0,129537.97,133662.03,0.4922,ACC_0000477,INR,2025-12-31 23:59:59
2025-01,CUST_000391,IN,IN_BANK,Amit Kapoor,premium,2,2287300.0,1630627.44,656672.56,0.7129,ACC_0000478,INR,2025-12-31 23:59:59
2025-01,CUST_000392,IN,IN_BANK,Asha Kapoor,premium,1,1486300.0,721134.15,765165.85,0.4852,ACC_0000480,INR,2025-12-31 23:59:59
2025-01,CUST_000393,IN,IN_BANK,Pradeep Singh,mass,1,89600.0,189136.96,0.0,2.1109,ACC_0000481,INR,2025-12-31 23:59:59
2025-01,CUST_000394,IN,IN_BANK,Raj Mehta,affluent,2,1391900.0,835555.24,556344.76,0.6003,ACC_0000482,INR,2025-12-31 23:59:59
2025-01,CUST_000395,IN,IN_BANK,Asha Pillai,mass,1,292200.0,200852.86,91347.14,0.6874,ACC_0000484,INR,2025-12-31 23:59:59
2025-01,CUST_000396,IN,IN_BANK,Raj Kapoor,mass,1,219100.0,156035.78,63064.22,0.7122,ACC_0000485,INR,2025-12-31 23:59:59
2025-01,CUST_000397,IN,IN_BANK,Asha Singh,affluent,1,249400.0,133457.12,115942.88,0.5351,ACC_0000486,INR,2025-12-31 23:59:59
2025-01,CUST_000398,IN,IN_BANK,Asha Rao,premium,2,4968300.0,2649620.92,2318679.08,0.5333,ACC_0000488,INR,2025-12-31 23:59:59
2025-01,CUST_000399,IN,IN_BANK,Karan Iyer,affluent,1,429300.0,133825.83,295474.17,0.3117,ACC_0000489,INR,2025-12-31 23:59:59
2025-01,CUST_000400,IN,IN_BANK,Neha Gupta,affluent,1,677700.0,181033.26,496666.74,0.2671,ACC_0000490,INR,2025-12-31 23:59:59
2025-01,CUST_000401,IN,IN_BANK,Nikhil Nair,affluent,1,188400.0,239552.91,0.0,1.2715,ACC_0000491,INR,2025-12-31 23:59:59
2025-01,CUST_000402,IN,IN_BANK,Lakshmi Rao,mass,1,148000.0,188992.05,0.0,1.277,ACC_0000492,INR,2025-12-31 23:59:59
2025-01,CUST_000403,IN,IN_BANK,Meera Rao,affluent,1,461900.0,456466.47,5433.53,0.9882,ACC_0000493,INR,2025-12-31 23:59:59
2025-01,CUST_000404,IN,IN_BANK,Rohit Singh,mass,1,279200.0,250711.2,28488.8,0.898,ACC_0000494,INR,2025-12-31 23:59:59
2025-01,CUST_000405,IN,IN_BANK,Lakshmi Reddy,affluent,1,555500.0,286581.95,268918.05,0.5159,ACC_0000495,INR,2025-12-31 23:59:59
2025-01,CUST_000406,IN,IN_BANK,Pooja Bhat,mass,1,206900.0,251128.09,0.0,1.2138,ACC_0000496,INR,2025-12-31 23:59:59
2025-01,CUST_000407,IN,IN_BANK,Pradeep Patel,mass,1,159300.0,111371.52,47928.48,0.6991,ACC_0000497,INR,2025-12-31 23:59:59
2025-01,CUST_000408,IN,IN_BANK,Neha Shah,mass,1,228400.0,122695.0,105705.0,0.5372,ACC_0000498,INR,2025-12-31 23:59:59
2025-01,CUST_000409,IN,IN_BANK,Vikram Gupta,affluent,2,1185900.0,628540.26,557359.74,0.53,ACC_0000499,INR,2025-12-31 23:59:59
2025-01,CUST_000410,IN,IN_BANK,Kavya Pillai,mass,1,192900.0,81172.95,111727.05,0.4208,ACC_0000501,INR,2025-12-31 23:59:59
2025-01,CUST_000411,IN,IN_BANK,Nikhil Reddy,affluent,1,824000.0,534378.25,289621.75,0.6485,ACC_0000502,INR,2025-12-31 23:59:59
2025-01,CUST_000412,IN,IN_BANK,Suresh Iyer,mass,1,171400.0,116068.3,55331.7,0.6772,ACC_0000503,INR,2025-12-31 23:59:59
2025-01,CUST_000413,IN,IN_BANK,Suresh Rao,affluent,1,313400.0,250639.61,62760.39,0.7997,ACC_0000504,INR,2025-12-31 23:59:59
2025-01,CUST_000414,IN,IN_BANK,Vikram Mehta,mass,1,425400.0,260725.62,164674.38,0.6129,ACC_0000505,INR,2025-12-31 23:59:59
2025-01,CUST_000415,IN,IN_BANK,Raj Pillai,affluent,1,489500.0,394036.26,95463.74,0.805,ACC_0000506,INR,2025-12-31 23:59:59
2025-01,CUST_000416,IN,IN_BANK,Arjun Gupta,mass,1,161100.0,103281.64,57818.36,0.6411,ACC_0000507,INR,2025-12-31 23:59:59
2025-01,CUST_000417,IN,IN_BANK,Rahul Mehta,affluent,2,2055600.0,1580290.09,475309.91,0.7688,ACC_0000508,INR,2025-12-31 23:59:59
2025-01,CUST_000418,IN,IN_BANK,Karan Singh,mass,2,356800.0,342951.44,13848.56,0.9612,ACC_0000511,INR,2025-12-31 23:59:59
2025-01,CUST_000419,IN,IN_BANK,Anjali Singh,affluent,1,989800.0,562091.7,427708.3,0.5679,ACC_0000512,INR,2025-12-31 23:59:59
2025-01,CUST_000420,IN,IN_BANK,Amit Shah,mass,1,172700.0,250542.26,0.0,1.4507,ACC_0000513,INR,2025-12-31 23:59:59
2025-01,CUST_000421,IN,IN_BANK,Kavya Rao,mass,1,229100.0,150809.27,78290.73,0.6583,ACC_0000514,INR,2025-12-31 23:59:59
2025-01,CUST_000422,IN,IN_BANK,Priya Reddy,affluent,1,934500.0,895051.08,39448.92,0.9578,ACC_0000515,INR,2025-12-31 23:59:59
2025-01,CUST_000423,IN,IN_BANK,Ritu Bhat,affluent,1,543800.0,460987.64,82812.36,0.8477,ACC_0000516,INR,2025-12-31 23:59:59
2025-01,CUST_000424,IN,IN_BANK,Karan Reddy,affluent,1,980300.0,611338.4,368961.6,0.6236,ACC_0000517,INR,2025-12-31 23:59:59
2025-01,CUST_000425,IN,IN_BANK,Vivek Patel,mass,1,282000.0,153603.71,128396.29,0.5447,ACC_0000518,INR,2025-12-31 23:59:59
2025-01,CUST_000426,IN,IN_BANK,Neha Rao,affluent,2,1949100.0,1732733.98,216366.02,0.889,ACC_0000520,INR,2025-12-31 23:59:59
2025-01,CUST_000427,IN,IN_BANK,Pooja Patel,affluent,1,326100.0,146068.12,180031.88,0.4479,ACC_0000521,INR,2025-12-31 23:59:59
2025-01,CUST_000428,IN,IN_BANK,Deepak Kapoor,mass,1,232800.0,194425.66,38374.34,0.8352,ACC_0000522,INR,2025-12-31 23:59:59
2025-01,CUST_000429,IN,IN_BANK,Rohan Pillai,mass,1,418300.0,372835.45,45464.55,0.8913,ACC_0000523,INR,2025-12-31 23:59:59
2025-01,CUST_000430,IN,IN_BANK,Rohan Sharma,mass,2,145400.0,151378.66,0.0,1.0411,ACC_0000525,INR,2025-12-31 23:59:59
2025-01,CUST_000431,IN,IN_BANK,Ritu Gupta,mass,1,156600.0,115303.41,41296.59,0.7363,ACC_0000526,INR,2025-12-31 23:59:59
2025-01,CUST_000432,IN,IN_BANK,Lakshmi Kapoor,mass,1,68200.0,73972.34,0.0,1.0846,ACC_0000527,INR,2025-12-31 23:59:59
2025-01,CUST_000433,IN,IN_BANK,Priya Shah,premium,2,3295600.0,1957573.64,1338026.36,0.594,ACC_0000528,INR,2025-12-31 23:59:59
2025-01,CUST_000434,IN,IN_BANK,Pooja Shah,affluent,1,789800.0,210410.49,579389.51,0.2664,ACC_0000530,INR,2025-12-31 23:59:59
2025-01,CUST_000435,IN,IN_BANK,Swati Joshi,mass,1,388400.0,254227.2,134172.8,0.6545,ACC_0000531,INR,2025-12-31 23:59:59
2025-01,CUST_000436,IN,IN_BANK,Sonal Joshi,premium,2,2925900.0,1713371.39,1212528.61,0.5856,ACC_0000532,INR,2025-12-31 23:59:59
2025-01,CUST_000437,IN,IN_BANK,Raj Nair,mass,1,509600.0,288152.76,221447.24,0.5654,ACC_0000534,INR,2025-12-31 23:59:59
2025-01,CUST_000438,IN,IN_BANK,Priya Verma,affluent,1,379100.0,435462.89,0.0,1.1487,ACC_0000535,INR,2025-12-31 23:59:59
2025-01,CUST_000439,IN,IN_BANK,Neha Kapoor,mass,1,109500.0,115179.57,0.0,1.0519,ACC_0000536,INR,2025-12-31 23:59:59
2025-01,CUST_000440,IN,IN_BANK,Ritu Nair,affluent,1,350300.0,209014.61,141285.39,0.5967,ACC_0000537,INR,2025-12-31 23:59:59
2025-01,CUST_000441,IN,IN_BANK,Sunita Patel,premium,1,1557300.0,957232.0,600068.0,0.6147,ACC_0000538,INR,2025-12-31 23:59:59
2025-01,CUST_000442,IN,IN_BANK,Suresh Mehta,premium,1,1103800.0,524235.11,579564.89,0.4749,ACC_0000539,INR,2025-12-31 23:59:59
2025-01,CUST_000443,IN,IN_BANK,Rohan Singh,affluent,1,118400.0,206493.32,0.0,1.744,ACC_0000540,INR,2025-12-31 23:59:59
2025-01,CUST_000444,IN,IN_BANK,Sonal Bhat,affluent,2,1456400.0,1098076.08,358323.92,0.754,ACC_0000541,INR,2025-12-31 23:59:59
2025-01,CUST_000445,IN,IN_BANK,Anjali Reddy,premium,1,759600.0,636351.22,123248.78,0.8377,ACC_0000543,INR,2025-12-31 23:59:59
2025-01,CUST_000446,IN,IN_BANK,Rahul Joshi,mass,1,369500.0,323506.88,45993.12,0.8755,ACC_0000544,INR,2025-12-31 23:59:59
2025-01,CUST_000447,IN,IN_BANK,Pooja Kumar,mass,2,544400.0,351360.7,193039.3,0.6454,ACC_0000546,INR,2025-12-31 23:59:59
2025-01,CUST_000448,IN,IN_BANK,Divya Bhat,mass,1,176700.0,133463.54,43236.46,0.7553,ACC_0000547,INR,2025-12-31 23:59:59
2025-01,CUST_000449,IN,IN_BANK,Swati Rao,mass,1,257100.0,236183.31,20916.69,0.9186,ACC_0000548,INR,2025-12-31 23:59:59
2025-01,CUST_000450,IN,IN_BANK,Pooja Joshi,mass,1,160600.0,128354.57,32245.43,0.7992,ACC_0000549,INR,2025-12-31 23:59:59
2025-01,CUST_000451,IN,IN_BANK,Raj Patel,mass,1,163100.0,112682.73,50417.27,0.6909,ACC_0000550,INR,2025-12-31 23:59:59
2025-01,CUST_000452,IN,IN_BANK,Arjun Kumar,affluent,2,1812400.0,1252548.32,559851.68,0.6911,ACC_0000551,INR,2025-12-31 23:59:59
2025-01,CUST_000453,IN,IN_BANK,Rohan Kapoor,mass,1,119400.0,63561.67,55838.33,0.5323,ACC_0000553,INR,2025-12-31 23:59:59
2025-01,CUST_000454,IN,IN_BANK,Meera Sharma,affluent,2,1428800.0,974541.66,454258.34,0.6821,ACC_0000555,INR,2025-12-31 23:59:59
2025-01,CUST_000455,IN,IN_BANK,Arjun Patel,mass,1,183000.0,124032.6,58967.4,0.6778,ACC_0000556,INR,2025-12-31 23:59:59
2025-01,CUST_000456,IN,IN_BANK,Rohan Kapoor,mass,1,156900.0,59176.23,97723.77,0.3772,ACC_0000557,INR,2025-12-31 23:59:59
2025-01,CUST_000457,IN,IN_BANK,Arjun Gupta,premium,1,1192600.0,1103947.31,88652.69,0.9257,ACC_0000558,INR,2025-12-31 23:59:59
2025-01,CUST_000458,IN,IN_BANK,Aditya Mehta,affluent,1,362900.0,171808.42,191091.58,0.4734,ACC_0000559,INR,2025-12-31 23:59:59
2025-01,CUST_000459,IN,IN_BANK,Amit Shah,mass,1,134900.0,125736.73,9163.27,0.9321,ACC_0000560,INR,2025-12-31 23:59:59
2025-01,CUST_000460,IN,IN_BANK,Amit Shah,mass,1,136400.0,144344.47,0.0,1.0582,ACC_0000561,INR,2025-12-31 23:59:59
2025-01,CUST_000461,IN,IN_BANK,Divya Sharma,affluent,1,1011100.0,883156.62,127943.38,0.8735,ACC_0000562,INR,2025-12-31 23:59:59
2025-01,CUST_000462,IN,IN_BANK,Kavya Kumar,premium,1,1458700.0,693771.84,764928.16,0.4756,ACC_0000563,INR,2025-12-31 23:59:59
2025-01,CUST_000463,IN,IN_BANK,Rahul Kapoor,mass,1,139200.0,147194.75,0.0,1.0574,ACC_0000564,INR,2025-12-31 23:59:59
2025-01,CUST_000464,IN,IN_BANK,Rohan Shah,premium,1,2097800.0,1262255.06,835544.94,0.6017,ACC_0000565,INR,2025-12-31 23:59:59
2025-01,CUST_000465,IN,IN_BANK,Ritu Pillai,mass,1,273000.0,122418.88,150581.12,0.4484,ACC_0000566,INR,2025-12-31 23:59:59
2025-01,CUST_000466,IN,IN_BANK,Suresh Singh,mass,1,277700.0,230544.81,47155.19,0.8302,ACC_0000567,INR,2025-12-31 23:59:59
2025-01,CUST_000467,IN,IN_BANK,Amit Iyer,mass,1,168800.0,97880.78,70919.22,0.5799,ACC_0000568,INR,2025-12-31 23:59:59
2025-01,CUST_000468,IN,IN_BANK,Pradeep Bhat,premium,1,1192500.0,1021275.6,171224.4,0.8564,ACC_0000569,INR,2025-12-31 23:59:59
2025-01,CUST_000469,IN,IN_BANK,Vikram Mehta,affluent,1,563500.0,317704.64,245795.36,0.5638,ACC_0000570,INR,2025-12-31 23:59:59
2025-01,CUST_000470,IN,IN_BANK,Deepak Mehta,affluent,1,608600.0,423785.87,184814.13,0.6963,ACC_0000571,INR,2025-12-31 23:59:59
2025-01,CUST_000471,IN,IN_BANK,Suresh Gupta,mass,1,208300.0,166031.73,42268.27,0.7971,ACC_0000572,INR,2025-12-31 23:59:59
2025-01,CUST_000472,IN,IN_BANK,Aditya Nair,mass,1,20900.0,86691.01,0.0,4.1479,ACC_0000573,INR,2025-12-31 23:59:59
2025-01,CUST_000473,IN,IN_BANK,Pradeep Kumar,mass,1,98400.0,88889.35,9510.65,0.9033,ACC_0000574,INR,2025-12-31 23:59:59
2025-01,CUST_000474,IN,IN_BANK,Rohan Nair,premium,1,2540300.0,1359738.91,1180561.09,0.5353,ACC_0000575,INR,2025-12-31 23:59:59
2025-01,CUST_000475,IN,IN_BANK,Rohan Gupta,affluent,2,1811600.0,1642862.55,168737.45,0.9069,ACC_0000577,INR,2025-12-31 23:59:59
2025-01,CUST_000476,IN,IN_BANK,Vivek Kumar,mass,1,253700.0,234158.22,19541.78,0.923,ACC_0000578,INR,2025-12-31 23:59:59
2025-01,CUST_000477,IN,IN_BANK,Pooja Pillai,premium,1,1968300.0,887831.43,1080468.57,0.4511,ACC_0000579,INR,2025-12-31 23:59:59
2025-01,CUST_000478,IN,IN_BANK,Meera Nair,mass,1,245600.0,218836.56,26763.44,0.891,ACC_0000580,INR,2025-12-31 23:59:59
2025-01,CUST_000479,IN,IN_BANK,Lakshmi Shah,premium,1,3654800.0,1343001.31,2311798.69,0.3675,ACC_0000581,INR,2025-12-31 23:59:59
2025-01,CUST_000480,IN,IN_BANK,Rohit Rao,mass,1,399100.0,138529.21,260570.79,0.3471,ACC_0000582,INR,2025-12-31 23:59:59
2025-01,CUST_000481,IN,IN_BANK,Shreya Patel,affluent,2,1119500.0,681724.85,437775.15,0.609,ACC_0000583,INR,2025-12-31 23:59:59
2025-01,CUST_000482,IN,IN_BANK,Sunita Patel,mass,1,99700.0,48401.55,51298.45,0.4855,ACC_0000585,INR,2025-12-31 23:59:59
2025-01,CUST_000483,IN,IN_BANK,Neha Bhat,mass,1,58500.0,105044.83,0.0,1.7956,ACC_0000586,INR,2025-12-31 23:59:59
2025-01,CUST_000484,IN,IN_BANK,Shreya Shah,affluent,1,809200.0,497059.06,312140.94,0.6143,ACC_0000587,INR,2025-12-31 23:59:59
2025-01,CUST_000485,IN,IN_BANK,Ritu Mehta,affluent,1,289600.0,255209.91,34390.09,0.8812,ACC_0000588,INR,2025-12-31 23:59:59
2025-01,CUST_000486,IN,IN_BANK,Swati Iyer,affluent,1,222300.0,332808.9,0.0,1.4971,ACC_0000589,INR,2025-12-31 23:59:59
2025-01,CUST_000487,IN,IN_BANK,Suresh Bhat,mass,1,190500.0,129631.58,60868.42,0.6805,ACC_0000590,INR,2025-12-31 23:59:59
2025-01,CUST_000488,IN,IN_BANK,Sonal Rao,affluent,1,415400.0,413002.43,2397.57,0.9942,ACC_0000591,INR,2025-12-31 23:59:59
2025-01,CUST_000489,IN,IN_BANK,Priya Verma,affluent,2,1695500.0,1208869.51,486630.49,0.713,ACC_0000593,INR,2025-12-31 23:59:59
2025-01,CUST_000490,IN,IN_BANK,Kavya Kumar,mass,1,202800.0,145181.5,57618.5,0.7159,ACC_0000594,INR,2025-12-31 23:59:59
2025-01,CUST_000491,IN,IN_BANK,Sonal Rao,mass,2,513000.0,340051.41,172948.59,0.6629,ACC_0000596,INR,2025-12-31 23:59:59
2025-01,CUST_000492,IN,IN_BANK,Sanjay Iyer,affluent,1,884700.0,575451.04,309248.96,0.6504,ACC_0000597,INR,2025-12-31 23:59:59
2025-01,CUST_000493,IN,IN_BANK,Ritu Singh,affluent,1,420500.0,347136.48,73363.52,0.8255,ACC_0000598,INR,2025-12-31 23:59:59
2025-01,CUST_000494,IN,IN_BANK,Shreya Rao,mass,1,168600.0,139134.91,29465.09,0.8252,ACC_0000599,INR,2025-12-31 23:59:59
2025-01,CUST_000495,IN,IN_BANK,Rohan Gupta,affluent,1,520000.0,289077.43,230922.57,0.5559,ACC_0000600,INR,2025-12-31 23:59:59
2025-01,CUST_000496,IN,IN_BANK,Rohit Iyer,mass,1,192100.0,102610.83,89489.17,0.5342,ACC_0000601,INR,2025-12-31 23:59:59
2025-01,CUST_000497,IN,IN_BANK,Karan Pillai,affluent,1,257200.0,302124.1,0.0,1.1747,ACC_0000602,INR,2025-12-31 23:59:59
2025-01,CUST_000498,IN,IN_BANK,Pradeep Joshi,mass,2,282300.0,200312.54,81987.46,0.7096,ACC_0000603,INR,2025-12-31 23:59:59
2025-01,CUST_000499,IN,IN_BANK,Vivek Reddy,premium,1,1288800.0,689384.0,599416.0,0.5349,ACC_0000605,INR,2025-12-31 23:59:59
2025-01,CUST_000500,IN,IN_BANK,Vivek Singh,premium,2,1332400.0,1256980.15,75419.85,0.9434,ACC_0000606,INR,2025-12-31 23:59:59
2025-02,CUST_000001,SG,SG_BANK,Liyana binte Hassan,mass,1,22000.0,10723.01,11276.99,0.4874,ACC_0000001,SGD,2025-12-31 23:59:59
2025-02,CUST_000002,SG,SG_BANK,Cheng Ong,premium,1,186800.0,3526.23,183273.77,0.0189,ACC_0000002,SGD,2025-12-31 23:59:59
2025-02,CUST_000003,SG,SG_BANK,Jian Lee,mass,2,41900.0,1872.91,40027.09,0.0447,ACC_0000003,SGD,2025-12-31 23:59:59
2025-02,CUST_000004,SG,SG_BANK,Hong Ong,mass,1,45500.0,16039.36,29460.64,0.3525,ACC_0000005,SGD,2025-12-31 23:59:59
2025-02,CUST_000005,SG,SG_BANK,Jing Ho,mass,1,27600.0,628.85,26971.15,0.0228,ACC_0000006,SGD,2025-12-31 23:59:59
2025-02,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2,33700.0,2328.01,31371.99,0.0691,ACC_0000007,SGD,2025-12-31 23:59:59
2025-02,CUST_000007,SG,SG_BANK,Iskandar bin Ghani,mass,2,77000.0,7816.47,69183.53,0.1015,ACC_0000010,SGD,2025-12-31 23:59:59
2025-02,CUST_000008,SG,SG_BANK,Nurul binte Salleh,mass,2,49500.0,1060.13,48439.87,0.0214,ACC_0000011,SGD,2025-12-31 23:59:59
2025-02,CUST_000009,SG,SG_BANK,Yong Sim,mass,2,43500.0,5087.95,38412.05,0.117,ACC_0000014,SGD,2025-12-31 23:59:59
2025-02,CUST_000010,SG,SG_BANK,Ming Yeo,affluent,1,57000.0,2395.72,54604.28,0.042,ACC_0000015,SGD,2025-12-31 23:59:59
2025-02,CUST_000011,SG,SG_BANK,Yan Sim,mass,1,15200.0,2491.63,12708.37,0.1639,ACC_0000016,SGD,2025-12-31 23:59:59
2025-02,CUST_000012,SG,SG_BANK,Rashid bin Hassan,affluent,1,40200.0,2707.3,37492.7,0.0673,ACC_0000017,SGD,2025-12-31 23:59:59
2025-02,CUST_000013,SG,SG_BANK,Hui Phua,mass,1,33300.0,638.81,32661.19,0.0192,ACC_0000018,SGD,2025-12-31 23:59:59
2025-02,CUST_000014,SG,SG_BANK,Jian Teo,mass,2,11500.0,3353.34,8146.66,0.2916,ACC_0000019,SGD,2025-12-31 23:59:59
2025-02,CUST_000015,SG,SG_BANK,Muhammad bin Bakar,affluent,1,23700.0,1902.43,21797.57,0.0803,ACC_0000021,SGD,2025-12-31 23:59:59
2025-02,CUST_000016,SG,SG_BANK,Hana binte Daud,mass,2,39300.0,24953.41,14346.59,0.6349,ACC_0000022,SGD,2025-12-31 23:59:59
2025-02,CUST_000017,SG,SG_BANK,Liyana binte Ghani,affluent,1,27700.0,1944.7,25755.3,0.0702,ACC_0000024,SGD,2025-12-31 23:59:59
2025-02,CUST_000018,SG,SG_BANK,Rashid bin Hassan,mass,1,23100.0,1812.96,21287.04,0.0785,ACC_0000025,SGD,2025-12-31 23:59:59
2025-02,CUST_000019,SG,SG_BANK,Fang Lau,affluent,1,41300.0,3725.88,37574.12,0.0902,ACC_0000026,SGD,2025-12-31 23:59:59
2025-02,CUST_000020,SG,SG_BANK,Hong Lee,affluent,1,27300.0,1014.02,26285.98,0.0371,ACC_0000027,SGD,2025-12-31 23:59:59
2025-02,CUST_000021,SG,SG_BANK,Fang Wong,premium,2,392400.0,13682.99,378717.01,0.0349,ACC_0000028,SGD,2025-12-31 23:59:59
2025-02,CUST_000022,SG,SG_BANK,Ling Heng,premium,1,147400.0,2679.54,144720.46,0.0182,ACC_0000030,SGD,2025-12-31 23:59:59
2025-02,CUST_000023,SG,SG_BANK,Kasim bin Bakar,mass,1,18600.0,950.07,17649.93,0.0511,ACC_0000031,SGD,2025-12-31 23:59:59
2025-02,CUST_000024,SG,SG_BANK,Fang Sim,mass,1,11200.0,268.73,10931.27,0.024,ACC_0000032,SGD,2025-12-31 23:59:59
2025-02,CUST_000025,SG,SG_BANK,Iskandar bin Hassan,affluent,1,45300.0,2475.03,42824.97,0.0546,ACC_0000033,SGD,2025-12-31 23:59:59
2025-02,CUST_000026,SG,SG_BANK,Ming Goh,affluent,2,85300.0,6416.9,78883.1,0.0752,ACC_0000035,SGD,2025-12-31 23:59:59
2025-02,CUST_000027,SG,SG_BANK,Ling Ng,affluent,1,21800.0,1274.48,20525.52,0.0585,ACC_0000036,SGD,2025-12-31 23:59:59
2025-02,CUST_000028,SG,SG_BANK,Na Lau,mass,1,14000.0,1446.33,12553.67,0.1033,ACC_0000037,SGD,2025-12-31 23:59:59
2025-02,CUST_000029,SG,SG_BANK,Xin Phua,mass,2,29700.0,6581.15,23118.85,0.2216,ACC_0000039,SGD,2025-12-31 23:59:59
2025-02,CUST_000030,SG,SG_BANK,Zuraidah binte Salleh,mass,1,28400.0,1048.66,27351.34,0.0369,ACC_0000040,SGD,2025-12-31 23:59:59
2025-02,CUST_000031,SG,SG_BANK,Omar bin Ismail,affluent,1,41400.0,15830.35,25569.65,0.3824,ACC_0000041,SGD,2025-12-31 23:59:59
2025-02,CUST_000032,SG,SG_BANK,Suhaimi bin Aziz,affluent,1,71100.0,54942.36,16157.64,0.7727,ACC_0000042,SGD,2025-12-31 23:59:59
2025-02,CUST_000033,SG,SG_BANK,Fang Goh,mass,1,27200.0,101.09,27098.91,0.0037,ACC_0000043,SGD,2025-12-31 23:59:59
2025-02,CUST_000034,SG,SG_BANK,Hong Goh,mass,1,10500.0,5396.71,5103.29,0.514,ACC_0000044,SGD,2025-12-31 23:59:59
2025-02,CUST_000035,SG,SG_BANK,Cheng Ong,mass,1,39800.0,6441.27,33358.73,0.1618,ACC_0000045,SGD,2025-12-31 23:59:59
2025-02,CUST_000036,SG,SG_BANK,Iskandar bin Othman,mass,2,26700.0,1965.27,24734.73,0.0736,ACC_0000047,SGD,2025-12-31 23:59:59
2025-02,CUST_000037,SG,SG_BANK,Izzati binte Salleh,mass,1,16000.0,8896.72,7103.28,0.556,ACC_0000048,SGD,2025-12-31 23:59:59
2025-02,CUST_000038,SG,SG_BANK,Fadzli bin Ahmad,affluent,1,20300.0,8399.21,11900.79,0.4138,ACC_0000049,SGD,2025-12-31 23:59:59
2025-02,CUST_000039,SG,SG_BANK,Jian Teo,mass,1,10700.0,845.46,9854.54,0.079,ACC_0000050,SGD,2025-12-31 23:59:59
2025-02,CUST_000040,SG,SG_BANK,Cheng Tay,mass,1,14200.0,8999.86,5200.14,0.6338,ACC_0000051,SGD,2025-12-31 23:59:59
2025-02,CUST_000041,SG,SG_BANK,Iskandar bin Ghani,premium,1,145700.0,27440.54,118259.46,0.1883,ACC_0000052,SGD,2025-12-31 23:59:59
2025-02,CUST_000042,SG,SG_BANK,Ying Ong,mass,1,14400.0,737.82,13662.18,0.0512,ACC_0000053,SGD,2025-12-31 23:59:59
2025-02,CUST_000043,SG,SG_BANK,Na Teo,mass,1,22500.0,6519.36,15980.64,0.2897,ACC_0000054,SGD,2025-12-31 23:59:59
2025-02,CUST_000044,SG,SG_BANK,Feng Tay,premium,1,71300.0,5679.78,65620.22,0.0797,ACC_0000055,SGD,2025-12-31 23:59:59
2025-02,CUST_000045,SG,SG_BANK,Jun Lee,mass,1,6000.0,5635.2,364.8,0.9392,ACC_0000056,SGD,2025-12-31 23:59:59
2025-02,CUST_000046,SG,SG_BANK,Fatin binte Othman,mass,1,16900.0,985.82,15914.18,0.0583,ACC_0000057,SGD,2025-12-31 23:59:59
2025-02,CUST_000047,SG,SG_BANK,Feng Lau,premium,1,161000.0,4455.48,156544.52,0.0277,ACC_0000058,SGD,2025-12-31 23:59:59
2025-02,CUST_000048,SG,SG_BANK,Zuraidah binte Ibrahim,premium,1,205200.0,2629.9,202570.1,0.0128,ACC_0000059,SGD,2025-12-31 23:59:59
2025-02,CUST_000049,SG,SG_BANK,Yong Goh,affluent,1,69600.0,2451.64,67148.36,0.0352,ACC_0000060,SGD,2025-12-31 23:59:59
2025-02,CUST_000050,SG,SG_BANK,Rizal bin Bakar,affluent,1,20400.0,11560.01,8839.99,0.5667,ACC_0000061,SGD,2025-12-31 23:59:59
2025-02,CUST_000051,SG,SG_BANK,Farah binte Rahman,premium,1,95600.0,9850.32,85749.68,0.103,ACC_0000062,SGD,2025-12-31 23:59:59
2025-02,CUST_000052,SG,SG_BANK,Hao Lau,mass,1,18700.0,1223.12,17476.88,0.0654,ACC_0000063,SGD,2025-12-31 23:59:59
2025-02,CUST_000053,SG,SG_BANK,Lin Ng,affluent,2,85900.0,4496.04,81403.96,0.0523,ACC_0000064,SGD,2025-12-31 23:59:59
2025-02,CUST_000054,SG,SG_BANK,Kasim bin Ghani,affluent,1,69800.0,1921.39,67878.61,0.0275,ACC_0000066,SGD,2025-12-31 23:59:59
2025-02,CUST_000055,SG,SG_BANK,Zuraidah binte Salleh,mass,2,43200.0,1923.98,41276.02,0.0445,ACC_0000067,SGD,2025-12-31 23:59:59
2025-02,CUST_000056,SG,SG_BANK,Omar bin Ahmad,mass,2,54300.0,19118.97,35181.03,0.3521,ACC_0000070,SGD,2025-12-31 23:59:59
