statement_id,account_id,customer_id,country_code,legal_entity,full_name,customer_segment,statement_month,statement_date,opening_balance,closing_balance,total_spend,total_credits,total_fees,minimum_due,total_due,due_date,payment_status,credit_limit,available_credit,utilization_rate,transaction_count,interest_charged,created_at
STMT_00002074,ACC_0000173,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,affluent,2025-10,2025-10-31,2299.26,3500.21,1166.46,0,34.49,105.01,3500.21,2025-11-21,paid_partial,64000.0,60499.79,0.0547,8,34.49,2025-10-31 23:59:00
STMT_00002075,ACC_0000173,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,affluent,2025-11,2025-11-30,1500.67,3297.92,1774.74,0,22.51,98.94,3297.92,2025-12-21,paid_partial,64000.0,60702.08,0.0515,12,22.51,2025-11-30 23:59:00
STMT_00002076,ACC_0000173,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,affluent,2025-12,2025-12-31,1034.1,3463.85,2414.24,0,15.51,103.92,3463.85,2026-01-21,overdue,64000.0,60536.15,0.0541,12,15.51,2025-12-31 23:59:00
STMT_00002077,ACC_0000174,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-01,2025-01-31,3538.03,5064.04,1455.25,0,70.76,151.92,5064.04,2025-02-21,paid_partial,16300.0,11235.96,0.3107,6,70.76,2025-01-31 23:59:00
STMT_00002078,ACC_0000174,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-02,2025-02-28,847.54,2096.15,1231.66,0,16.95,62.88,2096.15,2025-03-21,paid_minimum,16300.0,14203.85,0.1286,7,16.95,2025-02-28 23:59:00
STMT_00002079,ACC_0000174,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-03,2025-03-31,2033.27,3000.65,926.71,0,40.67,90.02,3000.65,2025-04-21,paid_partial,16300.0,13299.35,0.1841,7,40.67,2025-03-31 23:59:00
STMT_00002080,ACC_0000174,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-04,2025-04-30,839.44,2195.66,1339.43,0,16.79,65.87,2195.66,2025-05-21,paid_partial,16300.0,14104.34,0.1347,5,16.79,2025-04-30 23:59:00
STMT_00002081,ACC_0000174,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-05,2025-05-31,716.14,1767.8,1037.34,0,14.32,53.03,1767.8,2025-06-21,paid_partial,16300.0,14532.2,0.1085,5,14.32,2025-05-31 23:59:00
STMT_00002082,ACC_0000174,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-06,2025-06-30,698.67,1661.25,948.61,0,13.97,50.0,1661.25,2025-07-21,overdue,16300.0,14638.75,0.1019,6,13.97,2025-06-30 23:59:00
STMT_00002083,ACC_0000174,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-07,2025-07-31,1636.25,2746.36,1077.38,0,32.73,82.39,2746.36,2025-08-21,overdue,16300.0,13553.64,0.1685,3,32.73,2025-07-31 23:59:00
STMT_00002084,ACC_0000174,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-08,2025-08-31,2771.36,2900.56,73.77,0,55.43,87.02,2900.56,2025-09-21,paid_partial,16300.0,13399.44,0.1779,1,55.43,2025-08-31 23:59:00
STMT_00002085,ACC_0000174,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-09,2025-09-30,1317.17,3113.05,1769.54,0,26.34,93.39,3113.05,2025-10-21,overdue,16300.0,13186.95,0.191,6,26.34,2025-09-30 23:59:00
STMT_00002086,ACC_0000174,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-10,2025-10-31,3044.66,4235.39,1129.84,0,60.89,127.06,4235.39,2025-11-21,paid_partial,16300.0,12064.61,0.2598,6,60.89,2025-10-31 23:59:00
STMT_00002087,ACC_0000174,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-11,2025-11-30,1069.6,1137.46,46.47,0,21.39,50.0,1137.46,2025-12-21,paid_full,16300.0,15162.54,0.0698,1,21.39,2025-11-30 23:59:00
STMT_00002088,ACC_0000174,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-12,2025-12-31,0.0,114.0,114.0,0,0.0,50.0,114.0,2026-01-21,paid_partial,16300.0,16186.0,0.007,2,0.0,2025-12-31 23:59:00
STMT_00002089,ACC_0000175,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-01,2025-01-31,10981.4,11855.73,673.0,0,201.33,355.67,11855.73,2025-02-21,paid_full,17300.0,5444.27,0.6853,4,201.33,2025-01-31 23:59:00
STMT_00002090,ACC_0000175,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-02,2025-02-28,0.0,626.7,626.7,0,0.0,50.0,626.7,2025-03-21,paid_partial,17300.0,16673.3,0.0362,4,0.0,2025-02-28 23:59:00
STMT_00002091,ACC_0000175,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-03,2025-03-31,304.64,1497.16,1186.93,0,5.59,50.0,1497.16,2025-04-21,paid_full,17300.0,15802.84,0.0865,3,5.59,2025-03-31 23:59:00
STMT_00002092,ACC_0000175,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-04,2025-04-30,0.0,779.84,779.84,0,0.0,50.0,779.84,2025-05-21,paid_full,17300.0,16520.16,0.0451,7,0.0,2025-04-30 23:59:00
STMT_00002093,ACC_0000175,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-05,2025-05-31,0.0,1207.41,1207.41,0,0.0,50.0,1207.41,2025-06-21,paid_partial,17300.0,16092.59,0.0698,9,0.0,2025-05-31 23:59:00
STMT_00002094,ACC_0000175,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-06,2025-06-30,311.38,983.14,666.05,0,5.71,50.0,983.14,2025-07-21,paid_minimum,17300.0,16316.86,0.0568,3,5.71,2025-06-30 23:59:00
STMT_00002095,ACC_0000175,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-07,2025-07-31,933.14,1828.29,878.04,0,17.11,54.85,1828.29,2025-08-21,paid_partial,17300.0,15471.71,0.1057,3,17.11,2025-07-31 23:59:00
STMT_00002096,ACC_0000175,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-08,2025-08-31,544.55,1767.62,1213.09,0,9.98,53.03,1767.62,2025-09-21,paid_partial,17300.0,15532.38,0.1022,4,9.98,2025-08-31 23:59:00
STMT_00002097,ACC_0000175,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-09,2025-09-30,731.58,924.97,179.98,0,13.41,50.0,924.97,2025-10-21,paid_full,17300.0,16375.03,0.0535,4,13.41,2025-09-30 23:59:00
STMT_00002098,ACC_0000175,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-10,2025-10-31,0.0,753.71,753.71,0,0.0,50.0,753.71,2025-11-21,paid_full,17300.0,16546.29,0.0436,6,0.0,2025-10-31 23:59:00
STMT_00002099,ACC_0000175,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-11,2025-11-30,0.0,162.3,162.3,0,0.0,50.0,162.3,2025-12-21,paid_full,17300.0,17137.7,0.0094,3,0.0,2025-11-30 23:59:00
STMT_00002100,ACC_0000175,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2025-12,2025-12-31,0.0,2462.32,2462.32,0,0.0,73.87,2462.32,2026-01-21,paid_partial,17300.0,14837.68,0.1423,9,0.0,2025-12-31 23:59:00
STMT_00002101,ACC_0000176,CUST_000146,SG,SG_BANK,Ming Ong,affluent,2025-01,2025-01-31,37539.85,42804.4,4701.45,0,563.1,1284.13,42804.4,2025-02-21,overdue,82100.0,39295.6,0.5214,16,563.1,2025-01-31 23:59:00
STMT_00002102,ACC_0000176,CUST_000146,SG,SG_BANK,Ming Ong,affluent,2025-02,2025-02-28,42829.4,44314.32,842.48,0,642.44,1329.43,44314.32,2025-03-21,paid_partial,82100.0,37785.68,0.5398,5,642.44,2025-02-28 23:59:00
STMT_00002103,ACC_0000176,CUST_000146,SG,SG_BANK,Ming Ong,affluent,2025-03,2025-03-31,20501.27,22513.45,1704.66,0,307.52,675.4,22513.45,2025-04-21,paid_minimum,82100.0,59586.55,0.2742,8,307.52,2025-03-31 23:59:00
STMT_00002104,ACC_0000176,CUST_000146,SG,SG_BANK,Ming Ong,affluent,2025-04,2025-04-30,21838.05,25467.01,3301.39,0,327.57,764.01,25467.01,2025-05-21,paid_minimum,82100.0,56632.99,0.3102,13,327.57,2025-04-30 23:59:00
STMT_00002105,ACC_0000176,CUST_000146,SG,SG_BANK,Ming Ong,affluent,2025-05,2025-05-31,24703.0,26481.12,1407.58,0,370.54,794.43,26481.12,2025-06-21,paid_partial,82100.0,55618.88,0.3225,8,370.54,2025-05-31 23:59:00
STMT_00002106,ACC_0000176,CUST_000146,SG,SG_BANK,Ming Ong,affluent,2025-06,2025-06-30,9154.63,12112.11,2820.16,0,137.32,363.36,12112.11,2025-07-21,paid_full,82100.0,69987.89,0.1475,10,137.32,2025-06-30 23:59:00
STMT_00002107,ACC_0000176,CUST_000146,SG,SG_BANK,Ming Ong,affluent,2025-07,2025-07-31,0.0,1074.19,1074.19,0,0.0,50.0,1074.19,2025-08-21,paid_full,82100.0,81025.81,0.0131,4,0.0,2025-07-31 23:59:00
STMT_00002108,ACC_0000176,CUST_000146,SG,SG_BANK,Ming Ong,affluent,2025-08,2025-08-31,0.0,1875.92,1875.92,0,0.0,56.28,1875.92,2025-09-21,paid_partial,82100.0,80224.08,0.0228,7,0.0,2025-08-31 23:59:00
STMT_00002109,ACC_0000176,CUST_000146,SG,SG_BANK,Ming Ong,affluent,2025-09,2025-09-30,1104.42,3761.85,2640.86,0,16.57,112.86,3761.85,2025-10-21,paid_full,82100.0,78338.15,0.0458,12,16.57,2025-09-30 23:59:00
STMT_00002110,ACC_0000176,CUST_000146,SG,SG_BANK,Ming Ong,affluent,2025-10,2025-10-31,0.0,1645.36,1645.36,0,0.0,50.0,1645.36,2025-11-21,paid_full,82100.0,80454.64,0.02,9,0.0,2025-10-31 23:59:00
STMT_00002111,ACC_0000176,CUST_000146,SG,SG_BANK,Ming Ong,affluent,2025-11,2025-11-30,0.0,3287.33,3287.33,0,0.0,98.62,3287.33,2025-12-21,paid_full,82100.0,78812.67,0.04,15,0.0,2025-11-30 23:59:00
STMT_00002112,ACC_0000176,CUST_000146,SG,SG_BANK,Ming Ong,affluent,2025-12,2025-12-31,0.0,3609.74,3609.74,0,0.0,108.29,3609.74,2026-01-21,paid_minimum,82100.0,78490.26,0.044,18,0.0,2025-12-31 23:59:00
STMT_00002113,ACC_0000177,CUST_000147,SG,SG_BANK,Bin Wong,mass,2025-01,2025-01-31,5048.15,6157.92,1017.22,0,92.55,184.74,6157.92,2025-02-21,paid_full,13600.0,7442.08,0.4528,3,92.55,2025-01-31 23:59:00
STMT_00002114,ACC_0000177,CUST_000147,SG,SG_BANK,Bin Wong,mass,2025-02,2025-02-28,0.0,633.09,633.09,0,0.0,50.0,633.09,2025-03-21,paid_partial,13600.0,12966.91,0.0466,4,0.0,2025-02-28 23:59:00
STMT_00002115,ACC_0000177,CUST_000147,SG,SG_BANK,Bin Wong,mass,2025-03,2025-03-31,232.14,1172.1,935.7,0,4.26,50.0,1172.1,2025-04-21,paid_partial,13600.0,12427.9,0.0862,8,4.26,2025-03-31 23:59:00
STMT_00002116,ACC_0000177,CUST_000147,SG,SG_BANK,Bin Wong,mass,2025-04,2025-04-30,269.96,885.86,610.95,0,4.95,50.0,885.86,2025-05-21,paid_full,13600.0,12714.14,0.0651,4,4.95,2025-04-30 23:59:00
STMT_00002117,ACC_0000177,CUST_000147,SG,SG_BANK,Bin Wong,mass,2025-05,2025-05-31,0.0,1517.92,1517.92,0,0.0,50.0,1517.92,2025-06-21,paid_full,13600.0,12082.08,0.1116,6,0.0,2025-05-31 23:59:00
STMT_00002118,ACC_0000177,CUST_000147,SG,SG_BANK,Bin Wong,mass,2025-06,2025-06-30,0.0,1520.34,1520.34,0,0.0,50.0,1520.34,2025-07-21,paid_minimum,13600.0,12079.66,0.1118,4,0.0,2025-06-30 23:59:00
STMT_00002119,ACC_0000177,CUST_000147,SG,SG_BANK,Bin Wong,mass,2025-07,2025-07-31,1470.34,2312.41,815.11,0,26.96,69.37,2312.41,2025-08-21,paid_full,13600.0,11287.59,0.17,2,26.96,2025-07-31 23:59:00
STMT_00002120,ACC_0000177,CUST_000147,SG,SG_BANK,Bin Wong,mass,2025-08,2025-08-31,0.0,428.19,428.19,0,0.0,50.0,428.19,2025-09-21,paid_full,13600.0,13171.81,0.0315,2,0.0,2025-08-31 23:59:00
STMT_00002121,ACC_0000177,CUST_000147,SG,SG_BANK,Bin Wong,mass,2025-09,2025-09-30,0.0,1636.61,1636.61,0,0.0,50.0,1636.61,2025-10-21,paid_full,13600.0,11963.39,0.1203,7,0.0,2025-09-30 23:59:00
STMT_00002122,ACC_0000177,CUST_000147,SG,SG_BANK,Bin Wong,mass,2025-10,2025-10-31,0.0,707.07,707.07,0,0.0,50.0,707.07,2025-11-21,paid_full,13600.0,12892.93,0.052,4,0.0,2025-10-31 23:59:00
STMT_00002123,ACC_0000177,CUST_000147,SG,SG_BANK,Bin Wong,mass,2025-11,2025-11-30,0.0,1441.22,1441.22,0,0.0,50.0,1441.22,2025-12-21,paid_full,13600.0,12158.78,0.106,6,0.0,2025-11-30 23:59:00
STMT_00002124,ACC_0000177,CUST_000147,SG,SG_BANK,Bin Wong,mass,2025-12,2025-12-31,0.0,318.67,318.67,0,0.0,50.0,318.67,2026-01-21,paid_full,13600.0,13281.33,0.0234,2,0.0,2025-12-31 23:59:00
STMT_00002125,ACC_0000178,CUST_000148,SG,SG_BANK,Siti binte Othman,mass,2025-01,2025-01-31,3601.22,4226.85,553.61,0,72.02,126.81,4226.85,2025-02-21,paid_full,8400.0,4173.15,0.5032,3,72.02,2025-01-31 23:59:00
STMT_00002126,ACC_0000178,CUST_000148,SG,SG_BANK,Siti binte Othman,mass,2025-02,2025-02-28,0.0,591.02,591.02,0,0.0,50.0,591.02,2025-03-21,overdue,8400.0,7808.98,0.0704,3,0.0,2025-02-28 23:59:00
STMT_00002127,ACC_0000178,CUST_000148,SG,SG_BANK,Siti binte Othman,mass,2025-03,2025-03-31,566.02,1243.82,666.48,0,11.32,50.0,1243.82,2025-04-21,paid_full,8400.0,7156.18,0.1481,7,11.32,2025-03-31 23:59:00
STMT_00002128,ACC_0000178,CUST_000148,SG,SG_BANK,Siti binte Othman,mass,2025-04,2025-04-30,0.0,1068.51,1068.51,0,0.0,50.0,1068.51,2025-05-21,overdue,8400.0,7331.49,0.1272,5,0.0,2025-04-30 23:59:00
STMT_00002129,ACC_0000178,CUST_000148,SG,SG_BANK,Siti binte Othman,mass,2025-05,2025-05-31,1093.51,1434.8,319.42,0,21.87,50.0,1434.8,2025-06-21,overdue,8400.0,6965.2,0.1708,2,21.87,2025-05-31 23:59:00
STMT_00002130,ACC_0000178,CUST_000148,SG,SG_BANK,Siti binte Othman,mass,2025-06,2025-06-30,1409.8,1644.93,206.93,0,28.2,50.0,1644.93,2025-07-21,paid_partial,8400.0,6755.07,0.1958,2,28.2,2025-06-30 23:59:00
STMT_00002131,ACC_0000178,CUST_000148,SG,SG_BANK,Siti binte Othman,mass,2025-07,2025-07-31,401.15,1993.39,1584.22,0,8.02,59.8,1993.39,2025-08-21,paid_partial,8400.0,6406.61,0.2373,7,8.02,2025-07-31 23:59:00
STMT_00002132,ACC_0000178,CUST_000148,SG,SG_BANK,Siti binte Othman,mass,2025-08,2025-08-31,784.57,2682.79,1882.53,0,15.69,80.48,2682.79,2025-09-21,paid_full,8400.0,5717.21,0.3194,6,15.69,2025-08-31 23:59:00
STMT_00002133,ACC_0000178,CUST_000148,SG,SG_BANK,Siti binte Othman,mass,2025-09,2025-09-30,0.0,408.1,408.1,0,0.0,50.0,408.1,2025-10-21,paid_full,8400.0,7991.9,0.0486,3,0.0,2025-09-30 23:59:00
STMT_00002134,ACC_0000178,CUST_000148,SG,SG_BANK,Siti binte Othman,mass,2025-10,2025-10-31,0.0,1113.45,1113.45,0,0.0,50.0,1113.45,2025-11-21,paid_full,8400.0,7286.55,0.1326,4,0.0,2025-10-31 23:59:00
STMT_00002135,ACC_0000178,CUST_000148,SG,SG_BANK,Siti binte Othman,mass,2025-11,2025-11-30,0.0,1342.67,1342.67,0,0.0,50.0,1342.67,2025-12-21,overdue,8400.0,7057.33,0.1598,4,0.0,2025-11-30 23:59:00
STMT_00002136,ACC_0000178,CUST_000148,SG,SG_BANK,Siti binte Othman,mass,2025-12,2025-12-31,1317.67,1653.86,309.84,0,26.35,50.0,1653.86,2026-01-21,paid_partial,8400.0,6746.14,0.1969,2,26.35,2025-12-31 23:59:00
STMT_00002137,ACC_0000179,CUST_000149,SG,SG_BANK,Jing Phua,premium,2025-01,2025-01-31,117210.5,124394.96,5719.33,0,1465.13,3731.85,124394.96,2025-02-21,paid_full,175000.0,50605.04,0.7108,25,1465.13,2025-01-31 23:59:00
STMT_00002138,ACC_0000179,CUST_000149,SG,SG_BANK,Jing Phua,premium,2025-02,2025-02-28,0.0,5316.37,5316.37,0,0.0,159.49,5316.37,2025-03-21,paid_full,175000.0,169683.63,0.0304,21,0.0,2025-02-28 23:59:00
STMT_00002139,ACC_0000179,CUST_000149,SG,SG_BANK,Jing Phua,premium,2025-03,2025-03-31,0.0,5899.48,5899.48,0,0.0,176.98,5899.48,2025-04-21,paid_full,175000.0,169100.52,0.0337,23,0.0,2025-03-31 23:59:00
STMT_00002140,ACC_0000179,CUST_000149,SG,SG_BANK,Jing Phua,premium,2025-04,2025-04-30,0.0,5707.77,5707.77,0,0.0,171.23,5707.77,2025-05-21,paid_partial,175000.0,169292.23,0.0326,29,0.0,2025-04-30 23:59:00
STMT_00002141,ACC_0000179,CUST_000149,SG,SG_BANK,Jing Phua,premium,2025-05,2025-05-31,3655.81,10233.15,6531.64,0,45.7,306.99,10233.15,2025-06-21,paid_partial,175000.0,164766.85,0.0585,26,45.7,2025-05-31 23:59:00
STMT_00002142,ACC_0000179,CUST_000149,SG,SG_BANK,Jing Phua,premium,2025-06,2025-06-30,959.19,5746.79,4775.61,0,11.99,172.4,5746.79,2025-07-21,paid_full,175000.0,169253.21,0.0328,22,11.99,2025-06-30 23:59:00
STMT_00002143,ACC_0000179,CUST_000149,SG,SG_BANK,Jing Phua,premium,2025-07,2025-07-31,0.0,3712.99,3712.99,0,0.0,111.39,3712.99,2025-08-21,paid_full,175000.0,171287.01,0.0212,20,0.0,2025-07-31 23:59:00
STMT_00002144,ACC_0000179,CUST_000149,SG,SG_BANK,Jing Phua,premium,2025-08,2025-08-31,0.0,4555.03,4555.03,0,0.0,136.65,4555.03,2025-09-21,paid_full,175000.0,170444.97,0.026,24,0.0,2025-08-31 23:59:00
STMT_00002145,ACC_0000179,CUST_000149,SG,SG_BANK,Jing Phua,premium,2025-09,2025-09-30,0.0,10239.28,10239.28,0,0.0,307.18,10239.28,2025-10-21,paid_full,175000.0,164760.72,0.0585,33,0.0,2025-09-30 23:59:00
STMT_00002146,ACC_0000179,CUST_000149,SG,SG_BANK,Jing Phua,premium,2025-10,2025-10-31,0.0,3725.55,3725.55,0,0.0,111.77,3725.55,2025-11-21,paid_full,175000.0,171274.45,0.0213,27,0.0,2025-10-31 23:59:00
STMT_00002147,ACC_0000179,CUST_000149,SG,SG_BANK,Jing Phua,premium,2025-11,2025-11-30,0.0,5945.83,5945.83,0,0.0,178.37,5945.83,2025-12-21,paid_partial,175000.0,169054.17,0.034,26,0.0,2025-11-30 23:59:00
STMT_00002148,ACC_0000179,CUST_000149,SG,SG_BANK,Jing Phua,premium,2025-12,2025-12-31,3338.5,6798.2,3417.97,0,41.73,203.95,6798.2,2026-01-21,paid_full,175000.0,168201.8,0.0388,20,41.73,2025-12-31 23:59:00
STMT_00002149,ACC_0000180,CUST_000150,SG,SG_BANK,Hanis binte Aziz,mass,2025-01,2025-01-31,11158.26,12216.26,834.83,0,223.17,366.49,12216.26,2025-02-21,overdue,29600.0,17383.74,0.4127,3,223.17,2025-01-31 23:59:00
STMT_00002150,ACC_0000180,CUST_000150,SG,SG_BANK,Hanis binte Aziz,mass,2025-02,2025-02-28,11874.77,12977.81,865.54,0,237.5,389.33,12977.81,2025-03-21,paid_full,29600.0,16622.19,0.4384,5,237.5,2025-02-28 23:59:00
STMT_00002151,ACC_0000180,CUST_000150,SG,SG_BANK,Hanis binte Aziz,mass,2025-03,2025-03-31,0.0,348.58,348.58,0,0.0,50.0,348.58,2025-04-21,overdue,29600.0,29251.42,0.0118,4,0.0,2025-03-31 23:59:00
STMT_00002152,ACC_0000180,CUST_000150,SG,SG_BANK,Hanis binte Aziz,mass,2025-04,2025-04-30,373.58,480.0,98.95,0,7.47,50.0,480.0,2025-05-21,overdue,29600.0,29120.0,0.0162,2,7.47,2025-04-30 23:59:00
STMT_00002153,ACC_0000180,CUST_000150,SG,SG_BANK,Hanis binte Aziz,mass,2025-05,2025-05-31,455.0,976.79,512.69,0,9.1,50.0,976.79,2025-06-21,paid_full,29600.0,28623.21,0.033,4,9.1,2025-05-31 23:59:00
STMT_00002154,ACC_0000180,CUST_000150,SG,SG_BANK,Hanis binte Aziz,mass,2025-06,2025-06-30,0.0,2067.16,2067.16,0,0.0,62.01,2067.16,2025-07-21,paid_full,29600.0,27532.84,0.0698,7,0.0,2025-06-30 23:59:00
STMT_00002155,ACC_0000180,CUST_000150,SG,SG_BANK,Hanis binte Aziz,mass,2025-07,2025-07-31,0.0,1560.04,1560.04,0,0.0,50.0,1560.04,2025-08-21,overdue,29600.0,28039.96,0.0527,8,0.0,2025-07-31 23:59:00
STMT_00002156,ACC_0000180,CUST_000150,SG,SG_BANK,Hanis binte Aziz,mass,2025-08,2025-08-31,1535.04,1565.74,0.0,0,30.7,50.0,1565.74,2025-09-21,paid_partial,29600.0,28034.26,0.0529,0,30.7,2025-08-31 23:59:00
STMT_00002157,ACC_0000180,CUST_000150,SG,SG_BANK,Hanis binte Aziz,mass,2025-09,2025-09-30,160.53,766.15,602.41,0,3.21,50.0,766.15,2025-10-21,paid_full,29600.0,28833.85,0.0259,5,3.21,2025-09-30 23:59:00
STMT_00002158,ACC_0000180,CUST_000150,SG,SG_BANK,Hanis binte Aziz,mass,2025-10,2025-10-31,0.0,615.07,615.07,0,0.0,50.0,615.07,2025-11-21,paid_partial,29600.0,28984.93,0.0208,4,0.0,2025-10-31 23:59:00
STMT_00002159,ACC_0000180,CUST_000150,SG,SG_BANK,Hanis binte Aziz,mass,2025-11,2025-11-30,59.74,1904.23,1843.3,0,1.19,57.13,1904.23,2025-12-21,overdue,29600.0,27695.77,0.0643,5,1.19,2025-11-30 23:59:00
STMT_00002160,ACC_0000180,CUST_000150,SG,SG_BANK,Hanis binte Aziz,mass,2025-12,2025-12-31,1929.23,2826.72,858.91,0,38.58,84.8,2826.72,2026-01-21,paid_partial,29600.0,26773.28,0.0955,4,38.58,2025-12-31 23:59:00
STMT_00002161,ACC_0000181,CUST_000151,MY,MY_BANK,Hui Ng,mass,2025-01,2025-01-31,3350.93,11458.38,8040.43,0,67.02,343.75,11458.38,2025-02-21,paid_partial,13400.0,1941.62,0.8551,6,67.02,2025-01-31 23:59:00
STMT_00002162,ACC_0000181,CUST_000151,MY,MY_BANK,Hui Ng,mass,2025-02,2025-02-28,5488.45,7493.06,1894.84,0,109.77,224.79,7493.06,2025-03-21,paid_minimum,13400.0,5906.94,0.5592,2,109.77,2025-02-28 23:59:00
STMT_00002163,ACC_0000181,CUST_000151,MY,MY_BANK,Hui Ng,mass,2025-03,2025-03-31,7268.27,9180.81,1767.17,0,145.37,275.42,9180.81,2025-04-21,paid_full,13400.0,4219.19,0.6851,3,145.37,2025-03-31 23:59:00
STMT_00002164,ACC_0000181,CUST_000151,MY,MY_BANK,Hui Ng,mass,2025-04,2025-04-30,0.0,2412.98,2412.98,0,0.0,72.39,2412.98,2025-05-21,paid_partial,13400.0,10987.02,0.1801,2,0.0,2025-04-30 23:59:00
STMT_00002165,ACC_0000181,CUST_000151,MY,MY_BANK,Hui Ng,mass,2025-05,2025-05-31,848.24,3096.12,2230.92,0,16.96,92.88,3096.12,2025-06-21,paid_full,13400.0,10303.88,0.2311,5,16.96,2025-05-31 23:59:00
STMT_00002166,ACC_0000181,CUST_000151,MY,MY_BANK,Hui Ng,mass,2025-06,2025-06-30,0.0,4435.75,4435.75,0,0.0,133.07,4435.75,2025-07-21,paid_full,13400.0,8964.25,0.331,5,0.0,2025-06-30 23:59:00
STMT_00002167,ACC_0000181,CUST_000151,MY,MY_BANK,Hui Ng,mass,2025-07,2025-07-31,0.0,6550.67,6550.67,0,0.0,196.52,6550.67,2025-08-21,paid_minimum,13400.0,6849.33,0.4889,8,0.0,2025-07-31 23:59:00
STMT_00002168,ACC_0000181,CUST_000151,MY,MY_BANK,Hui Ng,mass,2025-08,2025-08-31,6354.15,10817.78,4336.55,0,127.08,324.53,10817.78,2025-09-21,paid_partial,13400.0,2582.22,0.8073,6,127.08,2025-08-31 23:59:00
STMT_00002169,ACC_0000181,CUST_000151,MY,MY_BANK,Hui Ng,mass,2025-09,2025-09-30,5462.26,13249.61,7678.1,0,109.25,397.49,13249.61,2025-10-21,paid_full,13400.0,150.39,0.9888,7,109.25,2025-09-30 23:59:00
STMT_00002170,ACC_0000181,CUST_000151,MY,MY_BANK,Hui Ng,mass,2025-10,2025-10-31,0.0,427.18,427.18,0,0.0,50.0,427.18,2025-11-21,paid_full,13400.0,12972.82,0.0319,2,0.0,2025-10-31 23:59:00
STMT_00002171,ACC_0000181,CUST_000151,MY,MY_BANK,Hui Ng,mass,2025-11,2025-11-30,0.0,44.42,44.42,0,0.0,50.0,44.42,2025-12-21,paid_partial,13400.0,13355.58,0.0033,1,0.0,2025-11-30 23:59:00
STMT_00002172,ACC_0000181,CUST_000151,MY,MY_BANK,Hui Ng,mass,2025-12,2025-12-31,0.0,3294.09,3294.09,0,0.0,98.82,3294.09,2026-01-21,paid_partial,13400.0,10105.91,0.2458,8,0.0,2025-12-31 23:59:00
STMT_00002173,ACC_0000182,CUST_000152,MY,MY_BANK,Izzati binte Abdullah,mass,2025-01,2025-01-31,8494.1,15504.94,6855.11,0,155.73,465.15,15504.94,2025-02-21,paid_partial,12500.0,0.0,1.2404,8,155.73,2025-01-31 23:59:00
STMT_00002174,ACC_0000182,CUST_000152,MY,MY_BANK,Izzati binte Abdullah,mass,2025-02,2025-02-28,7702.1,10293.2,2449.89,0,141.21,308.8,10293.2,2025-03-21,paid_minimum,12500.0,2206.8,0.8235,8,141.21,2025-02-28 23:59:00
STMT_00002175,ACC_0000182,CUST_000152,MY,MY_BANK,Izzati binte Abdullah,mass,2025-03,2025-03-31,9984.4,15297.16,5129.71,0,183.05,458.91,15297.16,2025-04-21,paid_minimum,12500.0,0.0,1.2238,6,183.05,2025-03-31 23:59:00
STMT_00002176,ACC_0000182,CUST_000152,MY,MY_BANK,Izzati binte Abdullah,mass,2025-04,2025-04-30,14838.25,19173.37,4063.09,0,272.03,575.2,19173.37,2025-05-21,overdue,12500.0,0.0,1.5339,5,272.03,2025-04-30 23:59:00
STMT_00002177,ACC_0000182,CUST_000152,MY,MY_BANK,Izzati binte Abdullah,mass,2025-05,2025-05-31,18623.17,19504.72,540.13,0,341.42,585.14,19504.72,2025-06-21,paid_partial,12500.0,0.0,1.5604,2,341.42,2025-05-31 23:59:00
STMT_00002178,ACC_0000182,CUST_000152,MY,MY_BANK,Izzati binte Abdullah,mass,2025-06,2025-06-30,1011.46,5440.56,4410.56,0,18.54,163.22,5440.56,2025-07-21,paid_partial,12500.0,7059.44,0.4352,5,18.54,2025-06-30 23:59:00
