as_of_date,account_id,customer_id,country_code,legal_entity,full_name,customer_segment,statement_month,due_date,days_to_due,minimum_due,total_due,amount_paid,amount_outstanding,payment_status,overdue_days,overdue_bucket,consecutive_late,late_fee,interest_at_risk,is_giro_enrolled,preferred_method,currency_code,created_at
2025-11-30,ACC_0000156,CUST_000131,SG,SG_BANK,Rashid bin Aziz,affluent,2025-11,2025-12-21,21,74.82,2494.06,2494.06,0.0,paid_full,0,current,0,0.0,0.0,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-12-31,ACC_0000156,CUST_000131,SG,SG_BANK,Rashid bin Aziz,affluent,2025-12,2026-01-21,21,80.86,2695.17,2695.17,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-01-31,ACC_0000157,CUST_000132,SG,SG_BANK,Yong Ho,premium,2025-01,2025-02-21,21,3998.17,133272.26,3998.17,129274.09,overdue,1,1-30 days,0,25.0,1939.11,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-02-28,ACC_0000157,CUST_000132,SG,SG_BANK,Yong Ho,premium,2025-02,2025-03-21,21,4099.26,136641.93,4099.26,132542.67,overdue,41,31-60 days,0,25.0,1988.14,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-03-31,ACC_0000157,CUST_000132,SG,SG_BANK,Yong Ho,premium,2025-03,2025-04-21,21,4149.34,138311.41,4149.34,134162.07,paid_minimum,0,current,0,0.0,2012.43,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-04-30,ACC_0000157,CUST_000132,SG,SG_BANK,Yong Ho,premium,2025-04,2025-05-21,21,4232.27,141075.58,99257.85,41817.73,paid_partial,0,current,0,0.0,627.27,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-05-31,ACC_0000157,CUST_000132,SG,SG_BANK,Yong Ho,premium,2025-05,2025-06-21,21,1388.27,46275.67,42533.43,3742.24,paid_partial,0,current,0,0.0,56.13,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-06-30,ACC_0000157,CUST_000132,SG,SG_BANK,Yong Ho,premium,2025-06,2025-07-21,21,250.03,8334.34,8334.34,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-07-31,ACC_0000157,CUST_000132,SG,SG_BANK,Yong Ho,premium,2025-07,2025-08-21,21,128.64,4288.06,1367.92,2920.14,paid_partial,0,current,0,0.0,43.8,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-08-31,ACC_0000157,CUST_000132,SG,SG_BANK,Yong Ho,premium,2025-08,2025-09-21,21,217.47,7248.96,7248.96,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-09-30,ACC_0000157,CUST_000132,SG,SG_BANK,Yong Ho,premium,2025-09,2025-10-21,21,158.17,5272.39,5272.39,0.0,paid_full,0,current,0,0.0,0.0,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-10-31,ACC_0000157,CUST_000132,SG,SG_BANK,Yong Ho,premium,2025-10,2025-11-21,21,169.01,5633.55,5633.55,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-11-30,ACC_0000157,CUST_000132,SG,SG_BANK,Yong Ho,premium,2025-11,2025-12-21,21,199.74,6658.1,3704.59,2953.51,paid_partial,0,current,0,0.0,44.3,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-12-31,ACC_0000157,CUST_000132,SG,SG_BANK,Yong Ho,premium,2025-12,2026-01-21,21,185.48,6182.53,5653.73,528.8,paid_partial,0,current,0,0.0,7.93,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-01-31,ACC_0000158,CUST_000133,SG,SG_BANK,Nadia binte Yahya,premium,2025-01,2025-02-21,21,1104.17,36805.76,21570.94,15234.82,paid_partial,0,current,0,0.0,228.52,1,cheque,SGD,2025-12-31 23:59:59
2025-02-28,ACC_0000158,CUST_000133,SG,SG_BANK,Nadia binte Yahya,premium,2025-02,2025-03-21,21,560.22,18674.05,11457.22,7216.83,paid_partial,0,current,0,0.0,108.25,0,cheque,SGD,2025-12-31 23:59:59
2025-03-31,ACC_0000158,CUST_000133,SG,SG_BANK,Nadia binte Yahya,premium,2025-03,2025-04-21,21,319.54,10651.41,7565.07,3086.34,paid_partial,0,current,0,0.0,46.3,0,cheque,SGD,2025-12-31 23:59:59
2025-04-30,ACC_0000158,CUST_000133,SG,SG_BANK,Nadia binte Yahya,premium,2025-04,2025-05-21,21,289.95,9665.14,289.95,9375.19,overdue,29,1-30 days,0,25.0,140.63,1,cheque,SGD,2025-12-31 23:59:59
2025-05-31,ACC_0000158,CUST_000133,SG,SG_BANK,Nadia binte Yahya,premium,2025-05,2025-06-21,21,382.94,12764.6,12764.6,0.0,paid_full,0,current,0,0.0,0.0,1,cheque,SGD,2025-12-31 23:59:59
2025-06-30,ACC_0000158,CUST_000133,SG,SG_BANK,Nadia binte Yahya,premium,2025-06,2025-07-21,21,73.67,2455.63,73.67,2381.96,paid_minimum,0,current,0,0.0,35.73,0,cheque,SGD,2025-12-31 23:59:59
2025-07-31,ACC_0000158,CUST_000133,SG,SG_BANK,Nadia binte Yahya,premium,2025-07,2025-08-21,21,182.45,6081.67,6081.67,0.0,paid_full,0,current,0,0.0,0.0,1,cheque,SGD,2025-12-31 23:59:59
2025-08-31,ACC_0000158,CUST_000133,SG,SG_BANK,Nadia binte Yahya,premium,2025-08,2025-09-21,21,92.05,3068.36,2717.32,351.04,paid_partial,0,current,0,0.0,5.27,0,cheque,SGD,2025-12-31 23:59:59
2025-09-30,ACC_0000158,CUST_000133,SG,SG_BANK,Nadia binte Yahya,premium,2025-09,2025-10-21,21,100.2,3339.84,3141.77,198.07,paid_partial,0,current,0,0.0,2.97,1,cheque,SGD,2025-12-31 23:59:59
2025-10-31,ACC_0000158,CUST_000133,SG,SG_BANK,Nadia binte Yahya,premium,2025-10,2025-11-21,21,149.14,4971.23,4971.23,0.0,paid_full,0,current,0,0.0,0.0,1,cheque,SGD,2025-12-31 23:59:59
2025-11-30,ACC_0000158,CUST_000133,SG,SG_BANK,Nadia binte Yahya,premium,2025-11,2025-12-21,21,96.71,3223.53,1426.71,1796.82,paid_partial,0,current,0,0.0,26.95,1,cheque,SGD,2025-12-31 23:59:59
2025-12-31,ACC_0000158,CUST_000133,SG,SG_BANK,Nadia binte Yahya,premium,2025-12,2026-01-21,21,170.8,5693.21,4676.79,1016.42,paid_partial,0,current,0,0.0,15.25,0,cheque,SGD,2025-12-31 23:59:59
2025-01-31,ACC_0000159,CUST_000134,SG,SG_BANK,Aisha binte Ismail,mass,2025-01,2025-02-21,21,233.23,7774.34,7774.34,0.0,paid_full,0,current,0,0.0,0.0,1,giro,SGD,2025-12-31 23:59:59
2025-02-28,ACC_0000159,CUST_000134,SG,SG_BANK,Aisha binte Ismail,mass,2025-02,2025-03-21,21,50.0,519.72,519.72,0.0,paid_full,0,current,0,0.0,0.0,0,giro,SGD,2025-12-31 23:59:59
2025-03-31,ACC_0000159,CUST_000134,SG,SG_BANK,Aisha binte Ismail,mass,2025-03,2025-04-21,21,50.0,1202.52,965.02,237.5,paid_partial,0,current,0,0.0,3.56,0,giro,SGD,2025-12-31 23:59:59
2025-04-30,ACC_0000159,CUST_000134,SG,SG_BANK,Aisha binte Ismail,mass,2025-04,2025-05-21,21,50.0,450.72,227.96,222.76,paid_partial,0,current,0,0.0,3.34,0,giro,SGD,2025-12-31 23:59:59
2025-05-31,ACC_0000159,CUST_000134,SG,SG_BANK,Aisha binte Ismail,mass,2025-05,2025-06-21,21,50.0,626.33,317.34,308.99,paid_partial,0,current,0,0.0,4.63,0,giro,SGD,2025-12-31 23:59:59
2025-06-30,ACC_0000159,CUST_000134,SG,SG_BANK,Aisha binte Ismail,mass,2025-06,2025-07-21,21,50.0,905.42,905.42,0.0,paid_full,0,current,0,0.0,0.0,1,giro,SGD,2025-12-31 23:59:59
2025-07-31,ACC_0000159,CUST_000134,SG,SG_BANK,Aisha binte Ismail,mass,2025-07,2025-08-21,21,50.0,883.68,883.68,0.0,paid_full,0,current,0,0.0,0.0,0,giro,SGD,2025-12-31 23:59:59
2025-08-31,ACC_0000159,CUST_000134,SG,SG_BANK,Aisha binte Ismail,mass,2025-08,2025-09-21,21,50.0,545.39,545.39,0.0,paid_full,0,current,0,0.0,0.0,1,giro,SGD,2025-12-31 23:59:59
2025-09-30,ACC_0000159,CUST_000134,SG,SG_BANK,Aisha binte Ismail,mass,2025-09,2025-10-21,21,50.0,439.19,439.19,0.0,paid_full,0,current,0,0.0,0.0,0,giro,SGD,2025-12-31 23:59:59
2025-10-31,ACC_0000159,CUST_000134,SG,SG_BANK,Aisha binte Ismail,mass,2025-10,2025-11-21,21,50.0,1533.11,1150.07,383.04,paid_partial,0,current,0,0.0,5.75,0,giro,SGD,2025-12-31 23:59:59
2025-11-30,ACC_0000159,CUST_000134,SG,SG_BANK,Aisha binte Ismail,mass,2025-11,2025-12-21,21,50.0,1325.0,1325.0,0.0,paid_full,0,current,0,0.0,0.0,0,giro,SGD,2025-12-31 23:59:59
2025-12-31,ACC_0000159,CUST_000134,SG,SG_BANK,Aisha binte Ismail,mass,2025-12,2026-01-21,21,55.09,1836.39,1342.12,494.27,paid_partial,0,current,0,0.0,7.41,1,giro,SGD,2025-12-31 23:59:59
2025-01-31,ACC_0000160,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-01,2025-02-21,21,275.45,9181.56,9181.56,0.0,paid_full,0,current,0,0.0,0.0,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-02-28,ACC_0000160,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-02,2025-03-21,21,58.75,1958.35,1958.35,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-03-31,ACC_0000160,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-03,2025-04-21,21,65.15,2171.65,1780.9,390.75,paid_partial,0,current,0,0.0,5.86,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-04-30,ACC_0000160,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-04,2025-05-21,21,75.15,2505.11,2505.11,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-05-31,ACC_0000160,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-05,2025-06-21,21,62.21,2073.52,2073.52,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-06-30,ACC_0000160,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-06,2025-07-21,21,95.61,3187.06,2399.81,787.25,paid_partial,0,current,0,0.0,11.81,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-07-31,ACC_0000160,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-07,2025-08-21,21,116.39,3879.66,3879.66,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-08-31,ACC_0000160,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-08,2025-09-21,21,64.12,2137.36,2137.36,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-09-30,ACC_0000160,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-09,2025-10-21,21,50.0,1154.95,491.26,663.69,paid_partial,0,current,0,0.0,9.96,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-10-31,ACC_0000160,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-10,2025-11-21,21,76.44,2548.1,2548.1,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-11-30,ACC_0000160,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-11,2025-12-21,21,50.0,1448.94,1448.94,0.0,paid_full,0,current,0,0.0,0.0,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-12-31,ACC_0000160,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-12,2026-01-21,21,74.81,2493.73,2493.73,0.0,paid_full,0,current,0,0.0,0.0,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-01-31,ACC_0000161,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-01,2025-02-21,21,1020.46,34015.28,34015.28,0.0,paid_full,0,current,0,0.0,0.0,0,giro,SGD,2025-12-31 23:59:59
2025-02-28,ACC_0000161,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-02,2025-03-21,21,67.26,2241.86,2241.86,0.0,paid_full,0,current,0,0.0,0.0,0,giro,SGD,2025-12-31 23:59:59
2025-03-31,ACC_0000161,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-03,2025-04-21,21,51.24,1708.13,789.65,918.48,paid_partial,0,current,0,0.0,13.78,1,giro,SGD,2025-12-31 23:59:59
2025-04-30,ACC_0000161,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-04,2025-05-21,21,50.0,1414.91,1414.91,0.0,paid_full,0,current,0,0.0,0.0,0,giro,SGD,2025-12-31 23:59:59
2025-05-31,ACC_0000161,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-05,2025-06-21,21,50.0,1645.57,1645.57,0.0,paid_full,0,current,0,0.0,0.0,0,giro,SGD,2025-12-31 23:59:59
2025-06-30,ACC_0000161,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-06,2025-07-21,21,101.76,3392.1,3392.1,0.0,paid_full,0,current,0,0.0,0.0,1,giro,SGD,2025-12-31 23:59:59
2025-07-31,ACC_0000161,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-07,2025-08-21,21,65.71,2190.41,1549.49,640.92,paid_partial,0,current,0,0.0,9.61,0,giro,SGD,2025-12-31 23:59:59
2025-08-31,ACC_0000161,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-08,2025-09-21,21,81.53,2717.73,2717.73,0.0,paid_full,0,current,0,0.0,0.0,1,giro,SGD,2025-12-31 23:59:59
2025-09-30,ACC_0000161,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-09,2025-10-21,21,81.15,2704.95,2704.95,0.0,paid_full,0,current,0,0.0,0.0,1,giro,SGD,2025-12-31 23:59:59
2025-10-31,ACC_0000161,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-10,2025-11-21,21,50.0,1400.08,0.0,1400.08,overdue,5,1-30 days,0,25.0,21.0,1,giro,SGD,2025-12-31 23:59:59
2025-11-30,ACC_0000161,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-11,2025-12-21,21,108.45,3614.9,108.45,3506.45,overdue,1,1-30 days,0,25.0,52.6,1,giro,SGD,2025-12-31 23:59:59
2025-12-31,ACC_0000161,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2025-12,2026-01-21,21,143.64,4788.12,4788.12,0.0,paid_full,0,current,0,0.0,0.0,0,giro,SGD,2025-12-31 23:59:59
2025-01-31,ACC_0000162,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-01,2025-02-21,21,1020.82,34027.34,18399.83,15627.51,paid_partial,0,current,0,0.0,234.41,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-02-28,ACC_0000162,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-02,2025-03-21,21,528.95,17631.6,17631.6,0.0,paid_full,0,current,0,0.0,0.0,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-03-31,ACC_0000162,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-03,2025-04-21,21,71.76,2392.02,2022.45,369.57,paid_partial,0,current,0,0.0,5.54,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-04-30,ACC_0000162,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-04,2025-05-21,21,102.09,3402.93,3402.93,0.0,paid_full,0,current,0,0.0,0.0,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-05-31,ACC_0000162,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-05,2025-06-21,21,50.0,1654.99,1654.99,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-06-30,ACC_0000162,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-06,2025-07-21,21,74.19,2473.03,74.19,2398.84,overdue,1,1-30 days,0,25.0,35.98,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-07-31,ACC_0000162,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-07,2025-08-21,21,155.93,5197.6,155.93,5041.67,overdue,1,1-30 days,0,25.0,75.63,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-08-31,ACC_0000162,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-08,2025-09-21,21,262.39,8746.36,262.39,8483.97,paid_minimum,0,current,0,0.0,127.26,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-09-30,ACC_0000162,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-09,2025-10-21,21,322.08,10735.9,10735.9,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-10-31,ACC_0000162,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-10,2025-11-21,21,116.85,3894.87,2246.98,1647.89,paid_partial,0,current,0,0.0,24.72,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-11-30,ACC_0000162,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-11,2025-12-21,21,144.75,4824.94,4824.94,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-12-31,ACC_0000162,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-12,2026-01-21,21,83.41,2780.42,2531.0,249.42,paid_partial,0,current,0,0.0,3.74,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-01-31,ACC_0000163,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-01,2025-02-21,21,1020.75,34025.1,1020.75,33004.35,paid_minimum,0,current,0,0.0,495.07,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-02-28,ACC_0000163,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-02,2025-03-21,21,1100.52,36683.85,36683.85,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-03-31,ACC_0000163,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-03,2025-04-21,21,110.78,3692.71,110.78,3581.93,overdue,13,1-30 days,0,25.0,53.73,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-04-30,ACC_0000163,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-04,2025-05-21,21,219.78,7326.04,7326.04,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-05-31,ACC_0000163,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-05,2025-06-21,21,50.0,907.13,432.99,474.14,paid_partial,0,current,0,0.0,7.11,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-06-30,ACC_0000163,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-06,2025-07-21,21,117.23,3907.79,3233.69,674.1,paid_partial,0,current,0,0.0,10.11,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-07-31,ACC_0000163,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-07,2025-08-21,21,143.42,4780.7,2380.99,2399.71,paid_partial,0,current,0,0.0,36.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-08-31,ACC_0000163,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-08,2025-09-21,21,161.47,5382.18,4417.07,965.11,paid_partial,0,current,0,0.0,14.48,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-09-30,ACC_0000163,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-09,2025-10-21,21,170.53,5684.17,5684.17,0.0,paid_full,0,current,0,0.0,0.0,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-10-31,ACC_0000163,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-10,2025-11-21,21,63.41,2113.83,2113.83,0.0,paid_full,0,current,0,0.0,0.0,1,bank_transfer,SGD,2025-12-31 23:59:59
2025-11-30,ACC_0000163,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-11,2025-12-21,21,142.47,4748.98,2272.97,2476.01,paid_partial,0,current,0,0.0,37.14,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-12-31,ACC_0000163,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2025-12,2026-01-21,21,185.99,6199.76,6199.76,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-01-31,ACC_0000164,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-01,2025-02-21,21,391.77,13059.15,13059.15,0.0,paid_full,0,current,0,0.0,0.0,1,cheque,SGD,2025-12-31 23:59:59
2025-02-28,ACC_0000164,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-02,2025-03-21,21,105.36,3511.96,0.0,3511.96,overdue,34,31-60 days,0,25.0,52.68,0,cheque,SGD,2025-12-31 23:59:59
2025-03-31,ACC_0000164,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-03,2025-04-21,21,198.25,6608.39,6608.39,0.0,paid_full,0,current,0,0.0,0.0,0,cheque,SGD,2025-12-31 23:59:59
2025-04-30,ACC_0000164,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-04,2025-05-21,21,53.98,1799.48,1799.48,0.0,paid_full,0,current,0,0.0,0.0,0,cheque,SGD,2025-12-31 23:59:59
2025-05-31,ACC_0000164,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-05,2025-06-21,21,109.65,3655.06,3276.22,378.84,paid_partial,0,current,0,0.0,5.68,0,cheque,SGD,2025-12-31 23:59:59
2025-06-30,ACC_0000164,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-06,2025-07-21,21,50.0,1634.66,1634.66,0.0,paid_full,0,current,0,0.0,0.0,0,cheque,SGD,2025-12-31 23:59:59
2025-07-31,ACC_0000164,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-07,2025-08-21,21,50.0,1478.1,1478.1,0.0,paid_full,0,current,0,0.0,0.0,0,cheque,SGD,2025-12-31 23:59:59
2025-08-31,ACC_0000164,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-08,2025-09-21,21,73.4,2446.66,1182.46,1264.2,paid_partial,0,current,0,0.0,18.96,0,cheque,SGD,2025-12-31 23:59:59
2025-09-30,ACC_0000164,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-09,2025-10-21,21,61.15,2038.18,2038.18,0.0,paid_full,0,current,0,0.0,0.0,0,cheque,SGD,2025-12-31 23:59:59
2025-10-31,ACC_0000164,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-10,2025-11-21,21,76.22,2540.75,2540.75,0.0,paid_full,0,current,0,0.0,0.0,0,cheque,SGD,2025-12-31 23:59:59
2025-11-30,ACC_0000164,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-11,2025-12-21,21,136.87,4562.27,4562.27,0.0,paid_full,0,current,0,0.0,0.0,1,cheque,SGD,2025-12-31 23:59:59
2025-12-31,ACC_0000164,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-12,2026-01-21,21,67.03,2234.5,67.03,2167.47,overdue,23,1-30 days,0,25.0,32.51,0,cheque,SGD,2025-12-31 23:59:59
2025-01-31,ACC_0000165,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-01,2025-02-21,21,553.38,18445.84,553.38,17892.46,paid_minimum,0,current,0,0.0,268.39,0,cheque,SGD,2025-12-31 23:59:59
2025-02-28,ACC_0000165,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-02,2025-03-21,21,622.69,20756.36,20756.36,0.0,paid_full,0,current,0,0.0,0.0,1,cheque,SGD,2025-12-31 23:59:59
2025-03-31,ACC_0000165,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-03,2025-04-21,21,66.04,2201.46,2201.46,0.0,paid_full,0,current,0,0.0,0.0,0,cheque,SGD,2025-12-31 23:59:59
2025-04-30,ACC_0000165,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-04,2025-05-21,21,52.56,1751.92,1751.92,0.0,paid_full,0,current,0,0.0,0.0,0,cheque,SGD,2025-12-31 23:59:59
2025-05-31,ACC_0000165,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-05,2025-06-21,21,60.56,2018.83,2018.83,0.0,paid_full,0,current,0,0.0,0.0,1,cheque,SGD,2025-12-31 23:59:59
2025-06-30,ACC_0000165,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-06,2025-07-21,21,77.33,2577.54,2577.54,0.0,paid_full,0,current,0,0.0,0.0,0,cheque,SGD,2025-12-31 23:59:59
2025-07-31,ACC_0000165,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-07,2025-08-21,21,50.0,1483.45,1180.3,303.15,paid_partial,0,current,0,0.0,4.55,1,cheque,SGD,2025-12-31 23:59:59
2025-08-31,ACC_0000165,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-08,2025-09-21,21,167.7,5590.16,4060.76,1529.4,paid_partial,0,current,0,0.0,22.94,0,cheque,SGD,2025-12-31 23:59:59
2025-09-30,ACC_0000165,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-09,2025-10-21,21,169.49,5649.76,5649.76,0.0,paid_full,0,current,0,0.0,0.0,0,cheque,SGD,2025-12-31 23:59:59
2025-10-31,ACC_0000165,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-10,2025-11-21,21,54.87,1828.88,957.08,871.8,paid_partial,0,current,0,0.0,13.08,0,cheque,SGD,2025-12-31 23:59:59
2025-11-30,ACC_0000165,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-11,2025-12-21,21,85.74,2858.13,2858.13,0.0,paid_full,0,current,0,0.0,0.0,0,cheque,SGD,2025-12-31 23:59:59
2025-12-31,ACC_0000165,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2025-12,2026-01-21,21,50.0,1278.51,1278.51,0.0,paid_full,0,current,0,0.0,0.0,1,cheque,SGD,2025-12-31 23:59:59
2025-01-31,ACC_0000166,CUST_000138,SG,SG_BANK,Hui Lim,premium,2025-01,2025-02-21,21,1412.69,47089.6,47089.6,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-02-28,ACC_0000166,CUST_000138,SG,SG_BANK,Hui Lim,premium,2025-02,2025-03-21,21,171.6,5719.96,5719.96,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,SGD,2025-12-31 23:59:59
2025-03-31,ACC_0000166,CUST_000138,SG,SG_BANK,Hui Lim,premium,2025-03,2025-04-21,21,181.19,6039.71,5046.31,993.4,paid_partial,0,current,0,0.0,14.9,1,bank_transfer,SGD,2025-12-31 23:59:59
