as_of_date,customer_id,country_code,legal_entity,full_name,first_name,last_name,customer_segment,risk_rating,kyc_status,age,age_band,credit_score,credit_band,primary_account_id,account_type,current_balance,available_balance,credit_limit,utilization_pct,total_accounts,mtd_spend,last_month_spend,spend_change_pct,top_spend_category,payment_status,total_due,days_to_due,is_overdue,consecutive_late,active_fraud_alerts,currency_code,created_at
2025-12-31,CUST_000089,SG,SG_BANK,Xin Lim,Xin,Lim,affluent,high,verified,22,18-25,568,poor,ACC_0000108,credit_card,12501.19,28398.81,40900.0,0.3057,2,6195.33,5442.42,0.1383,retail_shopping,paid_partial,7959.75,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000090,SG,SG_BANK,Hafiz bin Yahya,Hafiz,bin Yahya,affluent,medium,verified,65,56-65,691,good,ACC_0000110,credit_card,20501.13,30498.87,51000.0,0.402,1,1277.38,3044.09,-0.5804,travel_transport,overdue,1277.38,21,1,0,1,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000091,SG,SG_BANK,Rashid bin Bakar,Rashid,bin Bakar,affluent,medium,verified,59,56-65,679,good,ACC_0000111,credit_card,37547.58,33552.42,71100.0,0.5281,1,3312.72,1672.23,0.981,travel_transport,paid_partial,3919.46,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000092,SG,SG_BANK,Kai Lau,Kai,Lau,affluent,medium,pending,66,65+,712,good,ACC_0000112,credit_card,26874.9,25825.1,52700.0,0.51,2,6000.04,3765.15,0.5936,retail_shopping,paid_full,2853.65,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000093,SG,SG_BANK,Bin Ng,Bin,Ng,affluent,low,verified,65,56-65,694,good,ACC_0000114,credit_card,22348.9,17451.1,39800.0,0.5615,1,2434.08,2722.04,-0.1058,travel_transport,paid_partial,2919.33,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000094,SG,SG_BANK,Ying Lau,Ying,Lau,affluent,low,pending,44,36-45,800,excellent,ACC_0000115,credit_card,22510.85,29889.15,52400.0,0.4296,1,1269.95,2310.43,-0.4503,healthcare,paid_full,2352.99,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000095,SG,SG_BANK,Siti binte Othman,Siti,binte Othman,premium,medium,verified,55,46-55,678,good,ACC_0000116,credit_card,52343.46,40956.54,93300.0,0.561,2,8790.01,8166.97,0.0763,travel_transport,paid_full,9377.82,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000096,SG,SG_BANK,Wei Chua,Wei,Chua,affluent,low,verified,35,26-35,692,good,ACC_0000118,credit_card,14019.1,10880.9,24900.0,0.563,1,4037.48,3046.34,0.3254,retail_shopping,paid_partial,7036.75,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000097,SG,SG_BANK,Fang Teo,Fang,Teo,mass,low,verified,31,26-35,831,excellent,ACC_0000119,credit_card,7755.79,23044.21,30800.0,0.2518,1,396.02,930.19,-0.5743,grocery,paid_partial,396.02,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000098,SG,SG_BANK,Izzati binte Mohamed,Izzati,binte Mohamed,mass,low,verified,67,65+,786,very_good,ACC_0000120,credit_card,19846.18,13353.82,33200.0,0.5978,1,502.94,758.97,-0.3373,healthcare,paid_partial,502.94,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000099,SG,SG_BANK,Nurulain binte Aziz,Nurulain,binte Aziz,premium,low,verified,60,56-65,823,excellent,ACC_0000121,credit_card,63553.11,107646.89,171200.0,0.3712,1,3732.96,9569.1,-0.6099,retail_shopping,paid_full,16694.03,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000100,SG,SG_BANK,Izzati binte Salleh,Izzati,binte Salleh,mass,medium,verified,42,36-45,691,good,ACC_0000122,credit_card,4681.33,8918.67,13600.0,0.3442,1,69.15,892.57,-0.9225,food_dining,paid_partial,69.15,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000101,SG,SG_BANK,Jing Teo,Jing,Teo,mass,low,verified,31,26-35,820,excellent,ACC_0000123,credit_card,4241.3,5858.7,10100.0,0.4199,1,1415.4,1066.05,0.3277,retail_shopping,paid_full,1569.77,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000102,SG,SG_BANK,Ying Heng,Ying,Heng,affluent,medium,verified,24,18-25,619,fair,ACC_0000124,credit_card,11277.92,41422.08,52700.0,0.214,1,2509.34,2193.57,0.144,hotel,paid_full,5609.02,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000103,SG,SG_BANK,Azrul bin Mohamed,Azrul,bin Mohamed,affluent,medium,verified,56,56-65,587,fair,ACC_0000125,credit_card,15344.03,38455.97,53800.0,0.2852,1,3829.41,1856.58,1.0626,travel_transport,paid_partial,3829.41,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000104,SG,SG_BANK,Wani binte Ghani,Wani,binte Ghani,affluent,low,verified,27,26-35,776,very_good,ACC_0000126,credit_card,28020.75,16079.25,44100.0,0.6354,1,1668.9,2765.62,-0.3966,retail_shopping,paid_full,3476.27,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000105,SG,SG_BANK,Yong Sim,Yong,Sim,affluent,low,verified,40,36-45,848,excellent,ACC_0000127,credit_card,13634.14,26565.86,40200.0,0.3392,1,2496.05,1462.14,0.7071,travel_transport,overdue,2496.05,21,1,0,1,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000106,SG,SG_BANK,Kai Tay,Kai,Tay,mass,medium,verified,30,26-35,671,good,ACC_0000128,credit_card,11797.01,19102.99,30900.0,0.3818,1,1837.08,491.95,2.7343,retail_shopping,paid_minimum,1931.71,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000107,SG,SG_BANK,Feng Tay,Feng,Tay,affluent,medium,verified,27,26-35,657,fair,ACC_0000129,credit_card,42086.47,49113.53,91200.0,0.4615,1,2541.16,1371.45,0.8529,retail_shopping,paid_full,3465.82,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000108,SG,SG_BANK,Omar bin Salleh,Omar,bin Salleh,mass,low,verified,48,46-55,763,very_good,ACC_0000130,credit_card,11448.83,5151.17,16600.0,0.6897,1,815.78,1277.23,-0.3613,travel_transport,paid_minimum,815.78,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000109,SG,SG_BANK,Rizal bin Othman,Rizal,bin Othman,mass,low,verified,39,36-45,743,very_good,ACC_0000131,credit_card,5668.64,18931.36,24600.0,0.2304,1,2720.42,862.64,2.1536,travel_transport,paid_partial,2720.42,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000110,SG,SG_BANK,Fadzli bin Ghani,Fadzli,bin Ghani,mass,medium,verified,63,56-65,640,fair,ACC_0000132,credit_card,6386.24,20613.76,27000.0,0.2365,1,869.15,1718.44,-0.4942,hotel,paid_full,869.15,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000111,SG,SG_BANK,Yan Chen,Yan,Chen,premium,low,verified,65,56-65,792,very_good,ACC_0000133,credit_card,6656.04,25843.96,32500.0,0.2048,1,4111.07,5096.77,-0.1934,retail_shopping,overdue,4111.07,21,1,0,1,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000112,SG,SG_BANK,Yan Heng,Yan,Heng,mass,high,verified,66,65+,343,poor,ACC_0000134,credit_card,6820.58,10079.42,16900.0,0.4036,1,515.45,670.39,-0.2311,travel_transport,paid_partial,4987.46,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000113,SG,SG_BANK,Sheng Phua,Sheng,Phua,mass,low,verified,59,56-65,830,excellent,ACC_0000135,credit_card,9735.33,20264.67,30000.0,0.3245,1,1673.28,621.59,1.6919,travel_transport,paid_partial,1673.28,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000114,SG,SG_BANK,Lin Sim,Lin,Sim,affluent,low,verified,28,26-35,709,good,ACC_0000136,credit_card,40223.72,21976.28,62200.0,0.6467,2,2441.8,3214.66,-0.2404,travel_transport,paid_full,1258.1,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000115,SG,SG_BANK,Wani binte Othman,Wani,binte Othman,affluent,low,verified,47,46-55,779,very_good,ACC_0000138,credit_card,15306.83,28093.17,43400.0,0.3527,1,1872.36,2100.89,-0.1088,travel_transport,paid_partial,1872.36,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000116,SG,SG_BANK,Hong Ong,Hong,Ong,mass,low,verified,60,56-65,797,very_good,ACC_0000139,credit_card,9797.74,7002.26,16800.0,0.5832,1,905.8,1379.92,-0.3436,healthcare,paid_partial,987.3,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000117,SG,SG_BANK,Rizal bin Yahya,Rizal,bin Yahya,mass,low,pending,46,46-55,724,good,ACC_0000140,credit_card,5435.41,10964.59,16400.0,0.3314,1,1503.37,1526.47,-0.0151,retail_shopping,paid_full,2691.88,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000118,SG,SG_BANK,Feng Sim,Feng,Sim,mass,medium,verified,48,46-55,704,good,ACC_0000141,credit_card,4912.76,5287.24,10200.0,0.4816,1,1432.37,1110.54,0.2898,retail_shopping,paid_full,2615.55,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000119,SG,SG_BANK,Siti binte Ghani,Siti,binte Ghani,affluent,medium,verified,45,36-45,668,fair,ACC_0000142,credit_card,20617.42,77682.58,98300.0,0.2097,1,2225.23,2082.37,0.0686,travel_transport,overdue,2225.23,21,1,0,1,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000120,SG,SG_BANK,Ling Lau,Ling,Lau,affluent,medium,verified,32,26-35,649,fair,ACC_0000143,credit_card,32546.98,57153.02,89700.0,0.3628,1,3150.51,3012.11,0.0459,retail_shopping,paid_full,7312.03,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000121,SG,SG_BANK,Xin Wong,Xin,Wong,mass,low,verified,66,65+,780,very_good,ACC_0000144,credit_card,7944.04,13955.96,21900.0,0.3627,1,244.04,547.08,-0.5539,grocery,paid_partial,244.04,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000122,SG,SG_BANK,Kai Yeo,Kai,Yeo,mass,medium,verified,53,46-55,651,fair,ACC_0000145,credit_card,5838.89,5761.11,11600.0,0.5034,1,1340.56,1158.08,0.1576,retail_shopping,paid_full,1340.56,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000123,SG,SG_BANK,Hong Lim,Hong,Lim,affluent,low,verified,24,18-25,720,good,ACC_0000146,credit_card,15227.11,41772.89,57000.0,0.2671,1,1175.5,3620.9,-0.6754,travel_transport,paid_full,2068.2,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000124,SG,SG_BANK,Nurulain binte Aziz,Nurulain,binte Aziz,affluent,low,verified,41,36-45,704,good,ACC_0000147,credit_card,11735.66,16264.34,28000.0,0.4191,1,3613.64,2188.55,0.6512,travel_transport,paid_full,3613.64,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000125,SG,SG_BANK,Muhammad bin Hassan,Muhammad,bin Hassan,affluent,low,verified,46,46-55,756,very_good,ACC_0000148,credit_card,19726.36,64573.64,84300.0,0.234,1,2229.57,2550.06,-0.1257,travel_transport,paid_full,2229.57,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000126,SG,SG_BANK,Izzati binte Ahmad,Izzati,binte Ahmad,mass,medium,verified,28,26-35,640,fair,ACC_0000149,credit_card,10512.19,24587.81,35100.0,0.2995,1,1257.27,310.68,3.0468,hotel,paid_full,1573.63,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000127,SG,SG_BANK,Hao Sim,Hao,Sim,mass,low,verified,46,46-55,683,good,ACC_0000150,credit_card,10603.16,7096.84,17700.0,0.599,1,2144.07,67.28,30.8679,retail_shopping,paid_minimum,2144.07,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000128,SG,SG_BANK,Irfan bin Othman,Irfan,bin Othman,affluent,medium,verified,54,46-55,581,fair,ACC_0000151,credit_card,13170.86,22729.14,35900.0,0.3669,1,1823.92,2903.33,-0.3718,travel_transport,paid_full,1823.92,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000129,SG,SG_BANK,Hong Lee,Hong,Lee,affluent,medium,verified,41,36-45,671,good,ACC_0000152,credit_card,26835.01,34964.99,61800.0,0.4342,2,3444.66,2969.99,0.1598,travel_transport,paid_partial,2364.1,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000130,SG,SG_BANK,Xin Chen,Xin,Chen,affluent,low,pending,45,36-45,687,good,ACC_0000154,credit_card,14431.33,27168.67,41600.0,0.3469,1,2498.4,1736.32,0.4389,travel_transport,paid_partial,3191.37,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000131,SG,SG_BANK,Rashid bin Aziz,Rashid,bin Aziz,affluent,low,pending,68,65+,683,good,ACC_0000155,credit_card,12696.03,11403.97,24100.0,0.5268,2,4244.77,4660.23,-0.0892,retail_shopping,paid_full,1549.6,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000132,SG,SG_BANK,Yong Ho,Yong,Ho,premium,low,verified,29,26-35,691,good,ACC_0000157,credit_card,125672.84,63527.16,189200.0,0.6642,1,3192.1,6658.1,-0.5206,grocery,paid_partial,6182.53,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000133,SG,SG_BANK,Nadia binte Yahya,Nadia,binte Yahya,premium,medium,verified,53,46-55,664,fair,ACC_0000158,credit_card,32004.82,18095.18,50100.0,0.6388,1,3873.93,3223.53,0.2018,healthcare,paid_partial,5693.21,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000134,SG,SG_BANK,Aisha binte Ismail,Aisha,binte Ismail,mass,low,pending,67,65+,785,very_good,ACC_0000159,credit_card,6414.88,8885.12,15300.0,0.4193,1,1836.39,934.3,0.9655,travel_transport,paid_partial,1836.39,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,Fadzli,bin Ibrahim,affluent,low,verified,47,46-55,699,good,ACC_0000160,credit_card,7955.78,18144.22,26100.0,0.3048,2,3697.43,3617.38,0.0221,retail_shopping,paid_full,2493.73,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,Hafiz,bin Ghani,affluent,low,verified,29,26-35,834,excellent,ACC_0000162,credit_card,30904.08,92695.92,123600.0,0.25,2,6467.03,7901.31,-0.1815,travel_transport,paid_partial,2780.42,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000137,SG,SG_BANK,Sheng Chua,Sheng,Chua,affluent,low,verified,28,26-35,736,good,ACC_0000164,credit_card,11007.72,30692.28,41700.0,0.264,2,3513.01,6535.52,-0.4625,travel_transport,overdue,2234.5,21,1,0,1,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000138,SG,SG_BANK,Hui Lim,Hui,Lim,premium,low,verified,52,46-55,807,excellent,ACC_0000166,credit_card,41540.88,121559.12,163100.0,0.2547,1,6582.12,3415.38,0.9272,retail_shopping,paid_partial,10701.08,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000139,SG,SG_BANK,Yan Sim,Yan,Sim,mass,low,verified,25,18-25,814,excellent,ACC_0000167,credit_card,3491.81,12908.19,16400.0,0.2129,1,1282.94,1099.62,0.1667,travel_transport,paid_partial,1282.94,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000140,SG,SG_BANK,Jian Lim,Jian,Lim,affluent,high,enhanced_due_diligence,52,46-55,423,poor,ACC_0000168,credit_card,4419.09,16880.91,21300.0,0.2075,2,6822.71,4797.8,0.422,travel_transport,paid_minimum,5263.53,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000141,SG,SG_BANK,Yong Wong,Yong,Wong,premium,medium,verified,58,56-65,604,fair,ACC_0000170,credit_card,85579.56,63420.44,149000.0,0.5744,1,4267.31,4955.62,-0.1389,travel_transport,overdue,15186.09,21,1,0,1,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000142,SG,SG_BANK,Irfan bin Ghani,Irfan,bin Ghani,mass,medium,verified,43,36-45,694,good,ACC_0000171,credit_card,22345.36,17654.64,40000.0,0.5586,1,737.13,1125.86,-0.3453,hotel,paid_full,869.12,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000143,SG,SG_BANK,Yong Ho,Yong,Ho,affluent,low,verified,36,36-45,755,very_good,ACC_0000172,credit_card,11337.26,14962.74,26300.0,0.4311,1,1460.88,3929.73,-0.6282,retail_shopping,paid_full,1460.88,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,Muhammad,bin Hassan,affluent,high,pending,44,36-45,528,poor,ACC_0000173,credit_card,42707.98,21292.02,64000.0,0.6673,1,2414.24,1774.74,0.3603,travel_transport,overdue,3463.85,21,1,0,1,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000145,SG,SG_BANK,Kasim bin Rahman,Kasim,bin Rahman,mass,medium,verified,46,46-55,617,fair,ACC_0000174,credit_card,3538.03,12761.97,16300.0,0.2171,2,2576.32,208.77,11.3405,travel_transport,paid_partial,114.0,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000146,SG,SG_BANK,Ming Ong,Ming,Ong,affluent,low,verified,60,56-65,835,excellent,ACC_0000176,credit_card,37539.85,44560.15,82100.0,0.4572,1,3609.74,3287.33,0.0981,travel_transport,paid_minimum,3609.74,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000147,SG,SG_BANK,Bin Wong,Bin,Wong,mass,low,verified,25,18-25,833,excellent,ACC_0000177,credit_card,5048.15,8551.85,13600.0,0.3712,1,318.67,1441.22,-0.7789,utilities,paid_full,318.67,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000148,SG,SG_BANK,Siti binte Othman,Siti,binte Othman,mass,low,verified,33,26-35,799,very_good,ACC_0000178,credit_card,3601.22,4798.78,8400.0,0.4287,1,309.84,1342.67,-0.7692,grocery,paid_partial,1653.86,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000149,SG,SG_BANK,Jing Phua,Jing,Phua,premium,low,verified,65,56-65,688,good,ACC_0000179,credit_card,117210.5,57789.5,175000.0,0.6698,1,3417.97,5945.83,-0.4251,travel_transport,paid_full,6798.2,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000150,SG,SG_BANK,Hanis binte Aziz,Hanis,binte Aziz,mass,medium,verified,31,26-35,659,fair,ACC_0000180,credit_card,11158.26,18441.74,29600.0,0.377,1,858.91,1843.3,-0.534,hotel,paid_partial,2826.72,21,0,0,0,SGD,2025-12-31 23:59:59
2025-12-31,CUST_000151,MY,MY_BANK,Hui Ng,Hui,Ng,mass,low,verified,58,56-65,785,very_good,ACC_0000181,credit_card,3350.93,10049.07,13400.0,0.2501,1,3294.09,44.42,73.1578,retail_shopping,paid_partial,3294.09,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000152,MY,MY_BANK,Izzati binte Abdullah,Izzati,binte Abdullah,mass,medium,verified,52,46-55,685,good,ACC_0000182,credit_card,8494.1,4005.9,12500.0,0.6795,1,2141.6,5275.82,-0.5941,travel_transport,paid_full,2141.6,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000153,MY,MY_BANK,Putri binte Daud,Putri,binte Daud,mass,medium,verified,55,46-55,663,fair,ACC_0000183,credit_card,3380.44,2719.56,6100.0,0.5542,1,4570.75,0.0,0.0,retail_shopping,paid_full,4570.75,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000154,MY,MY_BANK,Sheng Tay,Sheng,Tay,mass,low,verified,62,56-65,725,good,ACC_0000184,credit_card,4145.87,10654.13,14800.0,0.2801,1,6798.05,2440.31,1.7857,retail_shopping,paid_full,6798.05,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000155,MY,MY_BANK,Faizal bin Aziz,Faizal,bin Aziz,mass,low,verified,35,26-35,682,good,ACC_0000185,credit_card,6407.78,2992.22,9400.0,0.6817,1,6915.77,4228.46,0.6355,travel_transport,paid_full,6915.77,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000156,MY,MY_BANK,Yong Tay,Yong,Tay,affluent,medium,pending,59,56-65,703,good,ACC_0000186,credit_card,12759.63,11040.37,23800.0,0.5361,1,8881.32,3220.29,1.7579,travel_transport,paid_full,9958.74,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000157,MY,MY_BANK,Ahmad bin Daud,Ahmad,bin Daud,mass,low,verified,60,56-65,807,excellent,ACC_0000187,credit_card,9608.81,17891.19,27500.0,0.3494,2,6425.3,9829.51,-0.3463,retail_shopping,paid_partial,5697.22,21,0,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000158,MY,MY_BANK,Kai Heng,Kai,Heng,affluent,low,verified,41,36-45,800,excellent,ACC_0000189,credit_card,7998.5,23801.5,31800.0,0.2515,1,12322.41,5518.89,1.2328,travel_transport,paid_partial,20977.75,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000159,MY,MY_BANK,Hafiz bin Rahman,Hafiz,bin Rahman,premium,low,enhanced_due_diligence,29,26-35,698,good,ACC_0000190,credit_card,7173.7,21226.3,28400.0,0.2526,1,20263.64,21216.07,-0.0449,travel_transport,paid_partial,45014.39,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000160,MY,MY_BANK,Mei Ong,Mei,Ong,mass,low,enhanced_due_diligence,67,65+,760,very_good,ACC_0000191,credit_card,2706.11,8093.89,10800.0,0.2506,1,2942.22,1438.53,1.0453,utilities,paid_partial,5029.11,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000161,MY,MY_BANK,Aisha binte Salleh,Aisha,binte Salleh,premium,medium,verified,34,26-35,608,fair,ACC_0000192,credit_card,34771.28,21428.72,56200.0,0.6187,1,19686.15,31745.14,-0.3799,retail_shopping,overdue,19686.15,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000162,MY,MY_BANK,Hafiz bin Rahman,Hafiz,bin Rahman,affluent,low,verified,68,65+,714,good,ACC_0000193,credit_card,17984.27,12915.73,30900.0,0.582,2,9505.47,17807.18,-0.4662,healthcare,paid_partial,12469.57,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000163,MY,MY_BANK,Wei Tay,Wei,Tay,affluent,low,enhanced_due_diligence,62,56-65,849,excellent,ACC_0000195,credit_card,11266.31,27533.69,38800.0,0.2904,1,7445.7,3897.75,0.9103,retail_shopping,paid_full,7445.7,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000164,MY,MY_BANK,Wani binte Ahmad,Wani,binte Ahmad,affluent,medium,verified,64,56-65,690,good,ACC_0000196,credit_card,11123.54,18776.46,29900.0,0.372,1,3514.91,7560.16,-0.5351,retail_shopping,paid_partial,10983.65,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000165,MY,MY_BANK,Hao Sim,Hao,Sim,mass,low,verified,43,36-45,826,excellent,ACC_0000197,credit_card,8195.66,5804.34,14000.0,0.5854,1,3252.47,2892.81,0.1243,grocery,paid_full,3252.47,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000166,MY,MY_BANK,Hafiz bin Ibrahim,Hafiz,bin Ibrahim,affluent,low,verified,65,56-65,691,good,ACC_0000198,credit_card,19518.1,33681.9,53200.0,0.3669,1,2933.09,13075.41,-0.7757,healthcare,paid_full,2933.09,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000167,MY,MY_BANK,Jian Tay,Jian,Tay,mass,medium,verified,66,65+,575,poor,ACC_0000199,credit_card,6818.66,8381.34,15200.0,0.4486,2,7458.35,7909.86,-0.0571,travel_transport,paid_full,4807.05,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000168,MY,MY_BANK,Bin Lim,Bin,Lim,mass,medium,verified,26,26-35,704,good,ACC_0000201,credit_card,11997.22,9902.78,21900.0,0.5478,1,2462.12,3881.05,-0.3656,hotel,paid_full,2462.12,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000169,MY,MY_BANK,Hanis binte Ghani,Hanis,binte Ghani,mass,high,verified,57,56-65,384,poor,ACC_0000202,credit_card,5099.24,7700.76,12800.0,0.3984,1,1485.8,5840.7,-0.7456,hotel,overdue,1848.57,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000170,MY,MY_BANK,Rashid bin Rahman,Rashid,bin Rahman,mass,high,verified,27,26-35,506,poor,ACC_0000203,credit_card,5897.75,8102.25,14000.0,0.4213,1,2238.18,5708.87,-0.6079,retail_shopping,paid_full,2238.18,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000171,MY,MY_BANK,Faizal bin Ghani,Faizal,bin Ghani,affluent,low,verified,51,46-55,773,very_good,ACC_0000204,credit_card,12521.3,17278.7,29800.0,0.4202,1,7229.15,12689.55,-0.4303,retail_shopping,paid_full,22271.34,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000172,MY,MY_BANK,Azrul bin Bakar,Azrul,bin Bakar,mass,low,verified,68,65+,780,very_good,ACC_0000205,credit_card,6782.11,2917.89,9700.0,0.6992,1,6387.33,6212.1,0.0282,retail_shopping,paid_full,6387.33,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000173,MY,MY_BANK,Sheng Lim,Sheng,Lim,affluent,high,verified,57,56-65,388,poor,ACC_0000206,credit_card,27569.23,12330.77,39900.0,0.691,1,9049.2,15066.4,-0.3994,travel_transport,overdue,57954.69,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000174,MY,MY_BANK,Irfan bin Ismail,Irfan,bin Ismail,affluent,medium,verified,30,26-35,640,fair,ACC_0000207,credit_card,36042.65,15957.35,52000.0,0.6931,1,4587.93,5329.93,-0.1392,retail_shopping,paid_minimum,4587.93,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000175,MY,MY_BANK,Farah binte Daud,Farah,binte Daud,affluent,high,verified,44,36-45,516,poor,ACC_0000208,credit_card,24650.45,24449.55,49100.0,0.502,1,11615.29,11162.06,0.0406,travel_transport,overdue,32363.59,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000176,MY,MY_BANK,Irfan bin Mohamed,Irfan,bin Mohamed,mass,low,verified,35,26-35,823,excellent,ACC_0000209,credit_card,9105.9,11194.1,20300.0,0.4486,1,1493.68,6449.61,-0.7684,retail_shopping,overdue,1493.68,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000177,MY,MY_BANK,Hao Yeo,Hao,Yeo,affluent,low,verified,36,36-45,834,excellent,ACC_0000210,credit_card,12683.42,33616.58,46300.0,0.2739,1,7800.86,18039.2,-0.5676,retail_shopping,paid_partial,7800.86,21,0,0,0,MYR,2025-12-31 23:59:59
