spend_month,customer_id,country_code,legal_entity,full_name,customer_segment,total_spend,food_dining,retail_shopping,travel_transport,healthcare,entertainment,utilities,grocery,hotel,fuel,other_spend,transaction_count,avg_txn_amount,top_category,top_merchant,mom_spend_change_pct,currency_code,created_at
2025-02,CUST_000138,SG,SG_BANK,Hui Lim,premium,5719.96,224.9,2696.69,991.34,0.0,405.98,245.8,222.28,932.97,0.0,0.0,25,228.8,retail_shopping,Charles & Keith,0.1373,SGD,2025-12-31 23:59:59
2025-03,CUST_000138,SG,SG_BANK,Hui Lim,premium,6039.71,150.99,1507.86,2265.51,491.25,472.1,201.74,122.49,792.99,34.78,0.0,23,262.6,travel_transport,ComfortDelGro,0.0559,SGD,2025-12-31 23:59:59
2025-04,CUST_000138,SG,SG_BANK,Hui Lim,premium,2796.86,36.97,136.45,1504.06,0.0,345.53,243.78,450.15,0.0,0.0,79.92,14,199.78,travel_transport,ComfortDelGro,-0.5369,SGD,2025-12-31 23:59:59
2025-05,CUST_000138,SG,SG_BANK,Hui Lim,premium,3038.64,63.59,1972.86,573.21,0.0,51.48,92.17,285.33,0.0,0.0,0.0,15,202.58,retail_shopping,ZALORA Singapore,0.0864,SGD,2025-12-31 23:59:59
2025-06,CUST_000138,SG,SG_BANK,Hui Lim,premium,4881.53,358.38,567.66,1779.76,825.56,335.51,268.34,324.08,221.0,111.31,89.93,30,162.72,travel_transport,Singapore Airlines,0.6065,SGD,2025-12-31 23:59:59
2025-07,CUST_000138,SG,SG_BANK,Hui Lim,premium,4667.75,273.87,1715.46,1705.69,0.0,0.0,138.4,550.34,255.66,0.0,28.33,26,179.53,retail_shopping,Sephora Singapore,-0.0438,SGD,2025-12-31 23:59:59
2025-08,CUST_000138,SG,SG_BANK,Hui Lim,premium,4801.73,135.01,1152.61,1385.47,677.16,339.97,378.96,251.98,0.0,325.54,155.03,29,165.58,travel_transport,Singapore Airlines,0.0287,SGD,2025-12-31 23:59:59
2025-09,CUST_000138,SG,SG_BANK,Hui Lim,premium,3994.19,237.4,446.36,1520.5,749.19,299.66,243.74,384.49,0.0,0.0,112.85,21,190.2,travel_transport,Singapore Airlines,-0.1682,SGD,2025-12-31 23:59:59
2025-10,CUST_000138,SG,SG_BANK,Hui Lim,premium,6596.61,358.63,1900.96,2265.33,1027.32,0.0,60.32,641.93,342.12,0.0,0.0,23,286.81,travel_transport,ZALORA Singapore,0.6516,SGD,2025-12-31 23:59:59
2025-11,CUST_000138,SG,SG_BANK,Hui Lim,premium,3415.38,194.19,447.23,722.81,253.67,75.53,437.95,622.37,400.57,0.0,261.06,22,155.24,travel_transport,ComfortDelGro,-0.4823,SGD,2025-12-31 23:59:59
2025-12,CUST_000138,SG,SG_BANK,Hui Lim,premium,6582.12,318.23,2938.32,1416.07,277.23,97.35,953.76,150.22,430.94,0.0,0.0,27,243.78,retail_shopping,Scoot,0.9272,SGD,2025-12-31 23:59:59
2025-01,CUST_000139,SG,SG_BANK,Yan Sim,mass,1514.93,58.27,791.34,665.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,302.99,retail_shopping,ZALORA Singapore,0.0,SGD,2025-12-31 23:59:59
2025-02,CUST_000139,SG,SG_BANK,Yan Sim,mass,542.1,0.0,138.88,0.0,0.0,330.12,0.0,0.0,0.0,0.0,73.1,4,135.52,entertainment,Golden Village,-0.6422,SGD,2025-12-31 23:59:59
2025-03,CUST_000139,SG,SG_BANK,Yan Sim,mass,581.94,0.0,276.6,0.0,252.85,0.0,0.0,0.0,0.0,52.49,0.0,3,193.98,retail_shopping,Sephora Singapore,0.0735,SGD,2025-12-31 23:59:59
2025-04,CUST_000139,SG,SG_BANK,Yan Sim,mass,1013.73,0.0,226.11,321.14,372.96,0.0,0.0,93.52,0.0,0.0,0.0,4,253.43,healthcare,Raffles Medical Group,0.742,SGD,2025-12-31 23:59:59
2025-05,CUST_000139,SG,SG_BANK,Yan Sim,mass,277.51,96.17,121.38,0.0,0.0,0.0,0.0,59.96,0.0,0.0,0.0,4,69.38,retail_shopping,Charles & Keith,-0.7262,SGD,2025-12-31 23:59:59
2025-06,CUST_000139,SG,SG_BANK,Yan Sim,mass,769.88,208.29,0.0,0.0,231.04,119.06,0.0,211.49,0.0,0.0,0.0,8,96.24,healthcare,Mount Elizabeth Hospital,1.7742,SGD,2025-12-31 23:59:59
2025-07,CUST_000139,SG,SG_BANK,Yan Sim,mass,1217.22,100.14,615.07,355.25,0.0,0.0,0.0,0.0,0.0,146.76,0.0,6,202.87,retail_shopping,ZALORA Singapore,0.5811,SGD,2025-12-31 23:59:59
2025-08,CUST_000139,SG,SG_BANK,Yan Sim,mass,1809.29,65.86,1342.48,0.0,400.95,0.0,0.0,0.0,0.0,0.0,0.0,6,301.55,retail_shopping,Uniqlo Singapore,0.4864,SGD,2025-12-31 23:59:59
2025-09,CUST_000139,SG,SG_BANK,Yan Sim,mass,937.95,70.79,156.98,0.0,366.28,0.0,343.9,0.0,0.0,0.0,0.0,5,187.59,healthcare,Parkway Health,-0.4816,SGD,2025-12-31 23:59:59
2025-10,CUST_000139,SG,SG_BANK,Yan Sim,mass,923.46,11.11,455.37,456.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,230.86,travel_transport,ComfortDelGro,-0.0154,SGD,2025-12-31 23:59:59
2025-11,CUST_000139,SG,SG_BANK,Yan Sim,mass,1099.62,29.45,253.2,447.91,280.75,0.0,88.31,0.0,0.0,0.0,0.0,5,219.92,travel_transport,Singapore Airlines,0.1908,SGD,2025-12-31 23:59:59
2025-12,CUST_000139,SG,SG_BANK,Yan Sim,mass,1282.94,52.1,306.57,726.78,0.0,10.22,187.27,0.0,0.0,0.0,0.0,5,256.59,travel_transport,Scoot,0.1667,SGD,2025-12-31 23:59:59
2025-01,CUST_000140,SG,SG_BANK,Jian Lim,affluent,2599.86,110.04,1176.12,140.34,97.58,0.0,870.49,196.78,0.0,0.0,8.51,16,162.49,retail_shopping,Singtel,0.0,SGD,2025-12-31 23:59:59
2025-02,CUST_000140,SG,SG_BANK,Jian Lim,affluent,5874.45,277.62,2445.38,1634.28,448.62,139.22,542.44,100.09,188.76,0.0,98.04,26,225.94,retail_shopping,Uniqlo Singapore,1.2595,SGD,2025-12-31 23:59:59
2025-03,CUST_000140,SG,SG_BANK,Jian Lim,affluent,6029.65,300.75,1690.01,2637.44,122.35,364.31,79.66,88.33,405.07,196.55,145.18,30,200.99,travel_transport,ComfortDelGro,0.0264,SGD,2025-12-31 23:59:59
2025-04,CUST_000140,SG,SG_BANK,Jian Lim,affluent,3411.73,239.21,486.65,1459.05,255.12,151.97,265.98,147.82,173.82,119.53,112.58,20,170.59,travel_transport,ComfortDelGro,-0.4342,SGD,2025-12-31 23:59:59
2025-05,CUST_000140,SG,SG_BANK,Jian Lim,affluent,3520.1,28.63,1122.45,746.48,857.84,72.81,330.22,193.38,0.0,100.84,67.45,17,207.06,retail_shopping,Uniqlo Singapore,0.0318,SGD,2025-12-31 23:59:59
2025-06,CUST_000140,SG,SG_BANK,Jian Lim,affluent,5731.08,120.23,1372.01,3408.95,0.0,169.03,378.97,143.32,0.0,138.57,0.0,21,272.91,travel_transport,Grab Transport SG,0.6281,SGD,2025-12-31 23:59:59
2025-07,CUST_000140,SG,SG_BANK,Jian Lim,affluent,3913.12,123.11,1772.91,1216.01,0.0,0.0,584.45,216.64,0.0,0.0,0.0,16,244.57,retail_shopping,Uniqlo Singapore,-0.3172,SGD,2025-12-31 23:59:59
2025-08,CUST_000140,SG,SG_BANK,Jian Lim,affluent,3644.97,178.42,1021.57,516.54,0.0,0.0,196.79,682.27,933.92,0.0,115.46,15,243.0,retail_shopping,Pan Pacific Hotel,-0.0685,SGD,2025-12-31 23:59:59
2025-09,CUST_000140,SG,SG_BANK,Jian Lim,affluent,4348.34,275.88,2184.25,1668.82,0.0,20.48,0.0,135.51,0.0,36.71,26.69,25,173.93,retail_shopping,Scoot,0.193,SGD,2025-12-31 23:59:59
2025-10,CUST_000140,SG,SG_BANK,Jian Lim,affluent,4495.42,250.51,1744.94,1000.95,354.02,418.29,430.39,296.32,0.0,0.0,0.0,24,187.31,retail_shopping,Sephora Singapore,0.0338,SGD,2025-12-31 23:59:59
2025-11,CUST_000140,SG,SG_BANK,Jian Lim,affluent,4797.8,355.08,811.58,1657.06,848.53,208.59,359.73,195.74,241.95,119.54,0.0,28,171.35,travel_transport,Grab Transport SG,0.0673,SGD,2025-12-31 23:59:59
2025-12,CUST_000140,SG,SG_BANK,Jian Lim,affluent,6822.71,270.48,1686.77,3198.6,463.13,180.41,0.0,881.58,0.0,141.74,0.0,27,252.69,travel_transport,ComfortDelGro,0.422,SGD,2025-12-31 23:59:59
2025-01,CUST_000141,SG,SG_BANK,Yong Wong,premium,4063.91,242.85,409.91,1060.5,554.92,0.0,543.2,480.51,697.52,67.54,6.96,18,225.77,travel_transport,Spotify,0.0,SGD,2025-12-31 23:59:59
2025-02,CUST_000141,SG,SG_BANK,Yong Wong,premium,4572.92,211.3,828.02,3048.49,0.0,123.36,90.55,271.2,0.0,0.0,0.0,21,217.76,travel_transport,Grab Transport SG,0.1253,SGD,2025-12-31 23:59:59
2025-03,CUST_000141,SG,SG_BANK,Yong Wong,premium,2235.73,65.76,252.32,656.13,481.26,0.0,674.84,71.93,0.0,33.49,0.0,10,223.57,utilities,Grab Transport SG,-0.5111,SGD,2025-12-31 23:59:59
2025-04,CUST_000141,SG,SG_BANK,Yong Wong,premium,3608.77,183.68,1607.59,55.78,132.79,43.46,578.67,0.0,718.96,116.29,171.55,21,171.85,retail_shopping,Pan Pacific Hotel,0.6141,SGD,2025-12-31 23:59:59
2025-05,CUST_000141,SG,SG_BANK,Yong Wong,premium,3134.69,218.63,714.75,672.99,0.0,253.1,919.68,355.54,0.0,0.0,0.0,18,174.15,utilities,Singapore Airlines,-0.1314,SGD,2025-12-31 23:59:59
2025-06,CUST_000141,SG,SG_BANK,Yong Wong,premium,5177.7,332.51,2079.85,1511.49,0.0,53.83,218.63,629.67,351.72,0.0,0.0,24,215.74,retail_shopping,Sephora Singapore,0.6517,SGD,2025-12-31 23:59:59
2025-07,CUST_000141,SG,SG_BANK,Yong Wong,premium,4762.18,368.22,601.7,1948.08,488.83,23.57,525.46,0.0,738.71,34.43,33.18,24,198.42,travel_transport,Marriott Singapore,-0.0803,SGD,2025-12-31 23:59:59
2025-08,CUST_000141,SG,SG_BANK,Yong Wong,premium,2616.49,206.87,837.16,367.01,317.8,238.81,0.0,573.54,0.0,75.3,0.0,14,186.89,retail_shopping,ZALORA Singapore,-0.4506,SGD,2025-12-31 23:59:59
2025-09,CUST_000141,SG,SG_BANK,Yong Wong,premium,6171.67,228.37,2037.08,1754.8,1113.83,321.17,312.84,237.3,0.0,39.05,127.23,26,237.37,retail_shopping,Sephora Singapore,1.3588,SGD,2025-12-31 23:59:59
2025-10,CUST_000141,SG,SG_BANK,Yong Wong,premium,6232.19,156.55,1653.14,1632.68,536.29,421.55,462.02,1181.53,0.0,107.7,80.73,28,222.58,retail_shopping,Charles & Keith,0.0098,SGD,2025-12-31 23:59:59
2025-11,CUST_000141,SG,SG_BANK,Yong Wong,premium,4955.62,332.02,1913.6,946.02,0.0,271.67,396.64,863.22,0.0,232.45,0.0,31,159.86,retail_shopping,Sephora Singapore,-0.2048,SGD,2025-12-31 23:59:59
2025-12,CUST_000141,SG,SG_BANK,Yong Wong,premium,4267.31,586.69,811.88,1152.89,258.13,532.5,156.07,679.88,0.0,0.0,89.27,32,133.35,travel_transport,Scoot,-0.1389,SGD,2025-12-31 23:59:59
2025-01,CUST_000142,SG,SG_BANK,Irfan bin Ghani,mass,2160.19,66.14,753.7,421.02,0.0,0.0,236.1,0.0,683.23,0.0,0.0,7,308.6,retail_shopping,Pan Pacific Hotel,0.0,SGD,2025-12-31 23:59:59
2025-02,CUST_000142,SG,SG_BANK,Irfan bin Ghani,mass,593.25,35.51,89.91,72.81,0.0,0.0,0.0,0.0,395.02,0.0,0.0,4,148.31,hotel,Booking.com,-0.7254,SGD,2025-12-31 23:59:59
2025-03,CUST_000142,SG,SG_BANK,Irfan bin Ghani,mass,1185.73,34.52,578.35,464.27,0.0,0.0,0.0,0.0,0.0,108.59,0.0,4,296.43,retail_shopping,Uniqlo Singapore,0.9987,SGD,2025-12-31 23:59:59
2025-04,CUST_000142,SG,SG_BANK,Irfan bin Ghani,mass,1321.0,112.36,383.41,754.85,0.0,0.0,0.0,0.0,0.0,70.38,0.0,5,264.2,travel_transport,Scoot,0.1141,SGD,2025-12-31 23:59:59
2025-05,CUST_000142,SG,SG_BANK,Irfan bin Ghani,mass,1454.37,190.67,483.87,608.91,0.0,21.07,0.0,149.85,0.0,0.0,0.0,8,181.8,travel_transport,Lazada Malaysia,0.101,SGD,2025-12-31 23:59:59
2025-06,CUST_000142,SG,SG_BANK,Irfan bin Ghani,mass,1350.77,126.8,509.74,651.75,62.48,0.0,0.0,0.0,0.0,0.0,0.0,5,270.15,travel_transport,Grab Transport SG,-0.0712,SGD,2025-12-31 23:59:59
2025-07,CUST_000142,SG,SG_BANK,Irfan bin Ghani,mass,614.14,187.1,0.0,427.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,122.83,travel_transport,Scoot,-0.5453,SGD,2025-12-31 23:59:59
2025-08,CUST_000142,SG,SG_BANK,Irfan bin Ghani,mass,1296.9,88.61,373.62,736.55,0.0,0.0,0.0,0.0,0.0,98.12,0.0,5,259.38,travel_transport,Scoot,1.1117,SGD,2025-12-31 23:59:59
2025-09,CUST_000142,SG,SG_BANK,Irfan bin Ghani,mass,84.4,28.12,0.0,56.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,42.2,travel_transport,Grab Transport SG,-0.9349,SGD,2025-12-31 23:59:59
2025-10,CUST_000142,SG,SG_BANK,Irfan bin Ghani,mass,886.28,0.0,711.6,0.0,174.68,0.0,0.0,0.0,0.0,0.0,0.0,4,221.57,retail_shopping,ZALORA Singapore,9.5009,SGD,2025-12-31 23:59:59
2025-11,CUST_000142,SG,SG_BANK,Irfan bin Ghani,mass,1125.86,21.87,485.68,0.0,0.0,196.85,0.0,271.81,149.65,0.0,0.0,7,160.84,retail_shopping,Uniqlo Singapore,0.2703,SGD,2025-12-31 23:59:59
2025-12,CUST_000142,SG,SG_BANK,Irfan bin Ghani,mass,737.13,69.05,0.0,0.0,0.0,0.0,0.0,155.75,512.33,0.0,0.0,3,245.71,hotel,Marriott Singapore,-0.3453,SGD,2025-12-31 23:59:59
2025-01,CUST_000143,SG,SG_BANK,Yong Ho,affluent,1203.19,220.83,575.19,0.0,0.0,160.95,0.0,0.0,246.22,0.0,0.0,10,120.32,retail_shopping,Taj Hotels,0.0,SGD,2025-12-31 23:59:59
2025-02,CUST_000143,SG,SG_BANK,Yong Ho,affluent,2901.72,14.87,422.63,1319.01,25.93,0.0,0.0,162.73,920.04,0.0,36.51,13,223.21,travel_transport,Marriott Singapore,1.4117,SGD,2025-12-31 23:59:59
2025-03,CUST_000143,SG,SG_BANK,Yong Ho,affluent,3314.3,125.72,1262.8,1352.38,0.0,9.97,345.61,217.82,0.0,0.0,0.0,13,254.95,travel_transport,ComfortDelGro,0.1422,SGD,2025-12-31 23:59:59
2025-04,CUST_000143,SG,SG_BANK,Yong Ho,affluent,1990.92,61.61,688.68,0.0,655.0,359.36,86.47,0.0,0.0,0.0,139.8,10,199.09,retail_shopping,Raffles Medical Group,-0.3993,SGD,2025-12-31 23:59:59
2025-05,CUST_000143,SG,SG_BANK,Yong Ho,affluent,3230.95,82.64,811.49,1097.64,0.0,196.82,0.0,193.83,848.53,0.0,0.0,14,230.78,travel_transport,Pan Pacific Hotel,0.6228,SGD,2025-12-31 23:59:59
2025-06,CUST_000143,SG,SG_BANK,Yong Ho,affluent,2274.79,130.32,578.98,0.0,723.0,0.0,304.02,256.14,0.0,209.28,73.05,13,174.98,healthcare,Parkway Health,-0.2959,SGD,2025-12-31 23:59:59
2025-07,CUST_000143,SG,SG_BANK,Yong Ho,affluent,3213.23,21.65,556.01,1731.43,226.18,0.0,0.0,278.49,399.47,0.0,0.0,10,321.32,travel_transport,Scoot,0.4125,SGD,2025-12-31 23:59:59
2025-08,CUST_000143,SG,SG_BANK,Yong Ho,affluent,2378.47,166.65,1312.76,300.84,269.73,0.0,99.34,229.15,0.0,0.0,0.0,12,198.21,retail_shopping,Uniqlo Singapore,-0.2598,SGD,2025-12-31 23:59:59
2025-09,CUST_000143,SG,SG_BANK,Yong Ho,affluent,1969.61,176.13,655.8,590.17,0.0,82.72,317.48,147.31,0.0,0.0,0.0,11,179.06,retail_shopping,Singapore Airlines,-0.1719,SGD,2025-12-31 23:59:59
2025-10,CUST_000143,SG,SG_BANK,Yong Ho,affluent,2467.92,481.91,427.36,376.12,0.0,0.0,766.15,189.08,0.0,137.19,90.11,19,129.89,utilities,SP Group,0.253,SGD,2025-12-31 23:59:59
2025-11,CUST_000143,SG,SG_BANK,Yong Ho,affluent,3929.73,110.49,1365.28,915.01,0.0,263.62,540.57,734.76,0.0,0.0,0.0,17,231.16,retail_shopping,Sephora Singapore,0.5923,SGD,2025-12-31 23:59:59
2025-12,CUST_000143,SG,SG_BANK,Yong Ho,affluent,1460.88,79.2,671.65,0.0,371.42,0.0,0.0,255.77,0.0,82.84,0.0,8,182.61,retail_shopping,ZALORA Singapore,-0.6282,SGD,2025-12-31 23:59:59
2025-01,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,affluent,4894.91,73.59,1453.06,1978.66,0.0,0.0,0.0,81.55,1308.05,0.0,0.0,14,349.64,travel_transport,Singapore Airlines,0.0,SGD,2025-12-31 23:59:59
2025-02,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,affluent,2843.33,311.18,0.0,1456.28,0.0,0.0,0.0,647.92,427.95,0.0,0.0,13,218.72,travel_transport,ComfortDelGro,-0.4191,SGD,2025-12-31 23:59:59
2025-03,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,affluent,888.4,67.33,425.35,0.0,0.0,254.72,0.0,0.0,0.0,141.0,0.0,8,111.05,retail_shopping,Uniqlo Singapore,-0.6875,SGD,2025-12-31 23:59:59
2025-04,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,affluent,1760.38,35.23,420.11,496.25,392.2,0.0,0.0,416.59,0.0,0.0,0.0,7,251.48,travel_transport,Scoot,0.9815,SGD,2025-12-31 23:59:59
2025-05,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,affluent,1803.06,0.0,1328.6,227.58,0.0,103.06,0.0,143.82,0.0,0.0,0.0,6,300.51,retail_shopping,ZALORA Singapore,0.0242,SGD,2025-12-31 23:59:59
2025-06,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,affluent,1241.82,207.45,115.83,0.0,428.29,92.69,109.81,219.89,0.0,67.86,0.0,12,103.49,healthcare,Parkway Health,-0.3113,SGD,2025-12-31 23:59:59
2025-07,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,affluent,2398.94,139.78,650.47,961.82,485.3,111.45,0.0,50.12,0.0,0.0,0.0,11,218.09,travel_transport,Scoot,0.9318,SGD,2025-12-31 23:59:59
2025-08,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,affluent,2434.4,97.47,379.91,1127.18,0.0,147.91,86.86,370.64,0.0,104.57,119.86,13,187.26,travel_transport,ComfortDelGro,0.0148,SGD,2025-12-31 23:59:59
2025-09,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,affluent,2344.6,142.93,1239.1,151.47,473.77,28.51,139.69,69.66,0.0,99.47,0.0,12,195.38,retail_shopping,ZALORA Singapore,-0.0369,SGD,2025-12-31 23:59:59
2025-10,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,affluent,1166.46,246.98,112.32,683.63,0.0,0.0,123.53,0.0,0.0,0.0,0.0,8,145.81,travel_transport,Grab Transport SG,-0.5025,SGD,2025-12-31 23:59:59
2025-11,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,affluent,1774.74,97.3,295.02,636.86,0.0,120.65,94.01,0.0,450.53,80.37,0.0,12,147.9,travel_transport,Grab Transport SG,0.5215,SGD,2025-12-31 23:59:59
2025-12,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,affluent,2414.24,167.81,270.62,1115.96,278.65,0.0,474.98,0.0,0.0,0.0,106.22,12,201.19,travel_transport,Amazon,0.3603,SGD,2025-12-31 23:59:59
2025-01,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2128.25,138.52,751.45,973.59,0.0,43.71,0.0,220.98,0.0,0.0,0.0,10,212.82,travel_transport,Scoot,0.0,SGD,2025-12-31 23:59:59
2025-02,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,1858.36,92.03,130.33,675.18,0.0,16.05,437.36,507.41,0.0,0.0,0.0,11,168.94,travel_transport,Grab Transport SG,-0.1268,SGD,2025-12-31 23:59:59
2025-03,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2113.64,194.86,270.99,602.68,584.25,181.02,279.84,0.0,0.0,0.0,0.0,10,211.36,travel_transport,ComfortDelGro,0.1374,SGD,2025-12-31 23:59:59
2025-04,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2119.27,107.21,716.27,419.28,0.0,0.0,0.0,575.88,181.77,57.03,61.83,12,176.61,retail_shopping,Charles & Keith,0.0027,SGD,2025-12-31 23:59:59
2025-05,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2244.75,156.7,605.52,1099.35,0.0,0.0,0.0,259.6,0.0,123.58,0.0,14,160.34,travel_transport,Singapore Airlines,0.0592,SGD,2025-12-31 23:59:59
2025-06,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,1614.66,66.39,794.67,0.0,289.8,177.95,0.0,203.06,0.0,0.0,82.79,9,179.41,retail_shopping,Charles & Keith,-0.2807,SGD,2025-12-31 23:59:59
2025-07,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,1955.42,35.42,1908.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.19,6,325.9,retail_shopping,Uniqlo Singapore,0.211,SGD,2025-12-31 23:59:59
2025-08,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,1286.86,0.0,461.84,427.38,0.0,0.0,271.32,0.0,0.0,126.32,0.0,5,257.37,retail_shopping,Uniqlo Singapore,-0.3419,SGD,2025-12-31 23:59:59
2025-09,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,1949.52,156.87,527.79,640.87,0.0,0.0,0.0,85.22,443.66,95.11,0.0,10,194.95,travel_transport,Singapore Airlines,0.5149,SGD,2025-12-31 23:59:59
2025-10,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,1883.55,189.82,385.48,738.08,0.0,0.0,261.94,245.86,0.0,0.0,62.37,12,156.96,travel_transport,ComfortDelGro,-0.0338,SGD,2025-12-31 23:59:59
2025-11,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,208.77,185.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.28,4,52.19,food_dining,Grab Food SG,-0.8892,SGD,2025-12-31 23:59:59
2025-12,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2576.32,225.13,0.0,1576.99,237.36,0.0,0.0,499.47,0.0,37.37,0.0,11,234.21,travel_transport,Grab Transport SG,11.3405,SGD,2025-12-31 23:59:59
2025-01,CUST_000146,SG,SG_BANK,Ming Ong,affluent,4701.45,342.06,683.47,2078.6,0.0,191.61,201.43,0.0,1204.28,0.0,0.0,16,293.84,travel_transport,Grab Transport SG,0.0,SGD,2025-12-31 23:59:59
2025-02,CUST_000146,SG,SG_BANK,Ming Ong,affluent,842.48,47.02,135.97,0.0,0.0,0.0,0.0,0.0,659.49,0.0,0.0,5,168.5,hotel,Pan Pacific Hotel,-0.8208,SGD,2025-12-31 23:59:59
2025-03,CUST_000146,SG,SG_BANK,Ming Ong,affluent,1704.66,77.51,633.0,749.44,0.0,0.0,0.0,37.49,0.0,109.74,97.48,8,213.08,travel_transport,Grab Transport SG,1.0234,SGD,2025-12-31 23:59:59
2025-04,CUST_000146,SG,SG_BANK,Ming Ong,affluent,3301.39,167.85,588.05,807.7,778.93,38.52,72.9,0.0,745.0,0.0,102.44,13,253.95,travel_transport,Parkway Health,0.9367,SGD,2025-12-31 23:59:59
2025-05,CUST_000146,SG,SG_BANK,Ming Ong,affluent,1407.58,232.97,1035.65,0.0,0.0,0.0,0.0,0.0,0.0,138.96,0.0,8,175.95,retail_shopping,ZALORA Singapore,-0.5736,SGD,2025-12-31 23:59:59
2025-06,CUST_000146,SG,SG_BANK,Ming Ong,affluent,2820.16,136.97,1409.34,672.55,401.56,151.12,0.0,48.62,0.0,0.0,0.0,10,282.02,retail_shopping,Uniqlo Singapore,1.0036,SGD,2025-12-31 23:59:59
2025-07,CUST_000146,SG,SG_BANK,Ming Ong,affluent,1074.19,0.0,112.01,700.77,0.0,0.0,0.0,212.65,0.0,0.0,48.76,4,268.55,travel_transport,Grab Transport SG,-0.6191,SGD,2025-12-31 23:59:59
2025-08,CUST_000146,SG,SG_BANK,Ming Ong,affluent,1875.92,70.58,1341.43,0.0,422.14,0.0,0.0,41.77,0.0,0.0,0.0,7,267.99,retail_shopping,Uniqlo Singapore,0.7464,SGD,2025-12-31 23:59:59
2025-09,CUST_000146,SG,SG_BANK,Ming Ong,affluent,2640.86,65.97,512.59,1715.09,0.0,189.23,0.0,34.3,0.0,0.0,123.68,12,220.07,travel_transport,ComfortDelGro,0.4078,SGD,2025-12-31 23:59:59
2025-10,CUST_000146,SG,SG_BANK,Ming Ong,affluent,1645.36,225.99,435.66,769.42,0.0,0.0,0.0,0.0,0.0,120.71,93.58,9,182.82,travel_transport,Scoot,-0.377,SGD,2025-12-31 23:59:59
2025-11,CUST_000146,SG,SG_BANK,Ming Ong,affluent,3287.33,13.83,1225.89,648.59,67.83,179.64,729.62,256.49,0.0,94.37,71.07,15,219.16,retail_shopping,ZALORA Singapore,0.9979,SGD,2025-12-31 23:59:59
2025-12,CUST_000146,SG,SG_BANK,Ming Ong,affluent,3609.74,119.53,529.96,1739.22,259.42,102.63,576.69,25.4,0.0,216.89,40.0,18,200.54,travel_transport,ZALORA Singapore,0.0981,SGD,2025-12-31 23:59:59
2025-01,CUST_000147,SG,SG_BANK,Bin Wong,mass,1017.22,0.0,95.39,0.0,0.0,0.0,0.0,145.2,776.63,0.0,0.0,3,339.07,hotel,Pan Pacific Hotel,0.0,SGD,2025-12-31 23:59:59
2025-02,CUST_000147,SG,SG_BANK,Bin Wong,mass,633.09,20.75,288.08,0.0,0.0,0.0,176.85,0.0,0.0,147.41,0.0,4,158.27,retail_shopping,Charles & Keith,-0.3776,SGD,2025-12-31 23:59:59
2025-03,CUST_000147,SG,SG_BANK,Bin Wong,mass,935.7,203.22,129.93,0.0,360.27,0.0,160.86,81.42,0.0,0.0,0.0,8,116.96,healthcare,Mount Elizabeth Hospital,0.478,SGD,2025-12-31 23:59:59
2025-04,CUST_000147,SG,SG_BANK,Bin Wong,mass,610.95,18.78,0.0,0.0,325.69,118.13,0.0,0.0,0.0,148.35,0.0,4,152.74,healthcare,Parkway Health,-0.3471,SGD,2025-12-31 23:59:59
2025-05,CUST_000147,SG,SG_BANK,Bin Wong,mass,1517.92,46.79,533.75,789.3,0.0,73.09,0.0,74.99,0.0,0.0,0.0,6,252.99,travel_transport,Scoot,1.4845,SGD,2025-12-31 23:59:59
2025-06,CUST_000147,SG,SG_BANK,Bin Wong,mass,1520.34,0.0,599.23,547.86,0.0,0.0,0.0,373.25,0.0,0.0,0.0,4,380.08,retail_shopping,Charles & Keith,0.0016,SGD,2025-12-31 23:59:59
