card_id,account_id,card_number_hash,expiration_date,cvv_hash,issued_date,status,created_at
CARD_000213,ACC_000213,0042153655FF7D6F,2028-02-09,F4FEDE1D,2024-12-29,active,2024-03-17 22:58:05.056266
CARD_000214,ACC_000214,65C10437F4C1E1BD,2028-02-17,E23F3523,2024-08-18,active,2024-07-02 13:14:06.076436
CARD_000215,ACC_000215,C4393087001E316F,2029-12-30,465E74E3,2025-01-08,active,2026-01-07 01:49:50.917946
CARD_000216,ACC_000216,9BC6AF6CDF30BAC7,2029-10-23,4015D1D1,2024-10-17,active,2025-02-06 19:16:17.199940
CARD_000217,ACC_000217,B574B1BCD64EABC1,2027-09-06,9E41135A,2024-09-27,active,2024-04-29 18:48:06.903271
CARD_000218,ACC_000218,785467D20FC09265,2026-05-11,835A8F90,2025-01-26,active,2024-03-22 07:05:12.609946
CARD_000219,ACC_000219,71BA744F7C17523F,2027-12-03,B5753E2B,2024-07-15,active,2025-10-07 09:07:05.198848
CARD_000220,ACC_000220,749D01D530019329,2028-08-06,6B75C9BF,2024-06-08,active,2025-05-25 06:32:01.638330
CARD_000221,ACC_000221,D8F8909FAC1EA86C,2029-10-26,0F3BF40B,2025-01-20,active,2024-02-26 18:14:20.253244
CARD_000222,ACC_000222,8D7C3874831F74A1,2026-09-14,0ADF6429,2024-11-17,active,2026-01-14 22:51:16.724255
CARD_000223,ACC_000223,DD774E759AA1388F,2026-06-13,04C640A2,2024-06-02,active,2024-12-23 13:16:41.472851
CARD_000224,ACC_000224,E8BD7A445D7FD23C,2029-03-26,626D5031,2024-02-04,active,2024-12-22 19:42:18.025525
CARD_000225,ACC_000225,8FFE602DBEFBE814,2027-04-21,97B3675F,2024-07-15,active,2024-09-26 09:51:03.246177
CARD_000226,ACC_000226,D23B9DD6CAF63004,2028-01-25,910398C5,2024-01-10,active,2024-01-30 19:13:19.645647
CARD_000227,ACC_000227,2431D0D7B7FF07A5,2027-10-01,51ED1396,2024-05-29,active,2026-02-22 11:23:25.545426
CARD_000228,ACC_000228,FBC657BA211C8864,2027-10-05,6DD9DC22,2024-04-12,active,2025-07-03 14:30:18.931983
CARD_000229,ACC_000229,9A8620C0D29EDC1F,2026-08-26,8BE5F174,2024-06-21,active,2025-12-19 05:27:07.865994
CARD_000230,ACC_000230,6EB73E292A1344FC,2028-03-10,EF82C7BE,2024-03-07,active,2024-09-07 20:31:37.354906
CARD_000231,ACC_000231,82EDE0D86A68D9A0,2030-01-23,9331992D,2024-05-25,active,2024-04-10 12:06:22.526064
CARD_000232,ACC_000232,F07D776D1C924FC1,2027-08-12,B51AF1FC,2024-04-27,active,2024-07-04 03:28:54.151176
CARD_000233,ACC_000233,ACDF0CBF9AAE9032,2026-06-24,A92116EA,2025-02-05,active,2024-05-25 22:19:08.844314
CARD_000234,ACC_000234,0B9680A5B635E5C3,2027-02-10,94514151,2024-09-17,active,2025-02-08 00:16:27.970933
CARD_000235,ACC_000235,ECAC63709C6CE460,2026-06-05,BEAB4754,2024-05-20,active,2024-07-04 03:43:01.036176
CARD_000236,ACC_000236,2616B5566DAE5FBC,2028-09-02,E14766D2,2024-01-16,active,2024-08-16 12:28:46.666959
CARD_000237,ACC_000237,36B57A9C8AE96C82,2026-10-07,593D7656,2024-05-21,active,2025-11-24 23:57:47.704673
CARD_000238,ACC_000238,287EC8670515ACC8,2029-06-18,3F603D90,2024-05-23,active,2024-06-16 12:55:04.015468
CARD_000239,ACC_000239,D2392F8460510F88,2030-02-12,634A7D0B,2024-05-20,active,2024-06-24 03:12:41.856911
CARD_000240,ACC_000240,145058F799ED4529,2026-09-03,13D601DF,2024-03-21,active,2024-11-29 23:49:40.623698
CARD_000241,ACC_000241,FA825D263B8D6BA1,2026-08-15,4F8FEFF4,2024-08-10,active,2024-12-16 02:57:06.560786
CARD_000242,ACC_000242,6BA2634B2E3D28F4,2026-04-06,8BBB9DBD,2024-06-25,active,2026-01-05 15:47:50.529258
CARD_000243,ACC_000243,28622F6076AB634D,2029-04-07,D9FAB11E,2024-09-19,active,2024-05-08 06:34:25.447041
CARD_000244,ACC_000244,3ECAE629C879E213,2029-03-18,81434C7D,2024-12-27,active,2024-02-26 20:58:19.077629
CARD_000245,ACC_000245,351E2A12AA87A1FE,2028-05-23,A7139CAB,2024-01-11,active,2025-05-06 16:04:05.011488
CARD_000246,ACC_000246,39F6A5561C431C36,2028-01-20,2D8AA463,2024-06-15,active,2025-05-30 00:33:16.482453
CARD_000247,ACC_000247,1B23A89458A551B3,2029-03-06,F533CDE2,2024-04-23,active,2025-05-03 15:05:34.347698
CARD_000248,ACC_000248,467621546972AE1C,2026-06-12,A6AD08E4,2024-05-27,active,2025-02-20 16:06:51.913485
CARD_000249,ACC_000249,C48BE0AA8F25947F,2029-11-29,A97DDDBD,2024-08-01,active,2026-02-08 19:37:25.331753
CARD_000250,ACC_000250,FF0764C09A7DADDF,2027-01-19,16D7CC85,2025-02-24,active,2024-09-29 20:59:58.373907
CARD_000251,ACC_000251,C9333D1C5C07A2FC,2027-05-07,7F4508FB,2024-11-01,active,2024-08-28 12:12:42.804598
CARD_000252,ACC_000252,E55E073535E3B41C,2028-01-05,6433E127,2024-06-30,active,2025-07-31 18:45:44.632161
CARD_000253,ACC_000253,7E8D042230E82708,2029-02-03,261F1A14,2024-09-25,active,2025-11-25 10:39:19.432076
CARD_000254,ACC_000254,B4864A3AF89A0A80,2027-12-08,ED1F643C,2025-01-04,active,2024-06-17 10:46:39.974632
CARD_000255,ACC_000255,1482D0D34D19835E,2028-06-03,BFAE93B0,2024-05-22,active,2024-01-14 22:53:42.655553
CARD_000256,ACC_000256,72A93D766F649BFA,2028-06-28,57419F16,2024-08-16,active,2024-12-11 18:37:45.612195
CARD_000257,ACC_000257,264C68FE876FD154,2028-08-25,739B24D2,2024-04-29,active,2025-05-06 17:56:10.255235
CARD_000258,ACC_000258,06A85432A0B9B7BD,2026-08-29,6117841C,2024-12-27,active,2024-04-05 12:02:37.657397
CARD_000259,ACC_000259,E134AE973D1A51E8,2029-11-14,B24748FB,2024-04-01,active,2026-01-27 05:25:17.810134
CARD_000260,ACC_000260,B46F491B21484983,2030-01-30,078E7CD4,2024-02-03,active,2025-10-17 03:31:18.309182
CARD_000261,ACC_000261,9BC5C783E40AC1C4,2028-06-05,693BB13B,2025-02-26,active,2024-11-20 10:04:36.664490
CARD_000262,ACC_000262,A53C9CCDD5D9D0EC,2027-07-01,22A87FDD,2024-02-18,active,2024-04-25 16:07:37.958225
CARD_000263,ACC_000263,550558F117473071,2028-05-20,67B99735,2024-09-10,active,2025-10-02 00:18:22.451653
CARD_000264,ACC_000264,60640753D2C5D927,2027-10-11,8624CE11,2024-06-29,active,2024-11-15 00:27:17.542981
CARD_000265,ACC_000265,A26F6530E51CBC18,2029-12-31,E2451220,2024-07-13,active,2024-02-06 23:08:20.368065
CARD_000266,ACC_000266,D5BDB952C90223AA,2029-07-02,EA3C2A9A,2024-08-27,active,2024-09-14 02:19:41.677748
CARD_000267,ACC_000267,F288718DBAE1203F,2028-05-10,066C6CBC,2024-10-11,active,2026-02-23 01:59:44.839207
CARD_000268,ACC_000268,70410CC7C3D81A2C,2028-09-02,5F34AB23,2024-02-01,active,2024-09-15 10:02:34.549775
CARD_000269,ACC_000269,BB564F29FFAF7D58,2029-07-21,AD321776,2024-03-06,active,2025-07-25 03:37:28.331258
CARD_000270,ACC_000270,EA97D84DB2275B79,2030-02-02,16F8330B,2024-06-16,active,2024-07-31 09:09:51.801701
CARD_000271,ACC_000271,6DF0C7BBEBCEDFAF,2030-01-19,5D49467A,2024-02-13,active,2025-03-21 01:09:18.964214
CARD_000272,ACC_000272,6D82B8AED42D0B36,2030-02-03,CF44EB62,2024-10-07,active,2025-09-08 16:30:23.490511
CARD_000273,ACC_000273,105DBF64862F84C6,2029-10-28,6FBE3F7A,2024-02-11,active,2025-04-02 23:47:22.800513
CARD_000274,ACC_000274,C0F301A1250DC587,2029-09-19,6B9D53E1,2024-03-05,active,2025-08-14 00:24:24.441171
CARD_000275,ACC_000275,BDAA22A014E853BF,2029-05-28,A300088C,2024-08-07,active,2025-08-01 23:07:36.754945
CARD_000276,ACC_000276,D0274BFD3F4B42B3,2027-11-09,2005C5E4,2024-08-18,active,2024-12-15 20:28:03.404690
CARD_000277,ACC_000277,3E404520CEF21A76,2028-04-20,9F6A458F,2024-01-02,active,2025-09-12 19:19:15.194775
CARD_000278,ACC_000278,F2E3E0C53F5C9F3B,2026-11-18,8AE6F4F1,2024-07-05,active,2024-04-06 09:39:50.218842
CARD_000279,ACC_000279,5FA4E3E6CE0FA4B8,2026-04-08,5C499003,2024-08-24,active,2025-06-14 17:11:44.714785
CARD_000280,ACC_000280,44F705DC1D4CFE21,2028-11-11,F8CB2647,2024-07-20,active,2024-06-25 02:34:15.044504
CARD_000281,ACC_000281,19307072FFB71FFA,2027-07-08,AF9E25AD,2024-02-26,active,2024-09-06 11:11:22.998391
CARD_000282,ACC_000282,947470E17D3E1068,2027-06-20,2AEE144B,2025-01-20,active,2025-03-25 05:05:27.982563
CARD_000283,ACC_000283,6D44C33C3BF52F2E,2030-02-19,A5B3265F,2025-02-03,active,2024-01-24 06:05:49.797355
CARD_000284,ACC_000284,027158BA9C553E90,2028-01-24,E53D871A,2024-03-04,active,2024-01-31 05:30:33.155714
CARD_000285,ACC_000285,60C1EB7909AB78B3,2027-01-15,FA47DAD1,2024-09-01,active,2024-09-13 13:35:40.567995
CARD_000286,ACC_000286,731AAC12AEED2FA0,2029-09-11,E6156C6D,2024-01-03,active,2025-02-21 08:51:34.445088
CARD_000287,ACC_000287,1B412D01EA9433EE,2028-08-09,00CC0E2F,2024-04-15,active,2025-07-27 05:05:18.983668
CARD_000288,ACC_000288,31BD848EB8EA7452,2026-05-06,C98DEFAE,2024-12-10,active,2024-09-29 17:18:14.485198
CARD_000289,ACC_000289,EE6C6E6ECD0D1845,2027-08-18,D28AE56D,2024-07-19,active,2026-01-05 14:19:16.810806
CARD_000290,ACC_000290,90614572398CEA7E,2028-07-11,889F8701,2024-10-05,active,2024-09-03 02:32:38.169142
CARD_000291,ACC_000291,C57E3806E49510F7,2028-02-11,BFE36F3B,2024-06-18,active,2026-01-21 07:06:47.068496
CARD_000292,ACC_000292,4B835E0D495F2391,2029-10-24,846F0053,2024-11-30,active,2025-10-16 09:50:49.713513
CARD_000293,ACC_000293,E8B2005A8EA64E2D,2027-07-13,29607301,2024-02-21,active,2024-01-03 14:50:28.524281
CARD_000294,ACC_000294,F87C9B133B1157F2,2029-01-05,B39CA8BB,2025-02-26,active,2025-01-28 23:01:41.029810
CARD_000295,ACC_000295,839794A9F3A50A48,2028-08-09,6722B07C,2024-04-17,active,2025-06-22 08:28:46.350841
CARD_000296,ACC_000296,34CBA85855E2AFA2,2029-02-03,F7358D76,2024-11-17,active,2025-04-12 07:50:37.951114
CARD_000297,ACC_000297,B594924B210A5566,2026-04-18,32B4A519,2024-01-19,active,2026-01-07 23:07:12.696790
CARD_000298,ACC_000298,224E0F9E3B0D6534,2029-01-27,92B2D86E,2024-09-27,active,2024-07-26 11:42:03.985728
CARD_000299,ACC_000299,FBB694F9E2D13913,2029-10-24,98C0488C,2024-11-20,inactive,2024-11-11 23:49:32.268796
CARD_000300,ACC_000300,C5F61F3D5EF63DFD,2029-08-20,96C4DD7D,2025-02-28,active,2025-10-05 02:38:47.335208
CARD_000301,ACC_000301,676B5531A86CEB39,2026-04-02,7A02DF6C,2024-03-16,active,2024-06-05 00:15:51.778079
CARD_000302,ACC_000302,8B26E2F7D30636D4,2029-09-27,87919FAA,2024-01-27,active,2024-07-23 17:03:51.240983
CARD_000303,ACC_000303,B88C64A352AF4DC5,2026-05-06,B8A3CBE7,2025-02-20,active,2024-08-18 21:46:06.571091
CARD_000304,ACC_000304,E3DCC03D61F2F9A5,2030-01-05,2DDDEE3E,2024-07-29,active,2025-08-28 09:36:41.656799
CARD_000305,ACC_000305,D8D141554FB06B4E,2028-11-30,0037E035,2024-10-15,active,2025-03-12 14:12:46.257538
CARD_000306,ACC_000306,F4DADE154FE0BE7B,2026-07-21,3271DE25,2024-05-16,active,2024-01-03 04:43:56.250008
CARD_000307,ACC_000307,1ABB1D6B86A256DE,2026-03-24,EACCB91D,2024-12-23,inactive,2024-03-06 00:39:15.463413
CARD_000308,ACC_000308,04AFAAE848B4C21F,2029-03-16,521A17A8,2024-11-06,active,2024-06-11 21:40:42.353644
CARD_000309,ACC_000309,B32408E570B0B064,2027-04-04,59BB033D,2024-01-03,active,2024-01-12 12:01:43.911787
CARD_000310,ACC_000310,46C6EA4AA24AADAC,2028-11-24,6BD50E42,2024-10-02,active,2025-01-14 02:35:44.238957
CARD_000311,ACC_000311,7AF69ED2A58E20D3,2029-03-16,1AD369EB,2024-09-26,active,2024-12-15 05:09:03.777109
CARD_000312,ACC_000312,25873F402D549787,2026-08-26,B08DC27A,2024-08-03,active,2025-02-26 13:48:44.725469
CARD_000313,ACC_000313,548B692E685E8102,2027-03-11,CBE1EEDD,2024-03-25,active,2025-05-12 04:28:58.743998
CARD_000314,ACC_000314,3586257AAA4758AE,2027-07-28,23AA89FE,2024-02-02,active,2025-01-11 13:51:16.719552
CARD_000315,ACC_000315,F25027A75A37BA5B,2029-07-19,577762D9,2024-11-30,active,2024-05-07 17:27:47.226936
CARD_000316,ACC_000316,A097D7FD465CEA04,2028-09-18,A2FD3018,2025-02-03,active,2026-01-11 05:41:31.865927
CARD_000317,ACC_000317,9C82DF017FBF72E3,2026-10-08,967D419B,2024-12-04,active,2024-06-19 08:08:44.276155
CARD_000318,ACC_000318,23CD43CD0B14496F,2027-01-29,1F3E887E,2024-09-01,active,2025-07-01 06:12:32.035537
CARD_000319,ACC_000319,9F8978791A3AC3E3,2027-04-15,484D08F9,2024-03-13,active,2025-05-06 22:31:08.439816
CARD_000320,ACC_000320,BC4F0BE9BC5321B2,2027-06-30,465AA1CF,2024-04-07,active,2025-11-08 11:32:39.097284
CARD_000321,ACC_000321,821328EA81B788B7,2027-06-15,DEC3D79A,2024-12-26,active,2025-05-05 05:13:44.751155
CARD_000322,ACC_000322,AEB370865D039229,2027-10-13,16EC3259,2024-10-26,active,2025-09-11 15:35:07.759610
CARD_000323,ACC_000323,841FA8BB6F1E0078,2026-12-16,1B174A31,2024-02-07,inactive,2024-02-24 03:20:58.698338
CARD_000324,ACC_000324,F3D81CD88BC93043,2026-10-19,5B613644,2024-04-29,active,2025-11-23 01:01:57.200415
CARD_000325,ACC_000325,7AF58B64884C12FA,2026-10-03,31BC3208,2024-02-27,active,2025-11-20 14:17:15.655250
CARD_000326,ACC_000326,793908C2658BF44D,2026-04-17,78894356,2024-10-19,active,2024-12-03 09:47:25.420360
CARD_000327,ACC_000327,0F1F0B909D7C8245,2028-12-31,9B7D809D,2024-08-11,active,2024-12-31 18:31:59.872589
CARD_000328,ACC_000328,59CB7F73F3E69F47,2027-05-14,1834E0E1,2024-08-24,active,2026-01-04 02:38:10.212319
CARD_000329,ACC_000329,8B8F009A75B64D90,2029-03-13,3DF2B12D,2024-12-13,active,2024-11-04 02:43:53.644611
CARD_000330,ACC_000330,2AF9022C0D556CC4,2027-04-18,60035416,2024-01-19,active,2024-02-21 19:34:53.219781
CARD_000331,ACC_000331,318E08CF165DA37D,2026-11-17,4201EBCE,2025-02-27,active,2026-02-28 19:22:06.256668
CARD_000332,ACC_000332,7472632B379BD404,2028-02-16,F2ED6C95,2024-01-22,active,2025-12-26 10:35:21.426239
CARD_000333,ACC_000333,F3B06DAF264B5652,2028-11-30,CF6F8726,2024-10-17,active,2025-12-10 08:33:35.950917
CARD_000334,ACC_000334,D5165FB00FB021BB,2027-06-27,32F660AD,2024-10-20,active,2024-12-22 01:03:20.201807
CARD_000335,ACC_000335,4ACDDE48ED480CC1,2026-11-27,1CD34E19,2024-04-19,active,2025-05-04 02:01:45.159305
CARD_000336,ACC_000336,54826E063DB81A35,2026-09-17,3347F759,2024-05-25,inactive,2025-12-09 03:58:02.232273
CARD_000337,ACC_000337,DCB85BCCA085EE67,2029-08-19,78B8E1B8,2024-02-08,active,2025-06-27 20:14:39.213302
CARD_000338,ACC_000338,D9DBBE9B06B20166,2027-08-12,BE5C7DCD,2024-06-23,active,2025-08-09 02:49:23.819024
CARD_000339,ACC_000339,16AFED3BDFB3289B,2026-06-26,C9A69963,2024-09-09,active,2025-07-11 14:46:10.701141
CARD_000340,ACC_000340,0E29B096EB081872,2029-04-28,1F773B38,2025-02-22,active,2025-10-07 09:18:08.850379
CARD_000341,ACC_000341,99FB7399CD368950,2027-12-05,1461CA65,2024-01-19,active,2024-12-21 19:20:50.092822
CARD_000342,ACC_000342,4582BC033D1C59C1,2026-08-16,9FF5BD50,2025-01-02,active,2025-10-09 22:47:53.379655
CARD_000343,ACC_000343,137A71AF00437A36,2028-01-29,D8D557AA,2024-03-25,active,2025-05-19 00:41:10.882028
CARD_000344,ACC_000344,5B79508DB4C64C5C,2026-11-17,706F5E0B,2024-09-23,active,2025-09-14 12:42:22.489313
CARD_000345,ACC_000345,9483C8A853D261C0,2030-02-19,5410C9CD,2024-03-05,active,2025-02-15 09:12:40.445028
CARD_000346,ACC_000346,2A62A8DB28A0FF40,2029-08-16,345F01C5,2024-10-10,active,2024-02-23 08:53:58.464636
CARD_000347,ACC_000347,22C05F72CC906339,2026-09-25,C22E2E64,2024-08-29,active,2025-08-06 20:32:33.112756
CARD_000348,ACC_000348,346E4542DAEB42A1,2030-01-17,77BE60B7,2024-12-15,active,2024-09-05 14:29:49.530278
CARD_000349,ACC_000349,3D27B3D40A517E3B,2027-04-24,EABCFC96,2024-05-01,active,2025-09-01 22:29:49.734264
CARD_000350,ACC_000350,625D259EF78ED861,2030-01-30,DD52DF5E,2024-07-27,active,2025-06-30 06:53:35.894015
CARD_000351,ACC_000351,B02D874FFAD4E3CD,2030-02-06,F568F202,2025-01-21,active,2024-01-23 22:50:19.095924
CARD_000352,ACC_000352,2984247BD2A8FDE9,2026-09-13,A65FFE50,2024-06-15,active,2025-11-21 02:34:27.288093
CARD_000353,ACC_000353,EB2C69ED5FA80C93,2029-09-15,747A3018,2024-02-29,active,2025-10-04 14:06:12.299202
CARD_000354,ACC_000354,52E43C146D53FD35,2029-09-12,FF412666,2025-02-08,active,2025-01-06 05:19:35.982618
CARD_000355,ACC_000355,9A8851A7736D581E,2027-12-16,B0C286D1,2024-12-24,active,2025-01-17 07:16:27.593791
CARD_000356,ACC_000356,FA9D30DD1361BFDA,2030-01-31,83E9CE90,2024-11-18,active,2025-06-15 06:51:56.333515
CARD_000357,ACC_000357,64298D679CC9F093,2028-04-10,98CD40D6,2024-03-03,inactive,2025-12-10 02:36:01.028981
CARD_000358,ACC_000358,0FA39065263CE972,2027-07-30,13E8F524,2024-03-08,active,2024-10-28 06:47:48.496826
CARD_000359,ACC_000359,24759FB03A5A694B,2026-10-11,CDB4DF21,2024-08-05,active,2025-04-08 12:08:30.134503
CARD_000360,ACC_000360,1C939BE49C566070,2029-07-23,1AF16161,2024-10-20,active,2025-08-27 05:53:23.635226
CARD_000361,ACC_000361,4C215FEBA7CEEDCB,2027-07-05,542D8B21,2024-07-08,active,2024-08-16 04:31:00.559137
CARD_000362,ACC_000362,B5B58BECF4E87F5C,2029-01-23,90BA9830,2024-11-23,active,2025-11-27 20:58:52.965093
CARD_000363,ACC_000363,4D85D567CC1E1B3A,2028-03-30,E64A329C,2024-06-28,active,2025-03-03 15:53:00.040776
CARD_000364,ACC_000364,B7816420B3119D37,2027-06-30,7792B5F2,2024-02-22,active,2024-01-09 02:09:02.051967
CARD_000365,ACC_000365,CDB0229F9814B2E2,2027-11-30,999A1E93,2024-12-29,active,2024-02-29 21:36:20.679058
CARD_000366,ACC_000366,48FA792ACEC1995C,2027-05-04,B5E7E83A,2024-09-17,active,2025-10-19 20:31:04.189901
CARD_000367,ACC_000367,71B64BBEFAC89F28,2028-11-01,6CEB3492,2024-02-23,active,2024-03-15 02:53:40.625879
CARD_000368,ACC_000368,3E0CC4D9FBA15E6C,2026-05-01,679AC0EB,2024-03-29,active,2025-02-10 02:23:55.725195
CARD_000369,ACC_000369,F4B69794FD63B6D9,2029-07-15,0811753A,2024-06-18,active,2024-07-27 09:54:07.631602
CARD_000370,ACC_000370,9E221E613284C155,2026-07-20,6D063CF0,2024-10-21,active,2024-01-30 05:17:01.795624
CARD_000371,ACC_000371,2C865870F3504956,2028-03-15,1437DA39,2024-07-23,active,2024-07-17 09:01:07.776131
CARD_000372,ACC_000372,997E543076B7B0D1,2026-10-04,6FDB34B4,2024-02-24,active,2025-07-29 02:58:46.196853
CARD_000373,ACC_000373,8D46FCCEC63FCFA8,2029-11-22,ABEAFD0B,2025-01-31,active,2024-10-01 03:39:22.180405
CARD_000374,ACC_000374,871A73C48633ABE9,2028-04-05,6FEB5A9B,2025-01-06,active,2025-02-20 06:26:45.350715
CARD_000375,ACC_000375,9C119F80708A773F,2028-03-26,E5FD410C,2024-10-01,active,2024-12-06 05:43:25.378973
CARD_000376,ACC_000376,B75783E27FD4BB2A,2029-07-09,73E4C90D,2024-04-13,active,2026-02-24 13:02:50.130027
CARD_000377,ACC_000377,EA8BD2430B3E875E,2028-08-11,9C57DABC,2024-01-15,active,2025-09-22 03:52:15.040142
CARD_000378,ACC_000378,A29E7B0F42DEAAFD,2027-09-17,66264992,2025-02-21,active,2026-01-08 17:54:40.573777
CARD_000379,ACC_000379,C002ED59923E759F,2029-12-29,31383933,2024-12-26,active,2024-07-02 21:19:26.201279
CARD_000380,ACC_000380,E9813494567867C6,2028-05-03,7C86FC02,2024-10-14,active,2024-03-07 07:27:33.685792
CARD_000381,ACC_000381,388FE8FE85F86D17,2029-10-28,6C6EA87C,2024-10-12,active,2024-05-05 03:44:57.033030
CARD_000382,ACC_000382,71FD0F68BD12D666,2029-11-19,E5E7BD3B,2024-04-22,active,2024-08-25 02:11:09.422279
CARD_000383,ACC_000383,CC6A694EF10C4C6B,2030-01-14,1143E5A2,2024-06-20,active,2024-01-09 15:31:01.298415
CARD_000384,ACC_000384,47798FA39E44F988,2027-06-30,DBDAC345,2024-03-29,active,2024-09-14 19:37:10.689137
CARD_000385,ACC_000385,3CBECC6AD2CCB764,2029-08-01,D5C720FE,2024-04-15,active,2024-11-20 20:33:29.652794
CARD_000386,ACC_000386,7966DD09BD2E3B86,2027-04-27,31D5C8BA,2024-10-06,active,2026-01-16 08:59:10.179178
CARD_000387,ACC_000387,AFACC057910FB609,2029-04-15,DDB9A7D0,2024-02-13,active,2025-07-24 13:23:42.775481
CARD_000388,ACC_000388,4DC186EBCDE88215,2028-01-18,572542A0,2024-04-13,active,2024-11-17 13:49:14.201997
CARD_000389,ACC_000389,35B67B89E33E5F16,2027-06-14,F288735D,2024-06-02,active,2025-02-04 13:21:19.271328
CARD_000390,ACC_000390,0CDF6FC4D5612122,2028-06-07,00E38E07,2025-01-21,active,2025-07-27 12:34:45.160127
CARD_000391,ACC_000391,10637F3674DFEE4A,2026-09-10,B123B9E1,2025-02-22,active,2024-04-16 02:02:24.469218
CARD_000392,ACC_000392,AC2F9097E1ACB9D9,2027-02-05,CF51FE31,2024-12-13,active,2024-03-31 15:38:33.920197
CARD_000393,ACC_000393,B83B414E67AEE8D3,2030-02-14,28A10FA2,2024-09-05,active,2024-01-19 22:05:48.204750
CARD_000394,ACC_000394,E42378348B2148B3,2027-10-02,BB955C1A,2024-10-28,active,2024-09-30 20:19:15.817462
CARD_000395,ACC_000395,EC170FA518C20713,2027-11-03,8A943EBD,2024-11-21,active,2024-06-19 19:05:33.209721
CARD_000396,ACC_000396,68E6DD0E0B3F5AC7,2026-07-21,0D09D237,2024-03-10,active,2026-01-17 19:01:44.974025
CARD_000397,ACC_000397,541413E9FB6F8648,2028-12-12,0DE128C7,2024-03-17,inactive,2024-06-24 22:45:43.530069
CARD_000398,ACC_000398,211EB56AE8DBC305,2028-04-28,0B4E0A48,2024-12-15,active,2026-01-12 19:47:56.004491
CARD_000399,ACC_000399,6A0E8B651FA7814E,2027-12-09,379F2BB8,2024-08-19,active,2025-03-26 09:55:49.374410
CARD_000400,ACC_000400,7E7ED0C288F41AAB,2027-08-01,D16E8E49,2024-03-25,active,2024-07-23 23:33:49.192986
CARD_000401,ACC_000401,63DE23501A9116A3,2028-02-10,CFD47AC3,2025-02-19,active,2024-08-22 09:42:29.708224
CARD_000402,ACC_000402,692DE994DB2BC429,2029-08-31,D626AFB8,2024-02-01,active,2024-03-26 08:56:11.753909
CARD_000403,ACC_000403,2108F81472EC4D61,2027-01-08,F8E95EEE,2024-11-25,active,2024-05-24 13:05:49.701509
CARD_000404,ACC_000404,6B62A5E7699C3E6E,2027-01-14,C0055648,2024-07-19,active,2024-03-18 22:57:33.765453
CARD_000405,ACC_000405,AB97AD575E7ADD73,2026-04-11,55D1CB27,2024-12-22,active,2024-08-23 00:00:45.795229
CARD_000406,ACC_000406,08350DEA20FD50D7,2029-04-19,C4064EFD,2024-02-13,active,2025-11-13 17:06:44.550683
CARD_000407,ACC_000407,ABDD942116A768DD,2026-11-08,13411D44,2025-01-02,active,2025-03-29 14:44:31.274668
CARD_000408,ACC_000408,24B23A80F25645D2,2028-12-13,397335D9,2024-11-19,active,2025-08-07 01:12:06.430618
CARD_000409,ACC_000409,572D11C48347806A,2029-03-21,B17C0B18,2025-01-07,active,2025-06-01 22:54:02.643308
CARD_000410,ACC_000410,48777FF49282A08C,2026-03-18,A1A47106,2024-08-29,inactive,2024-12-23 16:50:29.453792
CARD_000411,ACC_000411,1F8138B4592ED7F3,2029-02-24,A494C719,2024-03-28,active,2024-10-05 00:02:50.328764
CARD_000412,ACC_000412,2460046E1E74B9E8,2027-03-10,84660BAC,2024-06-17,active,2025-11-10 09:22:39.676492
CARD_000413,ACC_000413,2AC44859054B6B4F,2026-04-26,F6C60B0D,2024-10-11,inactive,2024-09-27 01:55:06.245792
CARD_000414,ACC_000414,022A96E71F69FEEB,2029-02-03,913CA229,2024-12-17,active,2024-07-26 00:35:22.187253
CARD_000415,ACC_000415,48669AFC573C8B6E,2029-07-24,20C308E5,2024-02-19,active,2025-12-11 19:35:04.010135
CARD_000416,ACC_000416,1E957E3FBB18C342,2027-12-20,8B86B01D,2024-10-07,active,2024-06-27 16:03:16.474041
CARD_000417,ACC_000417,64B67CCDA4FCACB5,2027-08-26,2E5E4F83,2024-02-03,active,2024-12-05 19:43:06.661666
CARD_000418,ACC_000418,5DBC4CA12B95CF4F,2029-01-12,DA7F2228,2024-08-11,active,2024-10-08 15:59:54.336841
CARD_000419,ACC_000419,760A4A6C87D5C522,2026-03-04,FE5122D4,2025-02-18,active,2024-07-26 07:25:34.154571
CARD_000420,ACC_000420,8BB9C76D89F593FA,2027-08-24,15E3B161,2024-10-06,active,2026-02-06 12:26:46.048516
CARD_000421,ACC_000421,CB5032B47CF2F398,2029-12-19,43C8791C,2024-08-08,active,2025-05-03 13:03:43.612056
CARD_000422,ACC_000422,DE178F5748055B91,2026-11-14,E02F71B0,2024-10-25,active,2025-10-21 21:54:13.857618
CARD_000423,ACC_000423,4F3DFB78AE80E1C6,2028-08-27,86FA7890,2024-01-06,active,2024-04-26 05:19:08.577888
CARD_000424,ACC_000424,E548487C562E2CAC,2027-10-05,DF34D66F,2024-07-04,active,2025-03-19 17:15:26.205807
CARD_000425,ACC_000425,12382A76D676B6F9,2026-11-23,7B4476C6,2025-02-01,active,2024-07-02 11:29:19.599122
CARD_000426,ACC_000426,E4A982B42F9E67F2,2029-12-05,5E01AA7B,2024-01-07,active,2025-10-11 06:05:37.758763
CARD_000427,ACC_000427,C951FD3A15A20962,2029-02-05,E0C9C5C1,2024-04-02,active,2025-01-08 04:28:23.819533
