card_id,account_id,customer_id,country_code,legal_entity,card_type,card_scheme,card_number_hash,card_tier,issued_date,expiry_date,card_status,is_primary_card,daily_limit,international_enabled,contactless_enabled,created_at,updated_at
CRD_0000098,ACC_0000098,CUST_000080,SG,SG_BANK,credit,VISA,b6bba05ccfca39bc755d9feb5ab5097b82b81a64aa6d984f6b882624608b8041,Classic,2023-07-01,2026-07-28,active,1,2340.0,1,1,2023-07-01 09:00:00,2025-12-31 23:59:59
CRD_0000099,ACC_0000099,CUST_000081,SG,SG_BANK,credit,VISA,918f86bc607e2e610a187e9f7c0a26aa1b185e50fb4aba69dbbbca850825f280,Gold,2024-05-10,2027-05-28,active,1,21570.0,1,1,2024-05-10 09:00:00,2025-12-31 23:59:59
CRD_0000100,ACC_0000100,CUST_000082,SG,SG_BANK,credit,VISA,44ee7fc8199842e6bea7c058a4cab3d30c90b56049aa48bbedb0d7df7dfeecad,Classic,2023-05-24,2028-05-28,active,1,7980.0,0,1,2023-05-24 09:00:00,2025-12-31 23:59:59
CRD_0000101,ACC_0000101,CUST_000083,SG,SG_BANK,credit,MASTERCARD,b9fca78e7970baeb48ac51f262bbcd61e5d271e13fd042f824bdb0d84fad9994,Gold,2022-01-14,2025-01-28,expired,1,35280.0,1,1,2022-01-14 09:00:00,2025-12-31 23:59:59
CRD_0000102,ACC_0000102,CUST_000084,SG,SG_BANK,credit,VISA,0c1cd8b03a692277662ed920f624a33108b777ce6c0ebc62c14bc5158818e227,Classic,2022-02-08,2025-02-28,expired,1,5130.0,0,1,2022-02-08 09:00:00,2025-12-31 23:59:59
CRD_0000103,ACC_0000103,CUST_000085,SG,SG_BANK,credit,VISA,6959c18e4fac2552693045872f0e9469d683901f735c115fda3ef72fba5d4bd0,Classic,2022-09-13,2025-09-28,expired,1,4980.0,0,1,2022-09-13 09:00:00,2025-12-31 23:59:59
CRD_0000104,ACC_0000104,CUST_000085,SG,SG_BANK,credit,VISA,a0f138e270ed410912641d3966ab91c0efdb4b5b90f84546d8fc61e9ef094125,Classic,2023-12-16,2028-12-28,active,1,3960.0,0,1,2023-12-16 09:00:00,2025-12-31 23:59:59
CRD_0000105,ACC_0000105,CUST_000086,SG,SG_BANK,credit,MASTERCARD,e2db96dc89acbaa1bc8f672ec1876f3fb4f178a70a066374e6e29eac4eb70cb2,Standard,2020-11-16,2025-11-28,expired,1,3090.0,1,1,2020-11-16 09:00:00,2025-12-31 23:59:59
CRD_0000106,ACC_0000106,CUST_000087,SG,SG_BANK,credit,VISA,373623cd1ab48d8a5622e9fa596a1b5766222cc474066d8fe95f51640d2a79ae,Gold,2023-01-05,2026-01-28,active,1,18540.0,1,1,2023-01-05 09:00:00,2025-12-31 23:59:59
CRD_0000107,ACC_0000107,CUST_000088,SG,SG_BANK,credit,VISA,2f707a70af0e348d67e84547a2812450c36099e5ede0761f2727ab3b4f50de0b,Gold,2022-09-24,2027-09-28,active,1,26880.0,1,1,2022-09-24 09:00:00,2025-12-31 23:59:59
CRD_0000108,ACC_0000108,CUST_000089,SG,SG_BANK,credit,VISA,2f9848c696ae088a6ba17287455a03ac101279c1e70ef929e2aaea9c1016ca99,Gold,2020-10-10,2023-10-28,expired,1,12270.0,1,1,2020-10-10 09:00:00,2025-12-31 23:59:59
CRD_0000109,ACC_0000109,CUST_000089,SG,SG_BANK,credit,MASTERCARD,2c257de37b66db553f83686a27be905f3085285d1c8080b5a1696e584e0346a2,Gold,2024-05-11,2029-05-28,active,1,11760.0,1,1,2024-05-11 09:00:00,2025-12-31 23:59:59
CRD_0000110,ACC_0000110,CUST_000090,SG,SG_BANK,credit,VISA,6a9dcb2882898bdf7b5f4d774eed178ca06782da961e02aeba0f4ea193bd9ae0,Gold,2023-05-27,2026-05-28,active,1,15300.0,1,1,2023-05-27 09:00:00,2025-12-31 23:59:59
CRD_0000111,ACC_0000111,CUST_000091,SG,SG_BANK,credit,VISA,5cac5e82d3f5898c6fb95f2fe8c739d3284acc0b9c133e2a66e2d068717c9b60,Gold,2020-07-19,2023-07-28,expired,1,21330.0,1,1,2020-07-19 09:00:00,2025-12-31 23:59:59
CRD_0000112,ACC_0000112,CUST_000092,SG,SG_BANK,credit,MASTERCARD,b78bd4a7471785b775e4ff5b63cc4bf312d4e1adebb2a2eca05cacbd049c524c,Gold,2020-10-19,2023-10-28,expired,1,15810.0,1,1,2020-10-19 09:00:00,2025-12-31 23:59:59
CRD_0000113,ACC_0000113,CUST_000092,SG,SG_BANK,credit,MASTERCARD,1a3b0e5fcbd93c2052dc5925f35dbce8fbff21cbeabbe9f675d51e623455f8e8,Gold,2020-06-01,2025-06-28,expired,1,24270.0,1,1,2020-06-01 09:00:00,2025-12-31 23:59:59
CRD_0000114,ACC_0000114,CUST_000093,SG,SG_BANK,credit,MASTERCARD,e641c1d111cf2bcaa2965b611acb69b238dd321eb8ebb1136debe1ef8e20705a,Gold,2021-03-16,2026-03-28,active,1,11940.0,1,1,2021-03-16 09:00:00,2025-12-31 23:59:59
CRD_0000115,ACC_0000115,CUST_000094,SG,SG_BANK,credit,VISA,840f354f54ae816e84461c18913f5af99b313c19522af74d03e138deca8eb6e9,Gold,2024-08-08,2027-08-28,active,1,15720.0,1,1,2024-08-08 09:00:00,2025-12-31 23:59:59
CRD_0000116,ACC_0000116,CUST_000095,SG,SG_BANK,credit,VISA,c1d49715514bf17fab7b4f34ea795806b13a9ab8ec3d4c42a46ebc644cad7c58,Platinum,2020-01-24,2023-01-28,expired,1,27990.0,1,1,2020-01-24 09:00:00,2025-12-31 23:59:59
CRD_0000117,ACC_0000117,CUST_000095,SG,SG_BANK,credit,MASTERCARD,50622bb937e85d3e14da7ec5eb4c82ad50831c1bf1a09f1280971e52b0209c10,World,2022-12-18,2025-12-28,expired,1,22620.0,1,1,2022-12-18 09:00:00,2025-12-31 23:59:59
CRD_0000118,ACC_0000118,CUST_000096,SG,SG_BANK,credit,VISA,ab3b204b361a4a22b9175d755be6a46cc4f7d2891945809a8ce0da38f328043e,Gold,2022-07-27,2027-07-28,active,1,7470.0,1,1,2022-07-27 09:00:00,2025-12-31 23:59:59
CRD_0000119,ACC_0000119,CUST_000097,SG,SG_BANK,credit,VISA,610907c3b73cc9b782c375619f8b95f39ff78a5e8006b8ca04fad5e0eda64b59,Classic,2022-10-25,2025-10-28,expired,1,9240.0,0,1,2022-10-25 09:00:00,2025-12-31 23:59:59
CRD_0000120,ACC_0000120,CUST_000098,SG,SG_BANK,credit,MASTERCARD,b656d14b419eb838d91bbbabe9c95a08d7ff5a3918f0ffb648fbe0d9de2e9b02,Standard,2021-05-04,2026-05-28,active,1,9960.0,1,1,2021-05-04 09:00:00,2025-12-31 23:59:59
CRD_0000121,ACC_0000121,CUST_000099,SG,SG_BANK,credit,VISA,cf05152f32b593e89a04d2ff8e850ff44360bae6738291a4a389a73747e1f522,Platinum,2023-06-26,2028-06-28,active,1,51360.0,1,1,2023-06-26 09:00:00,2025-12-31 23:59:59
CRD_0000122,ACC_0000122,CUST_000100,SG,SG_BANK,credit,MASTERCARD,22e4477dde6298efbdd9bf90501fa51390c439b29bc3b89408dc44bfde92ad4f,Standard,2021-06-19,2026-06-28,active,1,4080.0,1,1,2021-06-19 09:00:00,2025-12-31 23:59:59
CRD_0000123,ACC_0000123,CUST_000101,SG,SG_BANK,credit,MASTERCARD,7ca95cbd3aa3867005e94b39157f7b52b7bbd807ac2a93f28cd80ff8fc58bb5c,Standard,2022-03-24,2025-03-28,expired,1,3030.0,1,1,2022-03-24 09:00:00,2025-12-31 23:59:59
CRD_0000124,ACC_0000124,CUST_000102,SG,SG_BANK,credit,MASTERCARD,80bad2b9a18d73ebdae9be022ba8cb57fec7b88e02e564fcb0f1ecfeade3e68a,Gold,2021-10-10,2024-10-28,expired,1,15810.0,1,1,2021-10-10 09:00:00,2025-12-31 23:59:59
CRD_0000125,ACC_0000125,CUST_000103,SG,SG_BANK,credit,VISA,20c48f9d9e161acbd600fbf178b2ccc4b7107cff45c20b90b7fa6ec95507a0e5,Gold,2022-11-05,2025-11-28,expired,1,16140.0,1,1,2022-11-05 09:00:00,2025-12-31 23:59:59
CRD_0000126,ACC_0000126,CUST_000104,SG,SG_BANK,credit,MASTERCARD,f39461e625cce6ff8ea9948b0f1f225e7c8bce547f35012d585f9d63c6188f7d,Gold,2023-03-16,2028-03-28,active,1,13230.0,1,1,2023-03-16 09:00:00,2025-12-31 23:59:59
CRD_0000127,ACC_0000127,CUST_000105,SG,SG_BANK,credit,MASTERCARD,1e2ac967421076b313e7e90b1502b3acf8d2e363a7955c6fa4982a6ddc5d6aa2,Gold,2020-11-07,2023-11-28,expired,1,12060.0,1,1,2020-11-07 09:00:00,2025-12-31 23:59:59
CRD_0000128,ACC_0000128,CUST_000106,SG,SG_BANK,credit,VISA,691f6c0ab7bb84efad3e77c10c8bc09764a1b27886620a832b0f5746d07cf3d7,Classic,2020-07-21,2025-07-28,expired,1,9270.0,0,1,2020-07-21 09:00:00,2025-12-31 23:59:59
CRD_0000129,ACC_0000129,CUST_000107,SG,SG_BANK,credit,VISA,e2cbe2e41b60cf6c75af481a60782f8d555abf2cb29c872475edd51aba24935c,Gold,2021-05-26,2026-05-28,active,1,27360.0,1,1,2021-05-26 09:00:00,2025-12-31 23:59:59
CRD_0000130,ACC_0000130,CUST_000108,SG,SG_BANK,credit,MASTERCARD,da50fd30d3c5e7ad353e96a7a67e43afd49ca211f1d7bceaae0d6f001b10a080,Standard,2022-09-09,2025-09-28,expired,1,4980.0,0,1,2022-09-09 09:00:00,2025-12-31 23:59:59
CRD_0000131,ACC_0000131,CUST_000109,SG,SG_BANK,credit,VISA,06c1fc233cec33d09e9b200ef390845a57b638abdee6325d4bc4c9753f94264d,Classic,2021-04-19,2026-04-28,active,1,7380.0,0,1,2021-04-19 09:00:00,2025-12-31 23:59:59
CRD_0000132,ACC_0000132,CUST_000110,SG,SG_BANK,credit,MASTERCARD,10fb1e223f74f65e42ae6b8062808f59a3405587b622d676c8645fbb3957ec11,Standard,2023-02-15,2028-02-28,active,1,8100.0,0,1,2023-02-15 09:00:00,2025-12-31 23:59:59
CRD_0000133,ACC_0000133,CUST_000111,SG,SG_BANK,credit,MASTERCARD,832ef538088f8e32065a08842baca615d4aef0652c4acf2ab788932c87f3c5ca,World,2023-02-24,2026-02-28,active,1,9750.0,1,1,2023-02-24 09:00:00,2025-12-31 23:59:59
CRD_0000134,ACC_0000134,CUST_000112,SG,SG_BANK,credit,MASTERCARD,2d7eeb101b4d236eebf176b2c15f994baa460da08aab2de4c1d6b6353a701009,Standard,2022-08-21,2025-08-28,expired,1,5070.0,1,1,2022-08-21 09:00:00,2025-12-31 23:59:59
CRD_0000135,ACC_0000135,CUST_000113,SG,SG_BANK,credit,MASTERCARD,6dd4bf8fa61f43cafb0f5c116e7b891b717437e56a7971cf237b82b640d9debb,Standard,2022-11-18,2027-11-28,active,1,9000.0,1,1,2022-11-18 09:00:00,2025-12-31 23:59:59
CRD_0000136,ACC_0000136,CUST_000114,SG,SG_BANK,credit,MASTERCARD,fde586ee93f50bd42e33ada6f8f81e9c70abf7298ca9d77299d4807c69dbf15a,Gold,2024-08-16,2029-08-28,active,1,18660.0,1,1,2024-08-16 09:00:00,2025-12-31 23:59:59
CRD_0000137,ACC_0000137,CUST_000114,SG,SG_BANK,credit,MASTERCARD,c5de7e01022b9a1e53e626606528ead233a573852d81e073d61c44719351fd87,Gold,2022-11-22,2027-11-28,active,1,21090.0,1,1,2022-11-22 09:00:00,2025-12-31 23:59:59
CRD_0000138,ACC_0000138,CUST_000115,SG,SG_BANK,credit,VISA,5f6b4d88766ac98466cbbfb09e2488a0ef340260a339c09c2f243466cfe6d658,Gold,2024-08-04,2029-08-28,active,1,13020.0,1,1,2024-08-04 09:00:00,2025-12-31 23:59:59
CRD_0000139,ACC_0000139,CUST_000116,SG,SG_BANK,credit,MASTERCARD,891763bd2e7b6e05050626cb7cc1bac612fdd44993617ea45f8ef6756003f914,Standard,2021-03-20,2026-03-28,active,1,5040.0,1,1,2021-03-20 09:00:00,2025-12-31 23:59:59
CRD_0000140,ACC_0000140,CUST_000117,SG,SG_BANK,credit,VISA,e9af7b5e1ef10b390c47e94c8e479f4f597af1ca654a6973a62d37da4eb305b3,Classic,2022-06-05,2027-06-28,active,1,4920.0,1,1,2022-06-05 09:00:00,2025-12-31 23:59:59
CRD_0000141,ACC_0000141,CUST_000118,SG,SG_BANK,credit,VISA,573f48dfab5ec64db73764dcea9a8bce8ab5f76d1c76f1b19c62b310cfdad288,Classic,2023-01-25,2026-01-28,active,1,3060.0,0,1,2023-01-25 09:00:00,2025-12-31 23:59:59
CRD_0000142,ACC_0000142,CUST_000119,SG,SG_BANK,credit,MASTERCARD,a76d367ed533dc4e2c4978299388978b95ebd8d1d7180da5fb2f6cdb8913e2a6,Gold,2021-04-22,2024-04-28,expired,1,29490.0,1,1,2021-04-22 09:00:00,2025-12-31 23:59:59
CRD_0000143,ACC_0000143,CUST_000120,SG,SG_BANK,credit,MASTERCARD,f4ff1877067077181290a756ab235123b2f0afcbd98ed1650e6c4b7936885a89,Gold,2024-12-07,2029-12-28,active,1,26910.0,1,1,2024-12-07 09:00:00,2025-12-31 23:59:59
CRD_0000144,ACC_0000144,CUST_000121,SG,SG_BANK,credit,VISA,df9f588ce6a38959280fb152c9383ba2c94e3dfeca9c824a261f2057c94ea0de,Classic,2023-12-19,2026-12-28,active,1,6570.0,1,1,2023-12-19 09:00:00,2025-12-31 23:59:59
CRD_0000145,ACC_0000145,CUST_000122,SG,SG_BANK,credit,MASTERCARD,9de086244529ef58e1a38c54eb3ac3d0aff6ee06f7731ef9a9a49e16a46456ea,Standard,2023-01-04,2026-01-28,active,1,3480.0,1,1,2023-01-04 09:00:00,2025-12-31 23:59:59
CRD_0000146,ACC_0000146,CUST_000123,SG,SG_BANK,credit,MASTERCARD,26d8db7c5a0029e3e15978b2858765e2e2e663c0e48c12ed52e73fa67e3905bc,Gold,2020-06-25,2023-06-28,expired,1,17100.0,1,1,2020-06-25 09:00:00,2025-12-31 23:59:59
CRD_0000147,ACC_0000147,CUST_000124,SG,SG_BANK,credit,VISA,7e77d66d2dfa382ac8a52d3799aa09817bd13925815c195a1715bd7fc2e7cade,Gold,2022-10-18,2027-10-28,active,1,8400.0,1,1,2022-10-18 09:00:00,2025-12-31 23:59:59
CRD_0000148,ACC_0000148,CUST_000125,SG,SG_BANK,credit,VISA,385804035779fc811e19fefa3be743f3e5b0b7f9292469fa9c9076684638408b,Gold,2022-06-25,2025-06-28,expired,1,25290.0,1,1,2022-06-25 09:00:00,2025-12-31 23:59:59
CRD_0000149,ACC_0000149,CUST_000126,SG,SG_BANK,credit,MASTERCARD,314c0dd24a19fcd85fd108165699e50cf6838b15a586b02fee2c62996a39b3af,Standard,2022-05-20,2027-05-28,active,1,10530.0,1,1,2022-05-20 09:00:00,2025-12-31 23:59:59
CRD_0000150,ACC_0000150,CUST_000127,SG,SG_BANK,credit,MASTERCARD,73eb24d9e935e555af2c1ffc31a61f9d35e406bb2de80530bde2be72f1eda731,Standard,2024-01-17,2029-01-28,active,1,5310.0,1,1,2024-01-17 09:00:00,2025-12-31 23:59:59
CRD_0000151,ACC_0000151,CUST_000128,SG,SG_BANK,credit,VISA,eb7b66e719f2fc593a85ad25d08e0d3fd6b63c705b732da56e5f99f809c25d5f,Gold,2020-12-03,2025-12-28,expired,1,10770.0,1,1,2020-12-03 09:00:00,2025-12-31 23:59:59
CRD_0000152,ACC_0000152,CUST_000129,SG,SG_BANK,credit,VISA,55f3570c1eaac022615df7ff0269787b8d02c25a32d5d21ebacf2656a1b7ba09,Gold,2021-02-25,2024-02-28,expired,1,18540.0,1,1,2021-02-25 09:00:00,2025-12-31 23:59:59
CRD_0000153,ACC_0000153,CUST_000129,SG,SG_BANK,credit,VISA,5dc1ccac7ef1f1f6cac357c7b584860e8a7a00ddd95101c4a7249348d82f4f9f,Gold,2021-11-11,2024-11-28,expired,1,23250.0,1,1,2021-11-11 09:00:00,2025-12-31 23:59:59
CRD_0000154,ACC_0000154,CUST_000130,SG,SG_BANK,credit,MASTERCARD,b2feb794e3d997cb8269c8da6fae227e809f3c8d8007425ef508d26e5a199d27,Gold,2024-07-01,2027-07-28,active,1,12480.0,1,1,2024-07-01 09:00:00,2025-12-31 23:59:59
CRD_0000155,ACC_0000155,CUST_000131,SG,SG_BANK,credit,VISA,cce36d9068555fc09d81b5174770a7a7bef932c0db68d0db0cf6378806a5b98c,Gold,2021-10-12,2024-10-28,expired,1,7230.0,1,1,2021-10-12 09:00:00,2025-12-31 23:59:59
CRD_0000156,ACC_0000156,CUST_000131,SG,SG_BANK,credit,MASTERCARD,a75cb69ece79cd73d78be15f2ae6f25b87fd919a6e654ddb1f6df04b98adbef6,Gold,2020-09-20,2025-09-28,expired,1,5250.0,1,1,2020-09-20 09:00:00,2025-12-31 23:59:59
CRD_0000157,ACC_0000157,CUST_000132,SG,SG_BANK,credit,VISA,0281a25301f306c88b1d924e71617f5cf5331f9ba5623b2a74ce88ec77e05ac0,Platinum,2021-04-10,2024-04-28,expired,1,56760.0,1,1,2021-04-10 09:00:00,2025-12-31 23:59:59
CRD_0000158,ACC_0000158,CUST_000133,SG,SG_BANK,credit,VISA,98bb592103ccf619e18eb8e7131b59cf70e4d9f07cc18f87d32491b7d380999e,Platinum,2023-02-27,2028-02-28,active,1,15030.0,1,1,2023-02-27 09:00:00,2025-12-31 23:59:59
CRD_0000159,ACC_0000159,CUST_000134,SG,SG_BANK,credit,MASTERCARD,218224b419f6c5688e78bfbb8ad54e3bc2da118d432de1adab16906d6b0301cf,Standard,2021-04-25,2024-04-28,expired,1,4590.0,1,1,2021-04-25 09:00:00,2025-12-31 23:59:59
CRD_0000160,ACC_0000160,CUST_000135,SG,SG_BANK,credit,MASTERCARD,01a853ae516b12940aa47fa09c6ece41290979f95b28dd807070f5d295a5e4a5,Gold,2023-12-20,2026-12-28,active,1,7830.0,1,1,2023-12-20 09:00:00,2025-12-31 23:59:59
CRD_0000161,ACC_0000161,CUST_000135,SG,SG_BANK,credit,VISA,02d16e8db24b6e8e34cdb3f8bdd226f3a9b96704990330c92c819b0435c608be,Gold,2022-08-09,2025-08-28,expired,1,15600.0,1,1,2022-08-09 09:00:00,2025-12-31 23:59:59
CRD_0000162,ACC_0000162,CUST_000136,SG,SG_BANK,credit,VISA,eaa257484939fa9b385b6b1d2d60bae385e8ecef612dd19d96ce97609378f350,Gold,2022-05-27,2025-05-28,expired,1,37080.0,1,1,2022-05-27 09:00:00,2025-12-31 23:59:59
CRD_0000163,ACC_0000163,CUST_000136,SG,SG_BANK,credit,VISA,334f80568e1939fdbac948d560c50edad137b2e7e0902e7c7ea9c5885b227fa1,Gold,2023-08-01,2028-08-28,active,1,37950.0,1,1,2023-08-01 09:00:00,2025-12-31 23:59:59
CRD_0000164,ACC_0000164,CUST_000137,SG,SG_BANK,credit,MASTERCARD,982b68ca1a4d5fb0e493a5eddf643fc6db2b3b8407972c1a84e2fa6f7a3a4801,Gold,2021-03-23,2026-03-28,active,1,12510.0,1,1,2021-03-23 09:00:00,2025-12-31 23:59:59
CRD_0000165,ACC_0000165,CUST_000137,SG,SG_BANK,credit,MASTERCARD,d6713936c9707a425b68c538ad6861ccc303034824310a143c6bbd63786388ef,Gold,2021-07-06,2024-07-28,expired,1,10560.0,1,1,2021-07-06 09:00:00,2025-12-31 23:59:59
CRD_0000166,ACC_0000166,CUST_000138,SG,SG_BANK,credit,MASTERCARD,77853e5d567969cb8347587bd0b1147e7a05a0135ee9e347b3c2905e1eca0976,World,2021-01-16,2024-01-28,expired,1,48930.0,1,1,2021-01-16 09:00:00,2025-12-31 23:59:59
CRD_0000167,ACC_0000167,CUST_000139,SG,SG_BANK,credit,MASTERCARD,f2c826e6b3b84d7e32b61cd51ec9e905810bda167865fed04d84aab8e4e3a16b,Standard,2020-08-02,2023-08-28,expired,1,4920.0,0,1,2020-08-02 09:00:00,2025-12-31 23:59:59
CRD_0000168,ACC_0000168,CUST_000140,SG,SG_BANK,credit,MASTERCARD,c39da55f84f2292bd3b4d5f329dc774cb2571816820ce6f93c9f89c8da86a23a,Gold,2021-02-14,2026-02-28,active,1,6390.0,1,1,2021-02-14 09:00:00,2025-12-31 23:59:59
CRD_0000169,ACC_0000169,CUST_000140,SG,SG_BANK,credit,MASTERCARD,2509efa202b102f1a61214abd5ca8a7cb16a80382a93750f0962047a7a44ab6d,Gold,2020-05-16,2023-05-28,expired,1,6210.0,1,1,2020-05-16 09:00:00,2025-12-31 23:59:59
CRD_0000170,ACC_0000170,CUST_000141,SG,SG_BANK,credit,MASTERCARD,118d24122eb31c7ac3babc55587e3d841ec75332c4e9a5e3603e984baba23706,World,2024-04-05,2029-04-28,active,1,44700.0,1,1,2024-04-05 09:00:00,2025-12-31 23:59:59
CRD_0000171,ACC_0000171,CUST_000142,SG,SG_BANK,credit,MASTERCARD,227121268c1396804a35ecaeb605ec2c74d705d125f1eb796460a9610cef09e3,Standard,2022-10-04,2027-10-28,active,1,12000.0,1,1,2022-10-04 09:00:00,2025-12-31 23:59:59
CRD_0000172,ACC_0000172,CUST_000143,SG,SG_BANK,credit,VISA,7bc0566128c59d3fe0188abc4f82e79cb0927bc367295e7a3e21439b29a13fd0,Gold,2024-09-17,2027-09-28,active,1,7890.0,1,1,2024-09-17 09:00:00,2025-12-31 23:59:59
CRD_0000173,ACC_0000173,CUST_000144,SG,SG_BANK,credit,VISA,058cbde7c78695279921f74edf9d2e6cda567b1e5450c74dfb52d1a98438110f,Gold,2020-12-26,2023-12-28,expired,1,19200.0,1,1,2020-12-26 09:00:00,2025-12-31 23:59:59
CRD_0000174,ACC_0000174,CUST_000145,SG,SG_BANK,credit,MASTERCARD,d880b0f4430d6d6d900981c2da8a25fbe93128dea2d45eb09b25f5fa91bd23a9,Standard,2021-03-13,2024-03-28,expired,1,4890.0,1,1,2021-03-13 09:00:00,2025-12-31 23:59:59
CRD_0000175,ACC_0000175,CUST_000145,SG,SG_BANK,credit,VISA,e5d376bfadb77ffab373dc0896e90da4f99862f082554678f765ac7761039123,Classic,2024-07-15,2027-07-28,active,1,5190.0,0,1,2024-07-15 09:00:00,2025-12-31 23:59:59
CRD_0000176,ACC_0000176,CUST_000146,SG,SG_BANK,credit,MASTERCARD,5660ace8044ec9955278d7a176c77ce1cbbd5eff4cd2faff60799dce3c1f4afb,Gold,2022-06-06,2025-06-28,expired,1,24630.0,1,1,2022-06-06 09:00:00,2025-12-31 23:59:59
CRD_0000177,ACC_0000177,CUST_000147,SG,SG_BANK,credit,MASTERCARD,e8700d6ebeae9d88bfa675391b55edc831a4058a2b4856d77035248609d05d43,Standard,2024-05-03,2027-05-28,active,1,4080.0,1,1,2024-05-03 09:00:00,2025-12-31 23:59:59
CRD_0000178,ACC_0000178,CUST_000148,SG,SG_BANK,credit,MASTERCARD,7f7002cb1208ae5db375cd4fb0b3433b7aeb781859833020e14becb4cd19bf2c,Standard,2020-02-18,2023-02-28,expired,1,2520.0,0,1,2020-02-18 09:00:00,2025-12-31 23:59:59
CRD_0000179,ACC_0000179,CUST_000149,SG,SG_BANK,credit,VISA,3ce6c0f151c6fdac6385600c03e7c625bc9eb0209bb49d8abba533e20850f3a9,Platinum,2024-03-13,2029-03-28,active,1,52500.0,1,1,2024-03-13 09:00:00,2025-12-31 23:59:59
CRD_0000180,ACC_0000180,CUST_000150,SG,SG_BANK,credit,VISA,a8aa26d9725294cd1015ecbc59903350595875837294c3bb06e449ed8d1de675,Classic,2024-03-19,2029-03-28,active,1,8880.0,0,1,2024-03-19 09:00:00,2025-12-31 23:59:59
CRD_0000181,ACC_0000181,CUST_000151,MY,MY_BANK,credit,VISA,0d3018043753bf3a1f30cac0bc8e923d5203010a8c6adf062de78e40cc35d1c9,Classic,2021-11-21,2026-11-28,active,1,4020.0,0,1,2021-11-21 09:00:00,2025-12-31 23:59:59
CRD_0000182,ACC_0000182,CUST_000152,MY,MY_BANK,credit,MASTERCARD,3e7a6175afccb8068f617889bf343159c77c1df50c9286c06fd741ab27dff069,Standard,2023-05-13,2026-05-28,active,1,3750.0,0,1,2023-05-13 09:00:00,2025-12-31 23:59:59
CRD_0000183,ACC_0000183,CUST_000153,MY,MY_BANK,credit,VISA,66ba704cba8a2a4c54e21d1214df52f4a5734aa8ef592e28f6233a747394b1f1,Classic,2022-04-24,2025-04-28,expired,1,1830.0,1,1,2022-04-24 09:00:00,2025-12-31 23:59:59
CRD_0000184,ACC_0000184,CUST_000154,MY,MY_BANK,credit,MASTERCARD,51f8a77cd19cdac584c3153c67f448294e7fb96a0d06cd2cc8894bd1df8fa6a3,Standard,2021-07-26,2024-07-28,expired,1,4440.0,1,1,2021-07-26 09:00:00,2025-12-31 23:59:59
CRD_0000185,ACC_0000185,CUST_000155,MY,MY_BANK,credit,VISA,bfcaf08b4dbcc8d5235b38f3c6de51cb491988d79a7b25fe7b101c119e8b3e9a,Classic,2022-03-13,2027-03-28,active,1,2820.0,1,1,2022-03-13 09:00:00,2025-12-31 23:59:59
CRD_0000186,ACC_0000186,CUST_000156,MY,MY_BANK,credit,MASTERCARD,19b74693dce58b214ea3b81f2608e89a1c8c274af333f2909367ce2e8edc8825,Gold,2022-01-21,2027-01-28,active,1,7140.0,1,1,2022-01-21 09:00:00,2025-12-31 23:59:59
CRD_0000187,ACC_0000187,CUST_000157,MY,MY_BANK,credit,VISA,cab196c980aff3d0ab853af4e22acc5f1a59b78e5bd90a41afa4bf3d67dc1900,Classic,2020-09-24,2025-09-28,expired,1,8250.0,1,1,2020-09-24 09:00:00,2025-12-31 23:59:59
CRD_0000188,ACC_0000188,CUST_000157,MY,MY_BANK,credit,VISA,b751ace0e870ee6f5d2cfd8f345c183d24f9b9ae67824d84b2255e83c022e910,Classic,2022-02-21,2027-02-28,active,1,10140.0,0,1,2022-02-21 09:00:00,2025-12-31 23:59:59
CRD_0000189,ACC_0000189,CUST_000158,MY,MY_BANK,credit,VISA,d6a18af5aa3e8cf02420d457f8d7571ff1248f592bdcd90742f4a6ad8286fdfe,Gold,2024-10-28,2029-10-28,active,1,9540.0,1,1,2024-10-28 09:00:00,2025-12-31 23:59:59
CRD_0000190,ACC_0000190,CUST_000159,MY,MY_BANK,credit,VISA,2201e33f0ce4a3bdb7a329bf1e241d601359b64d0912ec8807f8c2eb01c6b459,Platinum,2022-12-24,2025-12-28,expired,1,8520.0,1,1,2022-12-24 09:00:00,2025-12-31 23:59:59
CRD_0000191,ACC_0000191,CUST_000160,MY,MY_BANK,credit,MASTERCARD,9adb96ed71d643bb23a1b50fbacd8361629d6adabe07879af7665dcbce08fb1f,Standard,2023-04-19,2028-04-28,active,1,3240.0,1,1,2023-04-19 09:00:00,2025-12-31 23:59:59
CRD_0000192,ACC_0000192,CUST_000161,MY,MY_BANK,credit,VISA,df55baf992caf7264cae9ce01573fb6e36db43fe5083bbb1ab12d55a9b1be940,Platinum,2023-10-17,2026-10-28,active,1,16860.0,1,1,2023-10-17 09:00:00,2025-12-31 23:59:59
CRD_0000193,ACC_0000193,CUST_000162,MY,MY_BANK,credit,MASTERCARD,2b879e530ae2046806b76a4dab31c134e5bd7cc6389f351dffc3b494c2492c61,Gold,2022-10-22,2025-10-28,expired,1,9270.0,1,1,2022-10-22 09:00:00,2025-12-31 23:59:59
CRD_0000194,ACC_0000194,CUST_000162,MY,MY_BANK,credit,VISA,8401b0059f814be4a9711a6549923485120c2402cc88a33830add0d840c458a8,Gold,2023-10-28,2028-10-28,active,1,12000.0,1,1,2023-10-28 09:00:00,2025-12-31 23:59:59
